organisation,transparency_reg_id,source_date,meetings_total,meetings_commission,meetings_ep,amendment_number,target_element,target_type,committee,similarity_score,provision_effect,label,reasoning,n_chunks,conflict
BIZUM S.L.,266486245741-10,2023-09-07,2,0,2,592,Article 2 – paragraph 1 – point 28,article,ECON,0.84715,"The amendment redefines 'user alias' to be composed of the unique digital euro account number plus optional additional proxies (such as a phone number) upon user request, clarifying that it unambiguously identifies a digital euro payment account, rather than simply being a unique pseudonymous identifier.",NOISE,"The matched chunk describes Bizum's general business model — using phone numbers as proxies for instant transfers — and provides background context about the company, but does not express a specific directional advocacy position on how 'user alias' should be defined in the digital euro regulation. The text is descriptive/introductory in nature and contains no stance on whether the alias definition should or should not incorporate account numbers or additional proxies, making it impossible to assess alignment with the amendment's direction.",1,False
BIZUM S.L.,266486245741-10,2023-09-07,2,0,2,839,Article 14 – paragraph 5,article,ECON,0.86082,"The amendment adds a sentence clarifying that the AMLA/EBA guidelines shall not require payment service providers to register the status of potential digital euro users (e.g., as asylum seekers, individuals with no fixed address, etc.).",NOISE,"Bizum's matched text contains only general welcoming statements about the digital euro regulation and broad support for privacy and AML/CFT compliance, with no specific directional stance on whether PSPs should or should not be required to register the status of vulnerable user groups. The organisation's text does not advocate for or against the specific change the amendment introduces.",1,False
BIZUM S.L.,266486245741-10,2023-09-07,2,0,2,1384,Article 37 – paragraph 6 – subparagraph 2,article,ECON,0.85058,"The amendment extends the AMLA opinion scope to include online (in addition to offline) digital euro AML/CFT risk assessment, and changes the Commission's consultation of the European Data Protection Board from optional (""may"") to mandatory (""shall"").",NOISE,"Bizum's matched text offers only general welcoming remarks about the Commission's proposal and broad support for AML/CFT compliance and privacy protections, without taking any specific directional stance on whether AMLA's scope should cover online transactions or whether EDPB consultation should be mandatory rather than optional. An organisation with the opposite view on these specific changes could produce equally matching text, confirming this is background/boilerplate with no actionable directional advocacy.",1,False
BIZUM S.L.,266486245741-10,2023-09-07,2,0,2,327,Recital 4,recital,ECON,0.870126,"The amendment adds language requiring the ECB to monitor business-to-business payment trends, design the technical infrastructure to support B2B transactions (especially conditional payments), and ensure the digital euro complements private sector payment services, while retaining the exclusion of wholesale payments.",UNDETECTABLE,"Bizum's position advocates for intermediaries being free to choose which interfaces support each use case (including B2B), and for the digital euro to complement existing private-sector solutions — which partially aligns with the amendment's new language on B2B monitoring and complementing private sector services. However, Bizum's advocacy is focused on intermediary flexibility and fair compensation rather than specifically pushing for stronger B2B infrastructure mandates or ECB monitoring obligations, making it genuinely unclear whether this amendment's specific directional changes fully satisfy or merely partially overlap with Bizum's stated position.",1,False
BIZUM S.L.,266486245741-10,2023-09-07,2,0,2,326,Recital 4,recital,ECON,0.869546,"The amendment removes the explicit exclusion of wholesale payments from the digital euro's scope and instead reframes the digital euro as complementing other forms of official currency (cash and existing settlement systems), softening the boundary between retail and wholesale use.",NOISE,Bizum's position focuses on intermediaries being free to choose interfaces for retail use cases and on fair compensation for financial intermediaries — it does not take any directional stance on whether wholesale payments should be excluded from or included in the digital euro's scope. The amendment's change (removing the wholesale exclusion and reframing the digital euro as complementary to existing settlement systems) is unrelated to Bizum's expressed advocacy.,1,False
BIZUM S.L.,266486245741-10,2023-09-07,2,0,2,328,Recital 4,recital,ECON,0.869545,"The amendment adds ""without prejudice to the principle of technology neutrality"" and extends future payment needs to include ""any form of payments on any medium to be invented in the future,"" broadening the scope of the digital euro's future-proofing beyond the originally listed use cases.",NOISE,"Bizum's position focuses on intermediaries being free to choose which interfaces support which use cases and on fair compensation for intermediaries — not on technology neutrality or the expansion of future payment use cases. Their text does not express any directional stance on whether the digital euro's future use cases should be broadened or whether a technology neutrality principle should be inserted, making the connection to this amendment substantively absent.",1,False
BIZUM S.L.,266486245741-10,2023-09-07,2,0,2,503,Recital 56,recital,ECON,0.871918,"The amendment removes the sentence about technical tools such as application programming interfaces (APIs) that could help payment service providers develop interoperable applications executing conditional logic, while keeping the rest of the recital intact.",NOISE,"Bizum's matched text focuses on clarifying the role of the Eurosystem App/channel, liability frameworks, and authentication delegation — not on the specific sentence removed by the amendment regarding API technical tools for conditional payment services. There is no directional stance in the org's text that advocates for or against the inclusion of that particular sentence about APIs and technical tools in recital 56.",1,False
BIZUM S.L.,266486245741-10,2023-09-07,2,0,2,1161,Article 25 – paragraph 2,article,ECON,0.866233,"The amendment changes the obligation from being triggered ""on request by digital euro users"" to a proactive requirement for payment service providers to offer users the possibility to rely on European Digital Identity Wallet functionalities, and shifts the article reference from 6a to 5a.",NOISE,"Bizum's matched position focuses on proportionality and equal regulatory requirements across entities distributing the digital euro, NFC access, and onboarding procedures — not on whether the EUDI Wallet integration obligation is user-triggered or proactively offered by PSPs. The organisation expresses no directional stance on the specific change this amendment makes (removing the ""on request"" trigger and making the offer proactive), so there is no substantive advocacy position that aligns with or opposes this amendment's direction.",1,False
BIZUM S.L.,266486245741-10,2023-09-07,2,0,2,424,Recital 30 a (new),recital,ECON,0.877736,"The amendment inserts a new recital establishing that both store-of-value holdings and charges/fees for digital euro payments should be subject to limits, while ensuring compensation for payment service providers' relevant costs.",UNDETECTABLE,"Bizum specifically advocates that limits on charges to merchants should not prevent financial intermediaries from receiving fair compensation — a position that is directly related to the amendment's subject matter. However, the amendment both introduces fee limits AND acknowledges compensation for relevant costs incurred by PSPs, making it genuinely unclear whether this formulation fully satisfies Bizum's concern or still falls short of the ""fair compensation"" standard they advocate for.",1,False
BIZUM S.L.,266486245741-10,2023-09-07,2,0,2,857,Article 15 – paragraph 2,article,ECON,0.864219,"The amendment removes the explicit reference to ""providing compensation for the relevant costs incurred by payment services providers"" from the purpose clause, and instead adds that charges shall be ""proportionate to the cost of transactions,"" while retaining the subject-to-limits requirement.",OPPOSING,"Bizum explicitly advocates that limits on charges to merchants ""should not prevent financial intermediaries from receiving fair compensation"" for their services, emphasising the importance of fair remuneration for intermediaries. The amendment moves in the opposite direction by removing the explicit compensation-for-costs language from the original text's purpose clause, weakening the protection for intermediary compensation rather than strengthening it as Bizum desired.",1,False
BIZUM S.L.,266486245741-10,2023-09-07,2,0,2,385,Recital 16 a (new),recital,ECON,0.863671,"The amendment inserts a new recital requiring the ECB and national central banks to provide temporary economic incentives (including a derogation from merchant service charge rules) to distributors, acquirers, and merchants during a 5-year initial roll-out phase, with low-value physical point-of-sale payments exempt from such fees.",OPPOSING,"Bizum explicitly argues that limits on charges to merchants obliged to accept the digital euro ""should not prevent financial intermediaries from receiving fair compensation,"" and that fair remuneration for intermediaries is essential to incentivise adoption and innovation. The amendment moves in the opposite direction by introducing a temporary derogation from merchant service charge rules and exempting low-value POS payments from fees, which directly constrains the compensation intermediaries like Bizum can receive — precisely what Bizum warned against.",1,False
BIZUM S.L.,266486245741-10,2023-09-07,2,0,2,414,Recital 26 a (new),recital,ECON,0.859749,"The amendment inserts a new recital stating that the digital euro should not disincentivise innovation or crowd out private payment solutions, and that its design should promote technological neutrality and support a dynamic, innovative payments ecosystem.",ALIGNED,"Bizum explicitly advocates that intermediaries should retain the freedom to develop value-added and innovative solutions, and that fair remuneration should serve as an incentive for intermediaries to develop innovative use cases — directly mirroring the amendment's call to avoid crowding out private payment offerings and to support innovation. The amendment's direction of protecting the private sector's capacity to innovate and provide additional services aligns specifically with Bizum's stated position.",1,False
BIZUM S.L.,266486245741-10,2023-09-07,2,0,2,381,Recital 16,recital,ECON,0.857335,"The amendment removes the mandatory acceptance obligation tied to legal tender status, replacing it with a voluntary opt-in for citizens, merchants, and financial institutions to choose whether to accept digital euro payments.",UNDETECTABLE,"Bizum's matched text focuses specifically on fair compensation for financial intermediaries and the concern that charge limits should not prevent fair remuneration — it does not take a clear directional stance on whether mandatory acceptance (legal tender status) should be retained or removed. While Bizum references ""merchants obliged to accept the digital euro,"" this is framed as a given condition to argue about compensation fairness, not as an advocacy position for or against mandatory acceptance itself. Therefore, it is genuinely unclear whether Bizum would support or oppose removing the mandatory acceptance obligation.",1,False
BIZUM S.L.,266486245741-10,2023-09-07,2,0,2,529,Recital 69,recital,ECON,0.899111,"The amendment strengthens the original by changing ""would not refuse access"" to ""will allow access without any fee,"" explicitly adding a no-fee requirement for NFC/secure element access, and introducing Commission implementing acts and penalties for non-compliance.",ALIGNED,"Bizum specifically advocates for guaranteed access to NFC antennas and secure elements on ""objective, reasonable and non-discriminatory"" terms for digital euro front-end service providers, directly referencing recital (69). The amendment strengthens this access guarantee by making it fee-free and enforceable through implementing acts and penalties, which aligns with Bizum's position that such access must be guaranteed on equal, non-discriminatory terms — the amendment moves the text in exactly the direction Bizum advocated for.",1,False
BIZUM S.L.,266486245741-10,2023-09-07,2,0,2,421,Recital 29,recital,ECON,0.87728,"The amendment adds the phrase ""ensuring full and non-discriminatory access"" to the requirement that public entities distribute the digital euro, strengthening the access guarantee for end users.",UNDETECTABLE,"Bizum advocates for non-discriminatory criteria in access to hardware/NFC elements and equal competitive requirements for digital euro distributors, which touches on non-discrimination in a related but distinct context (technology access and competitive parity among PSPs, not end-user access to distribution). The amendment's non-discriminatory access clause concerns citizens' access to public distribution entities, not the competitive/technical access concerns Bizum raises, making it genuinely unclear whether this amendment's direction satisfies Bizum's specific advocacy.",1,False
BIZUM S.L.,266486245741-10,2023-09-07,2,0,2,519,Recital 63,recital,ECON,0.871489,"The amendment adds requirements for dedicated assistance for vulnerable consumers, accessibility aligned with the Digital Services Act code of conduct, and the option of a free physical card form factor for digital euro services.",NOISE,"Bizum's position focuses on NFC access, proportionality in distribution requirements, and compatibility with existing payment infrastructure — none of which relate to accessibility for vulnerable consumers, the Digital Services Act accessibility code of conduct, or physical card availability. The organisation's text contains no substantive advocacy position on the specific changes introduced by this amendment.",1,False
BIZUM S.L.,266486245741-10,2023-09-07,2,0,2,1076,Article 22 – paragraph 2,article,ECON,0.861116,"The amendment strengthens the original protection by adding that users shall not face a ""default setting"" requiring non-digital euro products, and explicitly requires that the option to use only digital euro services be offered in an accessible manner.",OPPOSING,"Bizum explicitly argues that the original provision (prohibiting requirements to hold non-digital euro accounts) would hamper the reuse of existing procedures, KYC infrastructure, and commercial relationships, and introduces unpredictable complexities — effectively advocating for weakening or removing this restriction. The amendment moves in the opposite direction, strengthening the original provision by also banning default settings and mandating accessible standalone digital euro offerings.",1,False
BIZUM S.L.,266486245741-10,2023-09-07,2,0,2,1223,Article 28 – paragraph 3 – point b a (new),article,ECON,0.860931,The amendment inserts a new requirement that digital euro payment services must align with the accessibility objectives under the code of conduct laid down in the Digital Services Act (Article 47 of Regulation 2022/2065).,NOISE,"Bizum's position focuses on NFC access, proportionality in distribution requirements, and compatibility with existing payment infrastructure — none of which relate to accessibility standards under the Digital Services Act. The organisation expresses no substantive advocacy position on accessibility requirements for digital euro services, making this amendment unrelated to their expressed concerns.",1,False
BIZUM S.L.,266486245741-10,2023-09-07,2,0,2,466,Recital 39,recital,ECON,0.884591,"The amendment replaces ""that the European Central Bank decided on"" with ""established in this Regulation"" as the source of authority for store-of-value holding limits, shifting the decision-making power from the ECB to the legislative text itself.",NOISE,"Bizum's position focuses on the practical difficulties of implementing holding limit controls when users hold multiple digital euro accounts across different providers — a concern about operational complexity, not about whether the limits are set by the ECB or by the Regulation itself. The amendment's specific change (the locus of authority for setting limits) is entirely unaddressed by Bizum's advocacy, making this a subject mismatch rather than a directional one.",1,False
BIZUM S.L.,266486245741-10,2023-09-07,2,0,2,467,Recital 39,recital,ECON,0.881513,"The amendment replaces ""European Central Bank"" with ""Council"" as the decision-making body for limits to the store of value function of the digital euro.",NOISE,"The organisation's position focuses on the practical difficulties of implementing holding limit controls when users hold multiple digital euro accounts, not on which institution (ECB vs. Council) should decide those limits. The org text expresses no directional stance on the governance question the amendment addresses.",1,False
BIZUM S.L.,266486245741-10,2023-09-07,2,0,2,465,Recital 39,recital,ECON,0.881034,"The amendment removes the reference to the European Central Bank as the decision-maker for holding limits, leaving the limits binding on payment service providers without specifying who sets them (implying the co-legislator should determine them in the Level 1 text).",NOISE,"Bizum's position focuses on the operational difficulty of managing holding limits across multiple accounts and the complexity this creates for payment service providers — not on who (the ECB vs. the co-legislator) should have the authority to set those limits. The amendment's specific change is about governance/decision-making authority over holding limits, a direction Bizum's text does not address at all.",1,False
BIZUM S.L.,266486245741-10,2023-09-07,2,0,2,440,Recital 33 a (new),recital,ECON,0.874589,"The amendment inserts a new recital establishing a two-year transitional period during which private payment service providers hold zero digital euros, acting only as pass-through systems, with holding and offline capabilities reserved for public authorities or designated providers.",UNDETECTABLE,"Bizum raises specific concerns about the difficulty of implementing holding limit control mechanisms when users can hold multiple digital euro accounts across different providers — a directly related subject. However, the amendment's direction (a zero-holding limit for private PSPs during a two-year transitional phase, effectively removing the multi-account holding complexity for that period) could either address or sidestep Bizum's concern without clearly satisfying it: Bizum advocates for workable limit management and lower adaptation costs, but it is genuinely unclear whether a zero-holding mandate for private PSPs is the solution they sought or an overreach that contradicts their interest in building on existing private infrastructure.",1,False
BIZUM S.L.,266486245741-10,2023-09-07,2,0,2,936,Article 16 – paragraph 6,article,ECON,0.865329,The amendment replaces the requirement for users to manually specify how their holding limit is allocated across multiple accounts with a simpler rule where the holding limit is established per payment account automatically.,ALIGNED,"Bizum explicitly identified the original mechanism — requiring users to inform each intermediary how to allocate the holding limit across multiple accounts — as creating significant practical difficulties for implementing control mechanisms. The amendment directly addresses this concern by replacing the user-directed allocation requirement with a per-account holding limit, simplifying the management burden Bizum highlighted.",1,False
BIZUM S.L.,266486245741-10,2023-09-07,2,0,2,523,Recital 67,recital,ECON,0.871562,"The amendment adds that switching digital euro payment accounts should be free of charge, in line with the Payment Account Directive (2014/92/EU).",NOISE,"Bizum's position text focuses on holding limits, multi-account control mechanisms, SCA asymmetries, and the Eurosystem App — it contains no substantive advocacy position on account-switching fees or the cost of switching payment service providers. The matched chunk and surrounding context do not address the direction of change introduced by this amendment (making switching free of charge).",1,False
BIZUM S.L.,266486245741-10,2023-09-07,2,0,2,542,Recital 77,recital,ECON,0.870578,"The amendment adds clarifying language to recital 77 explaining that the single access point should support emergency account switching during widespread disruptions, with such measures being temporary, proportionate, and limited to the duration of exceptional circumstances.",NOISE,"Bizum's matched text focuses on the difficulty of managing holding limits when users hold multiple digital euro accounts, and the challenges this creates for intermediaries — not on the emergency switching mechanism or the single access point's role during disruptions. The amendment's direction (clarifying emergency switching support via the single access point) does not correspond to any specific directional advocacy in Bizum's position, which is about multi-account holding limit management complexity rather than emergency continuity provisions.",1,False
BIZUM S.L.,266486245741-10,2023-09-07,2,0,2,1334,Article 35 – paragraph 8,article,ECON,0.870228,"The amendment adds a requirement that, when establishing the single access point, the Eurosystem must ensure data minimisation and data protection by design and by default, in accordance with Article 24a.",NOISE,Bizum's matched text focuses on the practical difficulties of managing holding limits across multiple digital euro accounts and on asymmetries between payment instruments — it does not express any specific directional stance on data minimisation or data protection by design requirements for the single access point. The organisation's position is unrelated to the privacy/data-protection dimension that the amendment introduces.,1,False
BIZUM S.L.,266486245741-10,2023-09-07,2,0,2,790,Article 13 – paragraph 7 – subparagraph 1 (new),article,ECON,0.851464,"The amendment inserts a new obligation requiring payment service providers to check whether a user already holds other digital euro payment accounts when opening a new one, and to set the holding limit so that the user's total holdings across all accounts do not exceed the maximum holding limit.",ALIGNED,"Bizum explicitly raised the difficulty of implementing holding limit control mechanisms when users hold multiple digital euro accounts (with the same or different providers), including the challenge of jointly held accounts. The amendment directly addresses this concern by requiring PSPs to ascertain existing accounts and coordinate holding limits accordingly, moving in the direction Bizum advocated for.",1,False
BIZUM S.L.,266486245741-10,2023-09-07,2,0,2,749,Article 13 – paragraph 3 – introductory part,article,ECON,0.845012,"The amendment narrows the obligation on payment service providers to make funding and defunding functionalities available only to their own clients who are also digital euro users, rather than to digital euro users generally.",NOISE,"Bizum's position text focuses on topics such as SCA asymmetries between payment instruments, the Eurosystem App's role, liability frameworks, and Terms and Conditions clarity — none of which address the specific question of whether funding/defunding obligations should be scoped to a PSP's own clients or to digital euro users at large. There is no directional stance in the org text that relates to this amendment's change.",1,False
BIZUM S.L.,266486245741-10,2023-09-07,2,0,2,1064,Article 19 – paragraph 2 – point c,article,ECON,0.843954,"The amendment adds a requirement that the equivalence of third-country supervisory and regulatory requirements must be formally verified through a Commission implementing act (equivalence decision), rather than leaving equivalence as an unverified condition.",NOISE,"Bizum's matched text focuses on the Eurosystem App, liability frameworks, authentication delegation, and fair competition between payment instruments — none of which relate to the third-country equivalence verification mechanism being formalised via a Commission implementing act. There is no substantive advocacy position expressed by Bizum on this topic.",1,False
BIZUM S.L.,266486245741-10,2023-09-07,2,0,2,1430,Article 41 – paragraph 1,article,ECON,0.843655,The amendment inserts a new provision requiring consideration of potential use cases for the digital euro in a business-to-business (B2B) context and the steps needed to make it work in that context.,NOISE,"Bizum's position focuses on topics such as joint account holding limits, SCA asymmetries between payment instruments, the Eurosystem App's role, and liability frameworks — none of which specifically advocate for the inclusion of B2B use cases or B2B implementation steps for the digital euro. The matched text contains no directional stance on B2B contexts, making the connection to this amendment purely topical at best and unrelated at worst.",1,False
BIZUM S.L.,266486245741-10,2023-09-07,2,0,2,377,Recital 13,recital,ECON,0.841876,The amendment adds to the original text a specification that information and educational measures should include the benefits of the digital euro's use and its characteristics relating to the protection and exercise of fundamental rights and freedoms.,NOISE,"Bizum's matched text focuses on the Eurosystem App's interface, liability frameworks, authentication delegation, and Terms and Conditions — topics entirely unrelated to the amendment's addition of fundamental rights and benefits awareness to educational measures. There is no substantive advocacy position expressed by Bizum on the subject of information/educational campaigns or fundamental rights disclosures that would connect to the direction of this amendment.",1,False
Veblen Institute for Economic Reforms,458390435054-02,2023-09-07,1,0,1,383,Recital 16,recital,ECON,0.898758,"The amendment adds a new sentence to recital (16) explicitly framing the digital euro as safeguarding the fundamental right of individuals to access and hold central bank money, linking it to financial inclusion, monetary sovereignty, and public trust — going beyond mere payment instrument framing.",ALIGNED,"The Veblen Institute specifically argued that accessibility is as important as acceptance for effective legal tender status, and that guaranteed acceptance must go hand in hand with guaranteed access to central bank money. The amendment directly responds to this by enshrining the right to access and hold central bank money as a fundamental right in the digital context, which is precisely the direction the organisation advocated for.",1,False
Veblen Institute for Economic Reforms,458390435054-02,2023-09-07,1,0,1,382,Recital 16,recital,ECON,0.897377,"The amendment adds language characterising central bank money as a ""day-to-day payment instrument"" and introduces a new passage affirming individuals' fundamental rights to not just use but also access and hold central bank money in the digital age, linking this to financial inclusion, monetary sovereignty, and public confidence in the euro.",ALIGNED,"The Veblen Institute specifically advocates that accessibility must go hand in hand with acceptance for the digital euro to function as effective legal tender, and that the right to access and hold central bank money should be guaranteed — precisely what the amendment's new passage enshrines by framing access and holding of central bank money as a fundamental right to be preserved in the digital age. The organisation's position is directionally specific enough (guaranteed access, not just acceptance) to match the amendment's addition.",1,False
Veblen Institute for Economic Reforms,458390435054-02,2023-09-07,1,0,1,473,Recital 42,recital,ECON,0.876017,"The amendment changes ""should not"" to ""may not"" in the recital, weakening the normative force of the statement that digital euro transactions should not be subject to excessive fees.",NOISE,"The organisation's position focuses on enforcing the legal tender status of the digital euro through sanctions and control mechanisms, and on minimising exceptions to mandatory acceptance — not on the specific normative language (""should not"" vs ""may not"") used in this recital regarding excessive fees. The org text does not express any directional stance on the strength of fee-restriction language in recitals, so the amendment's subtle linguistic weakening cannot be mapped to any specific advocacy position the org holds.",1,False
Veblen Institute for Economic Reforms,458390435054-02,2023-09-07,1,0,1,472,Recital 42,recital,ECON,0.876017,"The amendment changes ""should not"" to ""may not"" in the recital, weakening the normative force of the prohibition on excessive fees from a strong recommendation to a permissive/discretionary framing.",OPPOSING,"The Veblen Institute explicitly advocates for stronger enforcement and control mechanisms to guarantee the effective application of the legal tender status, arguing that weak or discretionary standards undermine it (as seen with cash). The amendment weakens the language from ""should not"" (a strong normative standard) to ""may not"" (a permissive framing), moving in the opposite direction from the organisation's position, which calls for clearer, more binding protections rather than softer ones.",1,False
Veblen Institute for Economic Reforms,458390435054-02,2023-09-07,1,0,1,312,Recital 3,recital,ECON,0.872225,"The amendment adds context emphasizing the growing role of online payments in daily life, clarifies that central bank money is unavailable in digital form (not merely unusable online), and adds a concluding sentence stating that a digital euro would provide cash-like convenience in a digital environment and uphold individuals' freedom to choose how they pay, including through central bank money.",ALIGNED,"The Veblen Institute explicitly advocates that a digital euro would make central bank money accessible in digital form to the general public for retail payments, complement cash in an era of increasing digitisation, and serve as a safer, more inclusive public payment option — directly mirroring the amendment's added framing about restricting people's ability to use central bank money and the new concluding sentence on cash-like convenience and freedom of payment choice. The amendment moves the recital in precisely the direction the organisation advocated: strengthening the rationale for a digital euro as a public money option for everyday digital transactions.",1,False
Veblen Institute for Economic Reforms,458390435054-02,2023-09-07,1,0,1,342,Recital 6,recital,ECON,0.858648,"The amendment replaces the original text's framing of cash and digital euro as equally important legal tender with a restriction that only a wholesale and offline digital euro should be considered, deferring the retail and online digital euro as unsubstantiated and ill-prepared.",OPPOSING,"The organisation explicitly welcomes ""the planned availability, as of first release, of both an online and an offline digital euro,"" directly contradicting the amendment's call to defer the retail and online digital euro. The amendment moves in the opposite direction from the organisation's stated position.",1,False
