organisation,transparency_reg_id,source_date,meetings_total,meetings_commission,meetings_ep,amendment_number,target_element,target_type,committee,similarity_score,provision_effect,label,reasoning,n_chunks,conflict
Future of Life Institute (FLI),787064543128-10,2021-08-06,12,3,9,644,Recital 48 a (new),recital,CJ40,0.859929,The amendment inserts a new recital establishing that natural persons who are developers or users of AI systems are entitled to whistleblower protections under Directive (EU) 2019/1937 against retaliation from employers and colleagues.,ALIGNED,"FLI explicitly advocated for expanding whistleblower protections to AI developers, specifically recommending that developers ""should be able to rely on EU whistleblower protections (Directive (EU) 2019/1937)"" — the exact directive referenced in the amendment. The amendment directly responds to FLI's specific and directional call to extend these protections to AI developers and users.",1,False
Future of Life Institute (FLI),787064543128-10,2021-08-06,12,3,9,584,Recital 38,recital,CJ40,0.865094,"The amendment changes the classification of certain AI systems used in law enforcement from ""high-risk"" to ""prohibited,"" adds a requirement for redress-by-design mechanisms, and removes some previously listed high-risk uses (e.g., deep fake detection, crime analytics) from the scope.",NOISE,"FLI's matched text focuses specifically on the need to regulate generalised/multi-purpose AI systems across all their uses, not on the classification level (high-risk vs. prohibited) of law enforcement AI systems. Their position does not express any directional stance on whether certain law enforcement AI uses should be prohibited rather than merely classified as high-risk, nor on redress-by-design mechanisms. The org's advocacy is too unrelated in direction to this amendment to be anything other than noise.",1,False
Future of Life Institute (FLI),787064543128-10,2021-08-06,12,3,9,404,Recital 12 b (new),recital,CJ40,0.868199,"The amendment inserts a new recital clarifying that general purpose AI systems (GPAI) are not considered to have an ""intended purpose"" under the Regulation unless adapted to a specific purpose, and that initial providers of GPAI only need to comply with accuracy, robustness, and cybersecurity requirements (Art. 15), with full obligations falling on whoever adapts and places the system on the market.",OPPOSING,"FLI explicitly advocates for broader regulatory coverage of general purpose AI systems, arguing that classifying systems by a single intended purpose allows transformative technologies to evade scrutiny, and recommending a complete risk assessment of all intended uses regardless of stated purpose. The amendment moves in the opposite direction — it narrows obligations for GPAI providers to only Art. 15 requirements (accuracy, robustness, cybersecurity) and defers full compliance to downstream adapters, precisely the kind of limited, purpose-based scoping FLI argues is insufficient.",1,False
Future of Life Institute (FLI),787064543128-10,2021-08-06,12,3,9,580,Recital 38,recital,CJ40,0.882347,"The amendment elevates several AI system uses in law enforcement (e.g., assessing reliability of persons, biometric identification, polygraphs, emotional state detection, criminal offence prediction based on profiling, personality trait assessment for profiling) from ""high-risk"" classification to outright prohibition (with three narrow exceptions), while retaining a high-risk classification for the remaining law enforcement AI systems.",NOISE,"FLI's matched text focuses on the right of individuals and groups to file complaints and challenge AI systems that breach fundamental rights, not on whether specific law enforcement AI uses should be prohibited versus classified as high-risk. The organisation does not express a directional stance on the reclassification of law enforcement AI systems from high-risk to prohibited, making the connection to this amendment's specific change substantively absent.",1,False
Future of Life Institute (FLI),787064543128-10,2021-08-06,12,3,9,577,Recital 37 a (new),recital,CJ40,0.863329,"The amendment inserts a new recital stating that an exhaustive list of prohibited/high-risk AI applications is not feasible given rapid development, calls for a clear governance model, and specifies that AI applications used by police and judicial authorities must be categorised as high-risk where they could significantly affect individuals' lives.",UNDETECTABLE,"FLI's position specifically advocates for updating the proposal to address generalised AI systems with multiple purposes and ensuring full risk assessments across all intended uses — a concern about the adequacy of risk categorisation. The amendment touches on related themes (limitations of exhaustive listings, governance models, high-risk categorisation) but focuses narrowly on police/judicial AI use cases, whereas FLI's matched text is about multi-purpose/generalised AI systems evading regulatory scrutiny. There is a genuine thematic connection around the limits of categorical risk classification, but it is genuinely unclear whether this amendment's specific direction (acknowledging infeasibility of exhaustive lists while carving out police/judicial high-risk uses) satisfies, contradicts, or simply bypasses FLI's advocacy for broader, purpose-agnostic risk assessments.",1,False
Future of Life Institute (FLI),787064543128-10,2021-08-06,12,3,9,575,Recital 37,recital,CJ40,0.8632,"The amendment changes the classification of AI systems used to dispatch emergency first response services from ""high-risk"" to ""prohibited,"" and strengthens language around public benefits AI impacts from ""may"" to ""will,"" while also adding a clarification that credit scoring AI is high-risk only insofar as it does not correspond to already-prohibited practices.",NOISE,"FLI's matched text focuses on advocating for broader risk assessment of generalised AI systems and does not express any directional position on the classification of emergency dispatch AI systems, credit scoring AI, or the strengthening of language around public benefits determinations. The org's position is too general and topically unrelated to the specific changes made by this amendment to constitute a substantive advocacy stance on these provisions.",1,False
Future of Life Institute (FLI),787064543128-10,2021-08-06,12,3,9,3272,Annex IV – paragraph 1 – point 3,annex,CJ40,0.873005,"The amendment expands the scope of required documentation about AI system capabilities, limitations, and foreseeable risks to include not only the ""intended purpose"" but also ""reasonably foreseeable use.""",UNDETECTABLE,"FLI advocates for broader consideration of societal and indirect harms in technical documentation (Annex IV), which is directionally related to expanding the scope of risk assessment beyond intended purpose. However, FLI's specific position focuses on societal-level and aggregate harms and conflicts of interest, while the amendment's change is narrower — adding ""reasonably foreseeable use"" alongside ""intended purpose."" There is a genuine connection (broader risk coverage in documentation), but it is unclear whether this specific directional change satisfies FLI's advocacy, which targets a different dimension of expansion.",1,False
Future of Life Institute (FLI),787064543128-10,2021-08-06,12,3,9,1174,Article 5 – paragraph 1 – point b,article,CJ40,0.869695,"The amendment broadens the prohibited AI practices beyond exploiting vulnerabilities of specific groups to include exploiting any characteristics of individuals or groups (including personality traits, orientations, socioeconomic situation), expands the scope of covered actors (adding development and deployment), widens the harm definition to include material/non-material, economic, and societal harms (democracy and society at large), and removes the requirement that the person belong to a vulnerable group.",ALIGNED,"FLI explicitly advocated that AI providers should consider societal-level harms beyond direct individual harms (e.g., manipulation by recommender systems, effects on democracy and elections), and that the proposal should cover foreseeable misuses rather than only stated intended purposes. The amendment directly responds to both positions by expanding the harm scope to include ""affecting democracy or society at large"" and by broadening the exploitation trigger to ""reasonably foreseen"" effects, aligning with FLI's call for broader societal harm coverage and foreseeability-based regulation.",1,False
Future of Life Institute (FLI),787064543128-10,2021-08-06,12,3,9,1098,Article 3 – paragraph 1 – point 44 a (new),article,CJ40,0.868652,"The amendment inserts a new definition of 'AI systems presenting a risk' that encompasses systems with potential adverse effects on fundamental rights, health, safety, consumers, the environment, public security, and EU values beyond what is reasonable relative to intended purpose or foreseeable conditions of use.",ALIGNED,"FLI specifically advocates for expanding risk assessment beyond a single intended purpose to cover all foreseeable uses and societal-level harms, including impacts on fundamental rights and society at large. The amendment's new definition broadens the risk concept to include adverse effects on fundamental rights, public security, and EU values under normal or reasonably foreseeable conditions of use — directly responding to FLI's call to move beyond narrow intended-purpose categorisation and account for wider societal impacts.",1,False
Future of Life Institute (FLI),787064543128-10,2021-08-06,12,3,9,601,Recital 40 a (new),recital,CJ40,0.868068,"The amendment inserts a new recital classifying certain AI systems (e.g., deepfake generators and complex text generators like news articles or opinion pieces) as both subject to transparency requirements and high-risk, due to their potential to deceive individuals and cause societal harm.",ALIGNED,"FLI specifically advocated for regulating AI systems like GPT-3 that generate biased or manipulative text across all use cases, and for treating societal-level harms (e.g., disinformation, manipulation) as seriously as individual harms — including by expanding Title IV transparency obligations and adding high-risk classifications for generalised AI systems. The amendment directly responds to this by classifying complex text-generating AI (e.g., news articles, opinion pieces) and deepfake systems as both transparency-obligated and high-risk due to their deception and societal harm potential, which is precisely the direction FLI advocated for.",1,False
Future of Life Institute (FLI),787064543128-10,2021-08-06,12,3,9,607,Recital 40 b (new),recital,CJ40,0.85189,"The amendment inserts a new recital classifying certain AI systems used in social media as high-risk due to their potential for large-scale disinformation, societal polarisation, and impact on democracy.",ALIGNED,"FLI explicitly advocates that societal-level harms such as widespread disinformation and manipulation by recommender systems in social media should be taken more seriously, and specifically highlights how social media AI systems foster polarisation and misinformation. The amendment directly responds to this position by designating such systems as high-risk, moving the regulatory text in exactly the direction FLI advocated.",1,False
Future of Life Institute (FLI),787064543128-10,2021-08-06,12,3,9,3122,Annex III – paragraph 1 – point 5 – point a,annex,CJ40,0.869244,"The amendment expands the scope of the high-risk AI category beyond public authorities to include semi-public authorities and private parties, and broadens the subject matter to cover essential private services (housing, electricity, finance, insurance, etc.) and prediction of lawful use, in addition to the original public assistance eligibility evaluation.",NOISE,"The FLI's matched text focuses on conflicts of interest in AI systems used in medical, legal, or financial contexts and consumer protection concerns, not on the eligibility evaluation or access to public/private essential services covered by this amendment. While FLI does mention financial services tangentially, their advocacy is about fiduciary duties and undisclosed business arrangements — a distinct directional concern that does not map onto the amendment's expansion of scope to semi-public/private parties and essential services. There is no specific directional stance on the subject matter of this amendment.",1,False
Future of Life Institute (FLI),787064543128-10,2021-08-06,12,3,9,424,Recital 16,recital,CJ40,0.876072,"The amendment broadens the prohibition on subliminal manipulation by removing the strict intent requirement (replacing it with objective effect), expanding the list of exploitable vulnerabilities, adding accumulated harms, and clarifying that intent to cause harm is not necessary — effectively lowering the threshold for what is prohibited.",ALIGNED,"FLI explicitly recommended widening the scope of the subliminal manipulation prohibition and lowering its threshold, arguing the original harm requirement was too high and risked making the prohibition ""largely symbolic."" The amendment directly responds to this by removing the strict intent-to-harm requirement, adding effect-based liability, and expanding the categories of vulnerable persons — all changes FLI specifically advocated for.",1,False
Future of Life Institute (FLI),787064543128-10,2021-08-06,12,3,9,1157,Article 5 – paragraph 1 – point a,article,CJ40,0.866558,"The amendment removes the requirement that distortion techniques be ""subliminal"" (below consciousness), broadens the harm types to include economic harm and group harm, and reframes the prohibition around impairing informed decision-making rather than subliminal manipulation.",UNDETECTABLE,"FLI advocates for addressing indirect/aggregate harms and protecting consumers against AI-driven conflicts of interest that distort decision-making — concerns that are genuinely related to the amendment's broadening of the manipulation prohibition. However, FLI's matched text focuses on conflicts of interest and societal-level harms rather than specifically advocating for removing the ""subliminal"" threshold or expanding the manipulation ban in the direction the amendment takes; it is therefore unclear whether this specific directional change (dropping the subliminal requirement, adding economic/group harm, framing around informed decision impairment) directly responds to FLI's stated position.",1,False
Future of Life Institute (FLI),787064543128-10,2021-08-06,12,3,9,2748,Article 67 – paragraph 1,article,CJ40,0.885677,"The amendment removes ""other aspects of public interest protection"" as a trigger for market surveillance authority action, and also removes the options to withdraw or recall the AI system from the market, narrowing the scope of remedies available.",OPPOSING,"FLI explicitly advocates for stronger protections of fundamental rights and broader channels for remedying breaches, including the ability for individuals and groups to challenge AI systems that pose risks to safety, health, and rights. The amendment narrows the original text by removing ""other aspects of public interest protection"" as a trigger and eliminating withdrawal/recall as available remedies, which moves in the opposite direction from FLI's position of enhancing — not weakening — the scope of market surveillance authority action to protect fundamental rights and public interest.",1,False
Future of Life Institute (FLI),787064543128-10,2021-08-06,12,3,9,2712,Article 65 – paragraph 2 – introductory part,article,CJ40,0.885293,"The amendment strengthens market surveillance obligations by adding a specific duty to investigate AI systems that exploit or violate children's rights, shifting the burden of proof to operators, expanding operator cooperation requirements (including access to code, data, and internal communications), requiring corrective actions upon non-compliance, and allowing corrective actions to extend to similar AI systems.",ALIGNED,"FLI explicitly advocates for stronger channels for individuals and groups to challenge AI systems that breach fundamental rights, recommending that people be able to lodge complaints with market surveillance authorities and that those authorities have robust powers to act. The amendment directly strengthens market surveillance authority powers and enforcement obligations — particularly around fundamental rights protections — which aligns with FLI's specific directional advocacy for more robust regulatory enforcement and remediation mechanisms when AI systems breach fundamental rights.",1,False
Future of Life Institute (FLI),787064543128-10,2021-08-06,12,3,9,2749,Article 67 – paragraph 1,article,CJ40,0.882855,"The amendment adds ""in full cooperation with the relevant national public authority referred to in Article 64(3)"" to the evaluation process, and expands the list of risks to include ""environment"" and ""European values as enshrined in Article 2 TEU"" alongside fundamental rights.",UNDETECTABLE,"FLI advocates for stronger fundamental rights protections and better channels for individuals to challenge AI systems, which is broadly related to the amendment's expansion of risk categories to include environment and EU values, and its requirement for cooperation with national authorities. However, FLI's specific advocacy focuses on individual complaint rights and broader access to redress mechanisms, not on expanding the enumerated risk categories or mandating inter-authority cooperation during evaluations — so it is genuinely unclear whether this amendment's specific directional changes satisfy FLI's stated concerns.",1,False
Future of Life Institute (FLI),787064543128-10,2021-08-06,12,3,9,2752,Article 67 – paragraph 1,article,CJ40,0.882509,"The amendment adds a demonstration requirement to the market surveillance authority's finding, so that the authority must not only find but also demonstrate that a compliant AI system presents a risk before requiring corrective action.",NOISE,FLI's position focuses on giving individuals and consumer groups the right to file complaints with market surveillance authorities when their rights are at risk — it does not address the evidentiary standard or burden of proof that authorities must meet when acting. The amendment's specific change (adding a demonstration requirement for authorities) is entirely unrelated to FLI's advocacy on complaint rights and access to redress.,1,False
Future of Life Institute (FLI),787064543128-10,2021-08-06,12,3,9,767,Recital 84 b (new),recital,CJ40,0.871104,"The amendment inserts a new recital granting natural persons the right to lodge complaints with national supervisory authorities when their fundamental rights, health, or safety are breached by an AI system, and also allows them to mandate non-profit bodies to lodge complaints on their behalf.",ALIGNED,"FLI explicitly advocated for individuals to have the right to lodge complaints with national supervisory authorities when their safety, health, and rights are breached by AI systems, drawing direct inspiration from the GDPR model. FLI also specifically recommended including a right for representative bodies (consumer groups and others) to bring forward complaints collectively — both of which are precisely what this amendment introduces.",1,False
Future of Life Institute (FLI),787064543128-10,2021-08-06,12,3,9,751,Recital 79 a (new),recital,CJ40,0.862451,"The amendment inserts a new recital establishing that individuals affected by AI systems must have meaningful access to reporting and redress mechanisms, including the right to complain to national supervisory authorities, the right to an effective remedy, internal complaints mechanisms from deployers, liability for damages, and the possibility of collective representation.",ALIGNED,"FLI explicitly advocated for individuals to be able to lodge complaints with national supervisory authorities when their rights are breached by AI systems, and for representative/collective complaints to be included in the AI Act — directly mirroring GDPR mechanisms. The amendment introduces precisely these elements: individual complaint rights to national supervisory authorities, effective remedies, and collective representation, which is exactly the direction FLI pushed for.",1,False
Future of Life Institute (FLI),787064543128-10,2021-08-06,12,3,9,666,Recital 58 a (new),recital,CJ40,0.862421,"The amendment inserts a new recital requiring users of high-risk AI systems to conduct a fundamental rights impact assessment prior to deployment, notify supervisory authorities and relevant stakeholders, and involve representatives of affected groups.",UNDETECTABLE,"FLI advocates for individuals and groups to be able to lodge complaints with national supervisory or market surveillance authorities when their rights are breached by AI systems, and for representative complaints by consumer groups — focusing on ex-post redress mechanisms for affected persons. The amendment addresses a related but distinct direction: it imposes ex-ante obligations on users of high-risk AI to conduct fundamental rights impact assessments and notify authorities before deployment. While both concern fundamental rights protection and involve supervisory authorities, FLI's position is specifically about complaint/redress rights for affected individuals, not about pre-deployment impact assessment duties on users, making it genuinely unclear whether this amendment satisfies, contradicts, or simply bypasses FLI's advocacy.",1,False
Future of Life Institute (FLI),787064543128-10,2021-08-06,12,3,9,576,Recital 37,recital,CJ40,0.856922,"The amendment replaces ""small-scale providers"" with ""SMEs and start-ups"" as the category of providers exempt from high-risk classification for creditworthiness assessment and credit scoring AI systems used for their own purposes.",NOISE,"FLI's position focuses on fundamental rights protections, complaint mechanisms, and the right to challenge AI systems — not on the scope of exemptions for small providers in creditworthiness assessments. The organisation expresses no directional stance on whether the exemption should apply to ""small-scale providers"" versus ""SMEs and start-ups,"" making the subjects effectively unrelated.",1,False
Future of Life Institute (FLI),787064543128-10,2021-08-06,12,3,9,1506,Article 7 – paragraph 2 – point c,article,CJ40,0.876797,"The amendment expands the criteria for assessing harm to include harm to natural persons, breaches of EU values enshrined in Article 2 TEU, harm to the environment or society, and broadens the list of authorities to whom reports or allegations may be submitted (adding the Commission, the Board, the EDPS, and the FRA).",ALIGNED,"FLI explicitly advocated for expanding the harm criteria to include adverse impacts on fundamental rights and EU values as defined in the TEU, regardless of whether individual harm is proven — arguing the original threshold was too high and largely symbolic. The amendment directly responds to this by adding ""breaches of Union values enshrined in Article 2 TEU,"" harm to the environment or society, and harm to natural persons, moving the provision in precisely the direction FLI recommended.",1,False
Future of Life Institute (FLI),787064543128-10,2021-08-06,12,3,9,1165,Article 5 – paragraph 1 – point a,article,CJ40,0.877432,"The amendment adds the qualifier ""that could be predicted with due diligence"" to the harm condition, narrowing the prohibition by requiring that the harm be foreseeable through due diligence rather than simply likely to occur.",OPPOSING,"FLI explicitly advocates for lowering (not raising) the threshold for the subliminal manipulation prohibition, arguing the harm requirement should be removed entirely because it risks making the provision ""largely symbolic."" The amendment moves in the opposite direction by adding a foreseeability/due diligence qualifier that further narrows and raises the threshold for the prohibition, directly contradicting FLI's stated position.",1,False
Future of Life Institute (FLI),787064543128-10,2021-08-06,12,3,9,1168,Article 5 – paragraph 1 – point a,article,CJ40,0.873611,"The amendment narrows the prohibition by adding ""intended"" so that only AI systems whose subliminal techniques are *intended* to cause harm are banned, rather than those that cause or are likely to cause harm regardless of intent.",OPPOSING,"FLI explicitly argued that the harm requirement in the original text was already too high a threshold and recommended widening the scope by removing the harm requirement entirely. The amendment moves in the opposite direction — it further restricts the prohibition by introducing an intent requirement, making the provision even narrower than the original text FLI already found insufficiently protective.",1,False
Future of Life Institute (FLI),787064543128-10,2021-08-06,12,3,9,1171,Article 5 – paragraph 1 – point a,article,CJ40,0.872368,"The amendment removes the phrase ""or is likely to cause"" from the prohibition, narrowing it so that only AI systems that actually cause harm (not those likely to cause harm) are banned.",OPPOSING,"FLI explicitly advocates for widening the scope of the subliminal manipulation prohibition and removing the harm requirement entirely, arguing the existing threshold is already too high and risks making the prohibition ""largely symbolic."" The amendment moves in the opposite direction — it narrows the prohibition by removing the ""likely to cause"" harm limb, making it even harder to trigger the ban and further raising the threshold FLI wanted lowered.",1,False
Future of Life Institute (FLI),787064543128-10,2021-08-06,12,3,9,429,Recital 16,recital,CJ40,0.871148,"The amendment adds ""access brain or brain-generated data without consent"" as an additional example of a prohibited subliminal/manipulative technique alongside the existing examples in the recital.",UNDETECTABLE,"FLI specifically advocates for widening the scope of the prohibition on subliminal manipulation and removing the harm requirement, pushing for a broader ban on manipulative AI systems. The amendment does expand the scope by adding a new prohibited technique (accessing brain/brain-generated data without consent), which aligns directionally with FLI's call to widen the provision. However, FLI's specific recommendation focuses on removing the harm threshold and covering any manipulation adversely impacting fundamental rights — not specifically on neurotechnology or brain data access — making it genuinely unclear whether this particular expansion satisfies or merely partially addresses their advocacy.",1,False
Future of Life Institute (FLI),787064543128-10,2021-08-06,12,3,9,1164,Article 5 – paragraph 1 – point a,article,CJ40,0.868109,"The amendment removes the harm requirement (""in a manner that causes or is likely to cause that person or another person physical or psychological harm"") from the prohibition on subliminal manipulation, making the ban apply to any such distortion of behaviour regardless of whether harm results.",ALIGNED,"FLI explicitly and specifically advocated for removing the harm requirement from this provision, arguing it set the threshold too high and risked making the prohibition ""largely symbolic."" The amendment does exactly what FLI recommended — it drops the harm condition so that subliminal manipulation is banned regardless of whether physical or psychological harm is caused or likely.",1,False
Future of Life Institute (FLI),787064543128-10,2021-08-06,12,3,9,425,Recital 16,recital,CJ40,0.879854,"The amendment broadens the prohibition on subliminal manipulation by expanding covered harms to include economic and societal harms, removing the intent requirement in favour of an effect-based standard, and widening the scope of exploited vulnerabilities beyond age/incapacity to individuals generally.",ALIGNED,"FLI explicitly recommended widening the scope of the subliminal manipulation prohibition and lowering its threshold, arguing the original harm requirement was too high and risked making the ban largely symbolic. The amendment moves precisely in this direction by shifting from an intent-based to an effect-based standard, expanding covered harms (adding economic and societal harms), and broadening the class of affected individuals — all changes FLI specifically advocated for.",1,False
Future of Life Institute (FLI),787064543128-10,2021-08-06,12,3,9,428,Recital 16,recital,CJ40,0.875185,"The amendment broadens the prohibition on manipulative AI systems by expanding coverage beyond subliminal techniques to include exploitation of vulnerabilities of any groups and purposefully manipulative techniques, and extends the harm criterion to include harms to rights or EU values, not just physical/psychological harm to individuals.",ALIGNED,"FLI explicitly advocated for widening the scope of the manipulation prohibition beyond subliminal techniques (to include nudging and other manipulative strategies) and for removing the narrow individual-harm threshold in favour of covering harms to fundamental rights and EU values. The amendment does precisely this: it adds ""purposefully manipulative techniques"" beyond subliminal ones, expands vulnerability coverage to ""any groups,"" and extends the harm criterion to include harms ""to their rights or to the values of the Union,"" directly responding to FLI's specific directional recommendations.",1,False
Future of Life Institute (FLI),787064543128-10,2021-08-06,12,3,9,1507,Article 7 – paragraph 2 – point c,article,CJ40,0.874014,"The amendment expands the criteria for assessing harm to include harm to natural persons, contraventions of EU values (Article 2 TEU), harm to the environment or society, and broadens the list of authorities to whom reports or allegations may be submitted (adding the Commission, the Board, the EDPS, and the FRA).",ALIGNED,"FLI explicitly advocated for widening the scope of harm-related provisions to cover adverse impacts on fundamental rights and EU values as defined in the TEU, regardless of individual harm thresholds. The amendment directly incorporates this direction by adding contraventions of ""Union values enshrined in Article 2 TEU"" and adverse impacts on fundamental rights, society, and the environment as criteria — closely mirroring FLI's specific proposal to prohibit manipulation that ""adversely impacts fundamental rights or EU values (as defined in the TEU).""",1,False
Future of Life Institute (FLI),787064543128-10,2021-08-06,12,3,9,766,Recital 84 a (new),recital,CJ40,0.840529,"The amendment inserts a new recital clarifying that EU whistleblower protection legislation (Directive 2019/1937) fully applies to AI-related professionals — including developers, engineers, auditors, and others — who acquire information on breaches of Union law by AI providers, even if not explicitly listed in the Directive's Article 4(1).",ALIGNED,"FLI explicitly and specifically advocated for extending EU whistleblower protections (Directive 2019/1937) to AI developers and industry experts, arguing they are often the only people who can identify harms or rights violations. The amendment directly responds to this by clarifying that the Directive's protections fully apply to exactly this category of professionals (developers, engineers, auditors, etc.) in the AI context.",1,False
Future of Life Institute (FLI),787064543128-10,2021-08-06,12,3,9,1963,Article 22 – paragraph 1,article,CJ40,0.840118,"The amendment expands the notification obligation so that, in addition to national competent authorities and the notified body, the provider must also immediately inform the national supervisory authority and, where applicable, the users of the high-risk AI system when a risk is known.",UNDETECTABLE,"FLI advocates for reporting AI safety incidents to a ""relevant supervisory authority"" and expanding whistleblower protections, which loosely connects to the amendment's addition of the national supervisory authority as a notification recipient. However, FLI's matched text focuses on developer whistleblower channels and European-level incident reporting, while the amendment specifically expands provider notification duties to include supervisory authorities and users — it is genuinely unclear whether this particular directional change (adding supervisory authority and user notification to the existing competent authority obligation) fully satisfies or only partially addresses FLI's advocacy.",1,False
