organisation,transparency_reg_id,source_date,meetings_total,meetings_commission,meetings_ep,amendment_number,target_element,target_type,committee,similarity_score,provision_effect,label,reasoning,n_chunks,conflict
Danish Institute for Human Rights,257612138504-68,2022-04-06,2,0,2,447,Recital 47,recital,JURI,0.870193,"The amendment removes the condition that SME support is triggered only when ""the viability of the SME would be jeopardised,"" removes the qualifier ""fair"" from the requirements vis-à-vis SMEs, and removes the framing that SMEs are excluded from scope — streamlining the recital to focus on mitigating burden and encouraging support without the viability threshold.",ALIGNED,"The organisation specifically criticised the lack of clarity around the ""viability of the SME would be jeopardised"" trigger for assistance, calling it an insufficient incentive. The amendment removes precisely that condition, which directly responds to the organisation's stated concern about the unclear and narrow trigger for SME support.",1,False
Danish Institute for Human Rights,257612138504-68,2022-04-06,2,0,2,715,Article 3 – paragraph 1 – point f,article,JURI,0.882724,"The amendment narrows the definition of 'established business relationship' from one that can be direct or indirect and considers both intensity and duration, to one that is limited to direct contractual relationships and considers only duration, while also replacing 'value chain' with 'supply chain'.",OPPOSING,"The Danish Institute for Human Rights advocates for extending due diligence obligations across the full value chain and aligning the proposal with UNGPs and OECD Guidelines, which encompass both direct and indirect business relationships. The amendment moves in the opposite direction by restricting the definition to only direct contractual relationships and replacing 'value chain' with the narrower 'supply chain', thereby reducing the scope of coverage the organisation explicitly sought to expand.",1,False
Danish Institute for Human Rights,257612138504-68,2022-04-06,2,0,2,712,Article 3 – paragraph 1 – point f,article,JURI,0.876709,"The amendment replaces the subjective criteria of ""intensity or duration"" and ""not negligible or ancillary part of the value chain"" with an objective threshold of more than one year's duration and significance to the company's operations or turnover as determined and disclosed by the company itself.",NOISE,"The organisation's matched text merely describes and summarises what the proposal says about ""established business relationship"" without expressing any directional advocacy position on how the definition should be changed. The preceding and following context focuses on rights enumeration and international instruments, not on the scope or criteria of the ""established business relationship"" definition. There is no specific stance advocating for narrowing, broadening, or otherwise redirecting the definition in the way the amendment does.",1,False
Danish Institute for Human Rights,257612138504-68,2022-04-06,2,0,2,944,Article 7 – paragraph 2 – point b,article,JURI,0.875353,"The amendment changes the requirement from seeking ""contractual assurances"" that a partner will comply with the company's ""code of conduct"" to obtaining assurances that a partner will ""respect human rights, the environment and good governance,"" and removes the explicit ""contractual cascading"" label and the reference to paragraph 4.",NOISE,"The organisation's matched chunk is purely descriptive, summarising what the proposal says about business relationships without taking any directional stance on the specific mechanism of contractual assurances or their framing. The preceding and following context addresses the definition of adverse impacts and alignment with international human rights instruments, which is a related but distinct issue from the specific change the amendment makes (replacing ""contractual assurances tied to a code of conduct"" with broader assurances on ""human rights, environment and good governance""). There is no specific advocacy position expressed on the direction this amendment takes.",1,False
Danish Institute for Human Rights,257612138504-68,2022-04-06,2,0,2,695,Article 3 – paragraph 1 – point e – introductory part,article,JURI,0.873989,"The amendment expands the definition of 'business relationship' to explicitly include subsidiaries and clarifies that the relationship covers entities ""within their value chain,"" whether governmental or otherwise, whereas the original only referred to contractors, subcontractors, or other legal entities.",UNDETECTABLE,"The organisation's matched chunk describes the existing definition of 'business relationship' and notes that subsidiaries are addressed separately in the proposal, but does not take a specific directional stance on whether subsidiaries should be folded into the 'business relationship' definition itself. While the organisation broadly advocates for coverage across the full value chain, it is genuinely unclear whether this specific structural change — merging subsidiaries into the 'business relationship' definition — is what the organisation was advocating for, or whether it would be indifferent to or even concerned about the implications of such a merger.",1,False
Danish Institute for Human Rights,257612138504-68,2022-04-06,2,0,2,876,Article 6 – paragraph 1,article,JURI,0.873734,"The amendment narrows the scope of due diligence from 'established business relationships' across the full value chain to direct business relationships generally, and limits indirect business relationships outside the EU to cases of 'substantiated knowledge', while adding a circumvention clause.",OPPOSING,"The organisation advocates for extending due diligence obligations across the full value chain without limitations, aligning with UNGPs/OECD Guidelines and covering the full spectrum of rights. The amendment moves in the opposite direction by restricting the scope — replacing 'established business relationships' (which included indirect relationships) with a narrower framework that limits indirect business relationships outside the EU to cases of 'substantiated knowledge', thereby weakening the breadth of coverage the organisation explicitly called for.",1,False
Danish Institute for Human Rights,257612138504-68,2022-04-06,2,0,2,946,Article 7 – paragraph 2 – point b,article,JURI,0.893028,"The amendment removes the explicit ""contractual cascading"" mechanism and the reference to paragraph 4, replacing it with a narrower purpose clause tied to avoiding harmful fallout described in Article 3(b) and (c), thereby weakening the cascading obligation on business partners.",NOISE,"The organisation's matched text merely describes what the proposal says about contractual assurances without expressing a directional advocacy position on whether the cascading mechanism should be strengthened, weakened, or removed. The surrounding context focuses on financial sector scope and due diligence alignment, not on the specific cascading clause being amended. There is no specific stance that can be evaluated against the amendment's direction.",1,False
Danish Institute for Human Rights,257612138504-68,2022-04-06,2,0,2,1050,Article 8 – paragraph 3 – point c,article,JURI,0.888297,"The amendment adds a requirement that contractual agreements and assurances obtained from business relationships for preventing adverse impacts must be fair and equitable, taking into account the resources of the business partner, replacing a cross-reference to paragraph 5.",NOISE,"The organisation's matched text is purely descriptive, summarising what the proposal says about contractual assurances without expressing any directional advocacy position on whether such agreements should be fair, equitable, or resource-sensitive. The surrounding context focuses on financial sector scope and due diligence alignment, not on the fairness/equity of contractual assurances themselves. There is no specific stance that maps onto the direction of this amendment.",1,False
Danish Institute for Human Rights,257612138504-68,2022-04-06,2,0,2,947,Article 7 – paragraph 2 – point b,article,JURI,0.885123,"The amendment replaces the reference to paragraph 4 applying when contractual assurances are obtained with a new requirement that agreements and assurances with business partners regarding prevention of adverse impacts must be fair and equitable, taking into account the resources of the business partner.",NOISE,"The organisation's matched text merely describes what the proposal says about contractual assurances without expressing a specific directional advocacy position on whether such agreements should be fair, equitable, or resource-sensitive. The surrounding context focuses on financial sector scope and due diligence alignment, not on the fairness or equity of contractual assurance terms. There is no substantive stance that maps onto the direction of this amendment.",1,False
Danish Institute for Human Rights,257612138504-68,2022-04-06,2,0,2,1053,Article 8 – paragraph 3 – point c,article,JURI,0.881731,"The amendment replaces ""established"" with ""monitored"" to describe the type of business relationship required before a company must seek contractual assurances from a direct partner.",NOISE,"The organisation's text describes what the proposal says about contractual assurances but does not take a specific directional stance on whether the qualifying business relationship should be ""established"" versus ""monitored."" Their advocacy focuses on financial sector scope, alignment with UNGPs/OECD Guidelines, and the general role of contractual assurances — not on the specific qualifier used to define the triggering business relationship. No counterfactual test is needed because there is simply no directional position expressed on this particular change.",1,False
Danish Institute for Human Rights,257612138504-68,2022-04-06,2,0,2,1054,Article 8 – paragraph 3 – point c,article,JURI,0.878918,"The amendment removes the word ""established"" from ""established business relationship,"" broadening the scope of contractual assurances to apply to any business relationship, not just established ones.",NOISE,"The organisation's matched text merely describes what the proposal says about contractual assurances without taking a directional stance on whether the ""established"" qualifier should be retained or removed. The surrounding context focuses on financial sector scope and due diligence alignment, not on the specific question of whether the business relationship threshold should be ""established"" or simply any relationship. There is no specific advocacy position on this directional change.",1,False
Danish Institute for Human Rights,257612138504-68,2022-04-06,2,0,2,406,Recital 36,recital,JURI,0.891601,"The amendment removes the final paragraph about collaboration with other companies when preventing adverse impacts at the level of indirect business relationships, while making a minor wording change (""in the value chain"" removed), but otherwise retains the same termination/suspension framework.",NOISE,"The organisation's position focuses on the concern that termination rights (even as a last resort) may perversely discourage engagement with business partners, and advocates for stronger incentives to engage rather than terminate. The amendment's substantive change is the removal of the collaboration paragraph regarding indirect business relationships — a direction the org text does not specifically address. The org's general concern about engagement vs. termination balance is too broad to be directionally matched to this specific deletion, and an organisation with the opposite view could equally be indifferent to this amendment.",1,False
Danish Institute for Human Rights,257612138504-68,2022-04-06,2,0,2,425,Recital 41,recital,JURI,0.876679,"The amendment narrows the condition for terminating a business relationship by adding that termination is only permissible if it is in the best interest of those impacted (responsible disengagement), thereby making termination harder and reinforcing engagement as the preferred approach.",ALIGNED,"The Danish Institute for Human Rights specifically warned that robust termination rights risk encouraging companies to disengage from business partners rather than engage to improve human rights performance, undermining the proposal's core logic. The amendment directly responds to this concern by conditioning termination on it being in the best interest of those affected (responsible disengagement), making termination harder and reinforcing the engagement-first approach the organisation advocated for.",1,False
Danish Institute for Human Rights,257612138504-68,2022-04-06,2,0,2,461,Recital 53,recital,JURI,0.878896,"The amendment removes the phrase ""correct implementation"" and ""proper enforcement"" from the recital's framing of supervisory authorities' purpose, narrowing the stated role to overseeing compliance with due diligence process obligations rather than ensuring correct implementation and enforcement of the Directive broadly.",NOISE,"The organisation's matched text is largely descriptive, summarising what the proposal says about supervisory authorities without taking a specific directional stance on the precise framing of their mandate in the recital. The organisation's recommendations focus on incentivising meaningful engagement with due diligence tools, not on whether the recital should reference ""correct implementation and enforcement"" versus ""compliance with due diligence processes."" There is no specific advocacy position that maps onto the direction of this amendment.",1,False
Danish Institute for Human Rights,257612138504-68,2022-04-06,2,0,2,460,Recital 53,recital,JURI,0.87407,The amendment removes the final sentence from the original text that allowed Member States to designate authorities supervising regulated financial undertakings also as supervisory authorities for the purposes of this Directive.,NOISE,"The organisation's text describes and broadly welcomes the supervisory authority framework but does not take any specific directional stance on whether financial sector supervisors should or should not be designated as supervisory authorities under this Directive. The matched chunk is purely descriptive of the proposal's provisions, with no advocacy position on the specific sentence removed by the amendment.",1,False
Danish Institute for Human Rights,257612138504-68,2022-04-06,2,0,2,468,Recital 56,recital,JURI,0.883166,"The amendment extends civil liability to cover damages resulting from adverse impacts caused by subsidiaries, in addition to the company's own due diligence failures, and replaces ""companies"" with ""undertakings"" throughout.",NOISE,"The organisation's matched text describes and analyses the existing civil liability framework in the proposal but does not express a specific directional stance on extending liability to subsidiaries or on the terminology change from ""companies"" to ""undertakings."" The surrounding context focuses on supervisory authority roles and NHRIs, not on the scope of civil liability for subsidiary conduct. There is no advocacy position that specifically calls for the direction of change the amendment makes.",1,False
Danish Institute for Human Rights,257612138504-68,2022-04-06,2,0,2,313,Recital 15,recital,JURI,0.890825,"The amendment replaces ""established direct and indirect business relationships"" with ""monitored business relationships"" and adds a clarification that when determining which relationships to monitor, account should be taken of the company's power to influence or effectively control its direct and indirect business relationships.",OPPOSING,"The organisation explicitly recommends clarifying the scope of due diligence ""to ensure that it is as broad as possible based on severity of risk to rightsholders, rather than the nature and proximity of a business relationship."" The amendment narrows the scope by replacing ""established direct and indirect business relationships"" with ""monitored business relationships,"" effectively limiting coverage to a subset of relationships rather than broadening it — the opposite of what the organisation advocated for.",1,False
Danish Institute for Human Rights,257612138504-68,2022-04-06,2,0,2,311,Recital 15,recital,JURI,0.889751,"The amendment expands the scope of due diligence to explicitly cover produced goods and services throughout their life cycle, clarifies that obligations extend beyond the first tier of the value chain, and reframes the main obligation from an 'obligation of means' to a 'standard of conduct' with a proportionality requirement linked to the significance and scale of adverse impacts.",ALIGNED,"The organisation explicitly recommended clarifying the scope of due diligence to be ""as broad as possible"" and noted the importance of a full value chain approach including downstream impacts. The amendment directly responds to this by expanding scope to cover goods and services throughout their life cycle and explicitly extending obligations beyond the first tier of the value chain, aligning with the org's advocacy for broader coverage.",1,False
Danish Institute for Human Rights,257612138504-68,2022-04-06,2,0,2,341,Recital 20,recital,JURI,0.88873,"The amendment narrows the scope of due diligence obligations from the full ""value chain"" (including indirect established business relationships) to primarily direct business relationships outside the EU in the ""supply chain,"" with indirect relationships only included on an ad-hoc basis when there is substantiated knowledge of adverse impacts.",OPPOSING,"The organisation explicitly recommends that the ""scope of the due diligence requirement"" be ""as broad as possible based on severity of risk to rightsholders, rather than the nature and proximity of a business relationship,"" and positively notes the original proposal's full value chain approach as an ""important recognition."" The amendment moves in the opposite direction by narrowing the scope to direct business relationships and limiting indirect ones to ad-hoc cases, contradicting the organisation's advocacy for broad, risk-based coverage regardless of proximity.",1,False
Danish Institute for Human Rights,257612138504-68,2022-04-06,2,0,2,366,Recital 27,recital,JURI,0.894531,"The amendment expands the due diligence framework by adding good governance and climate dimensions, requiring stakeholder consultation in policy development, and introducing short-, medium- and long-term measures, among other strengthening changes.",ALIGNED,"The organisation explicitly recommended that ""stakeholders be involved in [the due diligence policy's] development,"" which is precisely what the amendment adds by requiring companies to ""after consultation with stakeholders, integrate due diligence into corporate policies."" The org's position is specific and directional, and the amendment moves the original text in exactly that direction.",1,False
Danish Institute for Human Rights,257612138504-68,2022-04-06,2,0,2,372,Recital 28,recital,JURI,0.888989,"The amendment narrows the scope of due diligence integration from ""all"" corporate policies to ""relevant"" ones, limits the extension of the code of conduct to ""direct"" business relationships ""outside the EU"" (rather than all ""established"" business relationships), and replaces the mandatory annual update with a flexible update ""when relevant"" after a significant change.",OPPOSING,"The Danish Institute for Human Rights criticises the proposal for already being too process-based and insufficiently aligned with the UNGPs, expressing concern that companies are given too much discretion (e.g., obligations exercised only ""when relevant"") and that the framework lacks transparency, stakeholder involvement, and a clear commitment to respect human rights. The amendment moves in the opposite direction — further narrowing the scope (from ""all"" to ""relevant"" policies), restricting coverage to ""direct"" business relationships outside the EU, and replacing the mandatory annual update with a discretionary one triggered only by significant changes — all of which increase company discretion and weaken the due diligence obligations the organisation wanted strengthened.",1,False
Danish Institute for Human Rights,257612138504-68,2022-04-06,2,0,2,371,Recital 28,recital,JURI,0.888632,"The amendment adds ""short-, medium- and long-term measures and targets"" to the due diligence policy requirement, expands the code of conduct's scope to include trading and pricing practices, and removes the word ""established"" before ""business relationships.""",NOISE,"The organisation's text describes and critiques the structure of the due diligence policy requirement (e.g., missing stakeholder involvement, lack of publication requirement, departure from UNGPs), but does not advocate specifically for adding short/medium/long-term targets, expanding the code of conduct to trading and pricing practices, or removing the ""established"" qualifier from business relationships. The org's concerns are about transparency, public communication, and UNGP alignment — none of which are addressed by the specific directional changes this amendment makes.",1,False
Danish Institute for Human Rights,257612138504-68,2022-04-06,2,0,2,373,Recital 28,recital,JURI,0.885485,"The amendment replaces ""established business relationships"" with ""monitored business relationships"" in the description of the due diligence policy's scope of application.",NOISE,"The organisation's text describes and critiques the due diligence policy requirements in general terms — focusing on the lack of a human rights commitment, transparency, stakeholder involvement, and alignment with UNGPs — but does not express any directional position on whether the policy should apply to ""established"" versus ""monitored"" business relationships. The matched chunk simply summarises what the proposal says without advocating for or against this specific terminological distinction.",1,False
Danish Institute for Human Rights,257612138504-68,2022-04-06,2,0,2,374,Recital 28,recital,JURI,0.885393,"The amendment removes the word ""established"" before ""business relationships,"" broadening the scope of due diligence application from only established business relationships to all business relationships.",NOISE,"The organisation's text discusses the structure and adequacy of the due diligence policy requirements (e.g., lack of a human rights commitment, transparency, stakeholder involvement) but does not express any specific directional position on whether the scope of due diligence should extend to ""established"" versus all business relationships. The matched chunk merely describes what the proposal says without advocating for or against this specific textual distinction.",1,False
Danish Institute for Human Rights,257612138504-68,2022-04-06,2,0,2,846,Article 5 – paragraph 1 – point c,article,JURI,0.874085,"The amendment expands the due diligence policy description requirement by adding ""concrete measures,"" extending scope explicitly ""across the value chain,"" requiring inclusion of policies on own business models and purchasing practices, and mandating a comprehensive third-party audit report for the previous three years when independent verification is referenced.",UNDETECTABLE,"The organisation advocates for stronger, more substantive due diligence requirements aligned with UNGPs, including greater transparency, accountability, and broader value chain coverage — directions the amendment moves toward. However, the org's specific critiques focus on the absence of a human rights policy commitment, lack of public disclosure requirements, and missing stakeholder involvement in policy development, none of which are directly addressed by this amendment. The amendment strengthens process and transparency elements, which partially aligns with the org's concerns, but it is genuinely unclear whether this specific direction satisfies or is orthogonal to the org's primary advocacy positions.",1,False
Danish Institute for Human Rights,257612138504-68,2022-04-06,2,0,2,370,Recital 27,recital,JURI,0.889055,"The amendment adds ""children's rights"" alongside ""human rights"" in the recital describing the scope of due diligence obligations, explicitly recognising children's rights as a distinct category within the due diligence framework.",NOISE,"The organisation's position focuses on stakeholder involvement in due diligence policy development, public disclosure of due diligence policies, and alignment with UNGPs — none of which relate to the specific addition of ""children's rights"" as a distinct category in the recital. The org text contains no advocacy position on whether children's rights should be explicitly named or distinguished from human rights in the directive's scope.",1,False
Danish Institute for Human Rights,257612138504-68,2022-04-06,2,0,2,376,Recital 29,recital,JURI,0.903722,"The amendment narrows the definition of 'appropriate measures' by removing references to the company's influence over business relationships, leverage, prioritisation of action, and the specific business relationship characteristics, replacing them with a simplified formulation that only references sector characteristics and company size.",ALIGNED,"The Danish Institute for Human Rights explicitly criticised the original definition of 'appropriate measures' for including 'influence' and leverage as limiting considerations in the identification of impacts, arguing this placed ""an undue limitation on the scope of the identification exercise"" inconsistent with the UNGPs. The amendment removes precisely those limiting factors (influence, leverage, business relationship characteristics, prioritisation) from the definition, moving in the direction the organisation advocated for.",1,False
Danish Institute for Human Rights,257612138504-68,2022-04-06,2,0,2,377,Recital 29,recital,JURI,0.89818,"The amendment narrows the due diligence obligation to adverse impacts that the company ""caused or contributed to,"" and replaces the term ""influence"" with ""leverage"" in describing the company's relationship to business partners.",UNDETECTABLE,"The organisation explicitly discusses the concept of ""leverage"" (from the UNGPs) versus ""influence"" (as used in the proposal), noting that leverage is the appropriate UNGP concept for assessing what action a company should take when directly linked to an impact — which aligns with the amendment's substitution of ""leverage"" for ""influence."" However, the amendment also adds a limiting qualifier (""that it caused or contributed to""), which could narrow the scope of due diligence in a way the organisation's position does not clearly endorse. The org's position is genuinely connected to the terminological direction of change but the overall directional effect of the amendment — particularly the narrowing qualifier — makes it ambiguous whether the amendment fully satisfies or partially contradicts the org's advocacy.",1,False
Danish Institute for Human Rights,257612138504-68,2022-04-06,2,0,2,785,Article 3 – paragraph 1 – point q,article,JURI,0.896492,"The amendment replaces ""reasonably available to the company"" and ""the company's influence thereof"" with ""proportionate to the size, resources and capacities of the company"" and ""the company's leverage in that relationship,"" and adds a clarification that due diligence is an obligation of means, not result.",OPPOSING,"The organisation explicitly criticised the original definition's use of ""influence"" as placing an ""undue limitation on the scope of the identification exercise,"" arguing it was misapplied from the UNGPs framework. The amendment replaces ""influence"" with ""leverage"" — a concept the org notes is ""broadly analogous to 'influence'"" — and adds further limiting language (proportionality to company size/resources, and an explicit obligation-of-means disclaimer), which moves the definition in the opposite direction from what the org advocated: rather than broadening the scope of the identification exercise, the amendment introduces additional constraints that further limit company obligations.",1,False
Danish Institute for Human Rights,257612138504-68,2022-04-06,2,0,2,392,Recital 33,recital,JURI,0.894278,"The amendment weakens the prevention/mitigation obligation by adding qualifiers (""proportionate and commensurate,"" ""within their means,"" ""can be reasonably expected"") and introduces a distinction between companies causing/contributing to impacts versus those ""directly linked,"" limiting the latter to using influence rather than being obligated to prevent or mitigate.",OPPOSING,"The Danish Institute for Human Rights explicitly criticises the use of ""leverage/influence"" as a limiting consideration on due diligence obligations, arguing it is only appropriate when assessing action on directly-linked impacts and that applying it more broadly places ""undue limitation"" on the scope of the exercise. The amendment does precisely what the org warns against: it formally embeds leverage/influence as a limiting factor and weakens the obligation for companies ""directly linked"" to impacts to merely using influence, rather than requiring prevention or mitigation. The org's position thus directly opposes the direction of this amendment.",1,False
Danish Institute for Human Rights,257612138504-68,2022-04-06,2,0,2,418,Recital 39,recital,JURI,0.872672,"The amendment weakens obligations on companies addressing actual adverse impacts by making stakeholder consultation a prerequisite for seeking contractual assurances, making those assurances optional (""may"") rather than required (""should""), and removing the mandatory nature of verification measures accompanying assurances.",OPPOSING,"The Danish Institute for Human Rights explicitly advocates for strengthening stakeholder consultation requirements, making them a ""core rather than discretionary element,"" and for robust due diligence obligations. The amendment moves in the opposite direction by making contractual assurances optional (""may also, where possible""), conditioning them on stakeholder engagement rather than mandating them, and weakening verification requirements from mandatory to discretionary (""may be, where appropriate""), directly contradicting the org's position that these obligations should be strengthened.",1,False
Danish Institute for Human Rights,257612138504-68,2022-04-06,2,0,2,398,Recital 34,recital,JURI,0.899337,"The amendment replaces ""potential"" adverse impacts with ""actual and, based on the state of knowledge, foreseeable adverse impacts"" in the context of comprehensive prevention obligations, narrowing the scope from broadly ""potential"" to what is ""foreseeable"" based on current knowledge.",NOISE,"The organisation's text describes and summarises the existing provisions on addressing actual and potential impacts but does not take a specific directional stance on whether the standard for prevention should be ""potential"" versus ""foreseeable"" adverse impacts. The org's position focuses on other concerns (scope for SMEs, stakeholder consultation, appropriate measures guidance) and does not advocate for or against the specific terminological shift this amendment makes.",1,False
Danish Institute for Human Rights,257612138504-68,2022-04-06,2,0,2,401,Recital 34,recital,JURI,0.898787,"The amendment removes the word ""established"" from ""established business relationship,"" broadening the scope of contractual assurance obligations to apply to any business relationship, not just established ones.",NOISE,"The organisation's text describes and summarises the existing provisions around contractual assurances and business relationships but does not take a specific directional stance on whether the qualifier ""established"" should be removed or retained. Their advocacy focuses on other aspects (stakeholder consultation, SME support, scope of due diligence for medium-sized companies), not on the ""established"" qualifier in the definition of business relationships.",1,False
Danish Institute for Human Rights,257612138504-68,2022-04-06,2,0,2,400,Recital 34,recital,JURI,0.89708,"The amendment replaces ""established business relationship"" with ""monitored business relationship"" in the context of seeking contractual assurances and providing SME support, narrowing the scope of partners covered by these obligations.",NOISE,"The organisation's text describes and summarises the existing provisions on contractual assurances and SME support but does not take a specific directional stance on whether the trigger for these obligations should be an ""established"" versus a ""monitored"" business relationship. The org's advocacy focuses on broader issues like stakeholder consultation, scope of due diligence for SMEs, and the adequacy of ""appropriate measures,"" not on the specific definitional threshold of what type of business relationship triggers these obligations.",1,False
