organisation,transparency_reg_id,source_type,preproposal_meetings_total,preproposal_meetings_commission,preproposal_meetings_ep,article_type,article_number,article_title,similarity_score,provision_effect,label,reasoning,n_chunks,conflict
Access Now Europe,241832823598-19,hys_feedback,5,2,3,article,21,Notification of suspicions of criminal offences,0.855388,"Requires online platforms to promptly notify law enforcement or judicial authorities when they become aware of information suggesting a serious criminal offence involving a threat to life or safety has occurred, is occurring, or is likely to occur.",UNDETECTABLE,"Access Now advocates for harmonized, user-facing notification mechanisms with safeguards and tailored procedures for different types of illegal content — focused on user-to-platform notices. Article 21 establishes a platform-to-law-enforcement notification obligation for serious criminal offences, which is a related but distinct mechanism. While both concern notification procedures under the DSA, Access Now's position does not clearly address or take a directional stance on platform-to-authority reporting obligations, making it genuinely unclear whether this provision satisfies, contradicts, or ignores their advocacy.",1,False
Access Now Europe,241832823598-19,hys_feedback,5,2,3,article,26,Risk assessment,0.868679,"Requires very large online platforms to conduct annual systemic risk assessments covering illegal content, fundamental rights impacts, and intentional manipulation, including how their content moderation, recommender, and advertising systems contribute to those risks.",ALIGNED,"Access Now explicitly advocates for a graduated scale of responsibilities for large/systemic platforms based on criteria such as number of users impacted, market power, and degree of algorithmic curation — arguing that greater influence over public discourse warrants greater regulatory obligations. Article 26 directly operationalises this by imposing mandatory systemic risk assessments specifically on very large online platforms, covering fundamental rights impacts and algorithmic systems (recommender systems, content moderation), which closely mirrors the criteria and rationale Access Now put forward.",1,False
Access Now Europe,241832823598-19,hys_feedback,5,2,3,article,29,Recommender systems,0.87564,Requires very large online platforms to disclose the main parameters of their recommender systems in terms and conditions and provide users with at least one option to modify those parameters that is not based on profiling.,ALIGNED,"Access Now explicitly advocates for transparency in content recommendation systems used by dominant platforms, arguing that ""content distribution tools are sufficiently transparent"" and highlighting the serious implications of recommendation systems for freedom of expression and public discourse. Article 29 directly responds to this by mandating disclosure of recommender system parameters and giving users options to modify them, including a non-profiling-based option — concrete action in the direction of transparency and user control over recommendation systems that Access Now called for.",2,False
Access Now Europe,241832823598-19,hys_feedback,5,2,3,article,33,Transparency reporting obligations for very large online platforms,0.853711,"Requires very large online platforms to publicly publish transparency reports on risk assessments, risk mitigation measures, and audit results at defined intervals, with a limited exception for confidential or security-sensitive information.",ALIGNED,"Access Now explicitly advocates for platforms to publish detailed transparency reports covering notices received, content moderation processes, timelines, and appeal outcomes. The provision directly establishes mandatory public transparency reporting obligations for very large online platforms, acting in the same direction the org advocated for — increased platform transparency through published reports.",1,False
Access Now Europe,241832823598-19,hys_feedback,5,2,3,article,55,Interim measures,0.840692,"Establishes the Commission's power to order interim measures against very large online platforms on the basis of a prima facie infringement finding, applicable for a specified period and renewable.",NOISE,"The organisation's text addresses the disproportionately short time limits imposed on content creators to appeal platform takedown decisions and the resulting threats to freedom of expression and fair trial rights — a concern about user-facing content removal deadlines. The legislative provision, by contrast, concerns the Commission's procedural power to impose interim measures against very large online platforms during non-compliance proceedings. These are distinct subjects with no substantive overlap in the advocacy position expressed.",1,False
Adigital,972127919039-72,hys_feedback,0,0,0,article,21,Notification of suspicions of criminal offences,0.858997,Requires online platforms to promptly notify law enforcement or judicial authorities when they become aware of information suggesting a serious criminal offence involving a threat to life or safety has occurred or is likely to occur.,UNDETECTABLE,"Both the provision and the org position concern the reporting of illegal content/offences to competent authorities, showing a real thematic connection. However, the org's position focuses specifically on a ""trusted flagger"" mechanism for identifying illegal content and improving cross-border cooperation between Member States, whereas the provision establishes a direct platform-to-law-enforcement notification obligation for serious criminal offences — it is genuinely unclear whether the provision satisfies, contradicts, or simply bypasses the org's specific advocacy on trusted flaggers and inter-Member State cooperation.",1,False
Adigital,972127919039-72,hys_feedback,0,0,0,article,35,Codes of conduct,0.873371,"Establishes a framework for the Commission and the Board to encourage, facilitate, and assess voluntary codes of conduct at Union level to address illegal content and systemic risks, including KPIs and regular reporting.",NOISE,"The org's text does not express a specific advocacy position on codes of conduct. Its positions concern avoiding duplication with existing legislation, enforcement of rules for non-EU providers, and proportionate measures for intermediaries — none of which directly address the voluntary codes of conduct mechanism established in Article 35. There is no substantive stance on whether such codes should or should not exist, or how they should be structured.",1,False
Adigital,972127919039-72,hys_feedback,0,0,0,article,55,Interim measures,0.843099,Empowers the Commission to order interim measures against very large online platforms on a prima facie finding of infringement where there is urgency due to risk of serious damage to recipients of the service.,ALIGNED,"Adigital explicitly advocates for the Commission to ""use more extensively interim measures limited in time to prevent serious damage for competition,"" which directly mirrors Article 55's mechanism allowing the Commission to order time-limited interim measures on a prima facie finding of infringement where there is urgency due to risk of serious damage. The provision delivers precisely what the organisation requested — a formal, time-limited interim measures tool for urgent situations.",1,False
American Bar Association Antitrust Law Section,,hys_feedback,0,0,0,article,46,Joint investigations and requests for Commission intervention,0.861907,Establishes a framework for joint investigations by Digital Services Coordinators across Member States and allows a Digital Services Coordinator to request Commission intervention against very large online platforms suspected of infringing the Regulation.,NOISE,"The organisation's text is purely a closing/conclusion section containing boilerplate appreciation language, footnote citations, and no substantive advocacy position on joint investigations, enforcement coordination, or Commission intervention mechanisms. There is no directional stance that can be evaluated against this provision.",1,False
American Bar Association Antitrust Law Section,,hys_feedback,0,0,0,article,57,Monitoring actions,0.859827,"Authorises the Commission to monitor compliance by very large online platforms, including ordering access to databases and algorithms, and appointing independent external experts and auditors.",NOISE,"The organisation's text consists of open-ended consultation questions and general framing remarks (e.g., asking ""which tools could facilitate regulatory oversight""), without expressing a specific directional advocacy position on monitoring mechanisms, algorithmic access, or the use of independent auditors. This is background/consultative language rather than a concrete stance for or against what Article 57 establishes.",1,False
American Bar Association Antitrust Law Section,,hys_feedback,0,0,0,article,63,Right to be heard and access to the file,0.863244,"Establishes the right to be heard, access to the file, and due process protections for very large online platforms before the Commission adopts enforcement decisions, including minimum comment periods, defence rights, and confidentiality safeguards.",ALIGNED,"The organisation explicitly advocates that the procedural protections under Regulation 1/2003 — specifically the right to comment on allegations and the right of access to the Commission's file subject to business secret protections — should be replicated in any new digital legislation. Article 63 directly delivers exactly these protections: it mirrors the Regulation 1/2003 framework by requiring the Commission to base decisions only on objections parties have commented on (Art. 63(3)) and granting file access subject to business secret protections (Art. 63(4)), which is precisely what the organisation asked for.",1,False
Asociación de Medios de Información,506322231653-88,hys_feedback,0,0,0,article,65,Requests for access restrictions and cooperation with national courts,0.862707,"Establishes a mechanism by which the Commission can request Digital Services Coordinators to act against very large online platforms and can submit observations to national courts, as a last-resort measure to bring about cessation of infringements of the DSA Regulation.",UNDETECTABLE,"The organisation advocates for compelling platforms — including those outside the EU — to collaborate with rights holders and adopt measures protecting intellectual property rights, with a duty of cooperation and supervision. Article 65 does establish a cooperation/enforcement mechanism involving platforms and national courts, which superficially connects to the org's call for platform collaboration duties. However, Article 65 is a DSA enforcement tool focused on the Commission's own powers against DSA infringements, not a copyright-specific mechanism obliging platforms to cooperate with rights holders — making it genuinely unclear whether this provision satisfies, contradicts, or simply bypasses the org's specific intellectual property advocacy.",1,False
"Ausschuss ""Europäische Union"" der Deutschen Justizministerkonferenz",,hys_feedback,0,0,0,article,17,Internal complaint-handling system,0.867848,"Requires online platforms to provide recipients with an effective internal complaint-handling system for decisions to remove, disable, suspend, or terminate access/accounts, ensuring timely handling and informing complainants of outcomes and further redress options.",ALIGNED,"The organisation's submission describes and endorses the NetzDG requirement that social networks maintain an effective and transparent complaint procedure for users regarding illegal content — directly mirroring what Article 17 establishes at EU level. The org's description of the NetzDG framework (mandatory complaint systems, review obligations, removal/blocking duties) aligns with the provision's concrete requirement for internal complaint-handling systems, suggesting advocacy for such mechanisms to be carried over into the DSA.",1,False
"Ausschuss ""Europäische Union"" der Deutschen Justizministerkonferenz",,hys_feedback,0,0,0,article,8,Orders to act against illegal content,0.868125,"Establishes requirements for national judicial/administrative orders to act against illegal content, including mandatory elements such as statements of reasons, URL identification, redress information, territorial scope limits, and notification obligations for intermediary service providers.",NOISE,"The organisation's text describes the current state of German law (NetzDG) regarding illegal content on platforms — specifically user complaint procedures and takedown timelines — without expressing a specific advocacy position on how orders from judicial or administrative authorities to intermediary services should be structured. The text is descriptive background on existing national law, not a directional stance on the provision's subject matter of formal authority orders and their procedural requirements.",1,False
Austrian Federal Ministry for Digital and Economic Affairs,,hys_feedback,0,0,0,article,25,Very large online platforms,0.865421,Establishes the threshold (45 million average monthly active recipients) and methodology for designating online platforms as 'very large online platforms' subject to additional obligations under the DSA.,NOISE,"The organisation's text expresses general support for EU action on large/gatekeeper platforms and lists broad themes (data power, competition, etc.) without taking any specific stance on how 'very large online platforms' should be defined or what threshold should apply. The endorsement of ""ambitious steps"" is a general value statement that does not constitute a directional advocacy position on the designation mechanism or threshold established by Article 25.",1,False
Austrian Federal Ministry for Digital and Economic Affairs,,hys_feedback,0,0,0,article,31,Data access and scrutiny,0.871082,"Requires very large online platforms to provide data access to regulators and vetted academic researchers for monitoring compliance and researching systemic risks, with specific conditions and safeguards.",NOISE,"The org's position paper expresses general support for EU action on gatekeeper platforms and mentions ""distributing data power"" as a topic to be discussed, but does not articulate a specific directional stance on data access mechanisms for regulators or researchers. The text is largely a general endorsement of Commission initiative with no concrete ask that can be evaluated against the provision's specific data access and scrutiny requirements.",1,False
Austrian Federal Ministry for Digital and Economic Affairs,,hys_feedback,0,0,0,article,50,Enhanced supervision for very large online platforms,0.868951,"Establishes an enhanced supervision system for very large online platforms that have infringed Section 4 of Chapter III, requiring action plans, independent audits, and coordinated oversight between the Digital Services Coordinator, the Board, and the Commission.",NOISE,"The org's text expresses general support for EU action to address gatekeeper platforms and restore fair competition, but does not take any specific directional stance on enforcement mechanisms, supervision systems, or action plan procedures for infringing platforms. The reference to distributing ""data power"" is a separate topic and does not constitute a specific advocacy position on the enhanced supervision mechanism established by this provision.",1,False
BDI Bundesverband der Deutschen Industrie e.V.,1771817758-48,hys_feedback,1,1,0,article,18,Out-of-court dispute settlement,0.865552,"Establishes a certified out-of-court dispute settlement system for recipients of online platform decisions, binding platforms to engage in good faith and comply with body decisions, with specific certification criteria and fee rules.",ALIGNED,"BDI explicitly advocates for a supervisory/oversight body that could also serve as a complaints body (similar to the EU's Online Dispute Resolution platform) to resolve disputed content removals on online platforms discreetly and without bureaucracy. Article 18 establishes precisely such an out-of-court dispute settlement mechanism for resolving disputes about platform decisions, directly responding to BDI's call for a complaints/dispute resolution body for contested takedowns on online platforms.",1,False
BDI Bundesverband der Deutschen Industrie e.V.,1771817758-48,hys_feedback,1,1,0,article,25,Very large online platforms,0.861746,Establishes the threshold (45 million average monthly active recipients) and methodology for designating online platforms as 'very large online platforms' subject to additional obligations under the DSA.,NOISE,"The BDI text describes the problems the Commission identified in its impact assessment (power imbalances, reduced competition, market tipping) as background context, without expressing a specific directional advocacy position on the threshold or designation methodology for very large online platforms. The text reads as a descriptive summary of the Commission's own framing rather than a substantive lobbying stance on what the provision establishes.",1,False
BDI Bundesverband der Deutschen Industrie e.V.,1771817758-48,hys_feedback,1,1,0,article,41,Powers of Digital Services Coordinators,0.867344,"Establishes the investigation and enforcement powers of Digital Services Coordinators, including powers to require information, conduct inspections, impose fines, order cessation of infringements, and restrict access to services, with proportionality and judicial safeguards.",ALIGNED,"BDI explicitly advocates for the introduction of a supervisory/monitoring authority to ensure uniform enforcement of EU-wide rules, with a focus on controlling service providers' measures and ensuring proportionate action — which is precisely what Article 41 establishes by granting Digital Services Coordinators concrete investigation and enforcement powers, including the requirement that measures be proportionate. The org's call for a supervisory body with a control mechanism for proportionate measures is directly reflected in the provision's creation of such powers.",1,False
BDI Bundesverband der Deutschen Industrie e.V.,1771817758-48,hys_feedback,1,1,0,article,50,Enhanced supervision for very large online platforms,0.86629,"Establishes an enhanced supervision system for very large online platforms that have infringed specific provisions, involving action plans, independent audits, and coordinated oversight between the Digital Services Coordinator, the Commission, and the Board.",ALIGNED,"BDI explicitly advocates for the introduction of a supervisory authority (""Überwachungsbehörde"") to ensure uniform enforcement and provide a control mechanism for proportionate measures by online intermediaries. Article 50 directly establishes an enhanced supervision system for very large online platforms, creating exactly the kind of oversight and control mechanism BDI called for, including structured action plans and audits to verify compliance — aligning with BDI's specific ask for improved enforcement through a supervisory body.",1,False
BDI Bundesverband der Deutschen Industrie e.V.,1771817758-48,hys_feedback,1,1,0,article,51,Intervention by the Commission and opening of proceedings,0.868736,"Establishes the Commission's power to initiate enforcement proceedings against very large online platforms, either on its own initiative or upon the Board's recommendation, and sets out the procedural steps including notification of Digital Services Coordinators and transfer of case files.",ALIGNED,"BDI explicitly advocates for the introduction of a supervisory/monitoring authority to ensure uniform enforcement and consistent application of EU-wide rules for online intermediaries. Article 51 establishes a concrete enforcement mechanism whereby the Commission (acting as a central supervisory body) can intervene against very large online platforms, directly responding to BDI's call for improved enforcement through a supervisory authority with oversight and control mechanisms. The provision takes concrete action in the direction BDI advocated — centralised, supranational enforcement oversight — rather than merely defining or describing the area.",2,False
BDI Bundesverband der Deutschen Industrie e.V.,1771817758-48,hys_feedback,1,1,0,article,9,Orders to provide information,0.856562,"Establishes requirements for national authorities issuing orders to intermediary service providers to provide specific information about individual recipients, including conditions on proportionality, redress information, and language requirements.",NOISE,"The org's text focuses on obligations for online intermediary platforms to inform business users about suspensions/terminations, provide contact details of infringers, and implement ""Know your Business Customer"" measures to verify and display seller information. This is substantively different from Article 9, which concerns orders from national authorities requiring providers to disclose information about service recipients. There is no specific advocacy position in the org text that relates to the subject matter of Article 9.",2,False
BEUC - The European Consumer Organisation,9505781573-45,hys_feedback,11,4,7,article,35,Codes of conduct,0.877949,"Establishes a framework for the Commission and the Board to encourage, facilitate, and monitor codes of conduct at Union level to address illegal content and systemic risks, including setting objectives, key performance indicators, and regular reporting.",UNDETECTABLE,"BEUC's position focuses specifically on investigating the link between behavioural advertising business models and disinformation, and calls for scrutiny of advertising market concentration — not on codes of conduct as a mechanism per se. While Article 35 does allow codes of conduct to address systemic risks (which could include disinformation-related risks), BEUC neither endorses nor opposes the codes of conduct framework itself; their advocacy is directed at a specific investigative/regulatory action on advertising business models. There is a real but indirect connection, yet it is genuinely unclear whether this provision satisfies, contradicts, or ignores BEUC's specific ask.",1,False
BEUC - The European Consumer Organisation,9505781573-45,hys_feedback,11,4,7,article,36,Codes of conduct for online advertising,0.854324,"Encourages and facilitates the drawing up of voluntary codes of conduct at Union level for online advertising transparency, covering information transmission by online advertising intermediaries beyond existing regulatory requirements.",UNDETECTABLE,"BEUC's position specifically calls for investigation into the link between behavioural advertising revenues and disinformation, and scrutiny of advertising market concentration — advocating for substantive regulatory action on advertising business models. The provision establishes voluntary codes of conduct for transparency in online advertising, which touches the same subject area but does not directly address the behavioural advertising/disinformation link or market concentration concerns BEUC raises. It is genuinely unclear whether this voluntary, transparency-focused mechanism satisfies, contradicts, or simply sidesteps BEUC's more structural concerns about advertising business models.",1,False
Bundesarbeitskammer Österreich,23869471911-54,hys_feedback,0,0,0,article,14,Notice and action mechanisms,0.893118,"Establishes mandatory notice-and-action mechanisms for hosting services, requiring easy-to-access reporting tools, specific notice elements, timely processing, and feedback to notifiers.",UNDETECTABLE,"The org explicitly discusses notice-and-action mechanisms and raises concerns about ""overblocking,"" privatised law enforcement, and the need for rules requiring platforms to swiftly remove illegal content — all directly relevant to Article 14. However, the org's position is mixed and ambiguous in direction: it both calls for rules requiring platforms to act on illegal content (aligned with the provision) and warns against privatised enforcement and overblocking (potentially opposing aspects of the mechanism). It is genuinely unclear whether the provision, as structured, satisfies or contradicts the org's nuanced stance, making the direction of alignment indeterminate.",1,False
Bundesverband E-Commerce und Versandhandel,484035621035-95,hys_feedback,0,0,0,article,14,Notice and action mechanisms,0.880671,"Establishes mandatory notice-and-action mechanisms for hosting service providers, requiring easy-to-access electronic notification systems with specific elements (identification of complainant, URL, reasons, good faith statement) and obligations to confirm receipt and notify decisions.",ALIGNED,"The organisation explicitly advocates for maintaining and improving notice-and-takedown procedures, and specifically calls for guidelines clarifying what information a notification must contain (complainant identification, written form, adequate information about infringing content) — all of which the provision directly delivers by codifying these exact requirements into law. The provision acts squarely in the direction the organisation advocated: preserving the mechanism while reducing legal uncertainty through clear, standardised notification requirements.",1,False
Bundesverband Musikindustrie e. V.,312895414628-97,hys_feedback,0,0,0,article,1,Subject matter and scope,0.877375,"Establishes the scope and aims of the Digital Services Act, including a framework for conditional liability exemptions for intermediary services, due diligence obligations, and enforcement rules, while explicitly preserving existing Union law on copyright and related rights.",ALIGNED,"The organisation explicitly advocates that the DSA should not weaken existing safe harbour criteria (as clarified by CJEU case law and the DSM Directive) and should instead complement the e-Commerce Directive by adding due diligence obligations for digital services to combat copyright infringement. Article 1 establishes a framework of conditional liability exemptions and specific due diligence obligations while explicitly preserving Union copyright law (Art. 1(5)(c)), directly responding to the organisation's core demands: maintaining existing safe harbour limits and layering new accountability/due diligence obligations on top of the existing framework without undermining it.",3,True
Bundesverband Musikindustrie e. V.,312895414628-97,hys_feedback,0,0,0,article,10,Points of contact,0.848501,Requires providers of intermediary services to establish a single point of contact for communication with authorities and to publicly disclose contact information and accepted official languages.,NOISE,"The organisation's text is a reproduction of survey/consultation questions about platform workers' conditions (earnings, flexibility, ratings, ability to organise), with no substantive advocacy position on points of contact between intermediary service providers and regulatory authorities. The subjects are entirely unrelated to Article 10's requirements.",2,False
Bundesverband Musikindustrie e. V.,312895414628-97,hys_feedback,0,0,0,article,11,Legal representatives,0.855466,Requires providers of intermediary services without EU establishment to designate a legal representative in the Union who can be held liable for non-compliance with the Regulation.,ALIGNED,"The organisation explicitly advocates that all digital services and intermediaries offering services to EU consumers should be subject to obligations regardless of where they are established, arguing that responsibilities should extend to all digital services serving EU businesses or consumers ""unabhängig davon, von wo aus der Inhalt zur Verfügung gestellt oder angeboten wurde"" (regardless of where the content is provided from). Article 11 directly responds to this by requiring non-EU-established intermediary service providers to designate a legal representative in the Union, ensuring they are subject to enforcement and compliance obligations — concretely extending the Regulation's reach to services operating from outside the EU, in line with what the organisation advocated.",2,False
Bundesverband Musikindustrie e. V.,312895414628-97,hys_feedback,0,0,0,article,13,Transparency reporting obligations for providers of intermediary services,0.876674,"Requires providers of intermediary services to publish annual transparency reports on content moderation, including data on orders received, notices submitted, own-initiative moderation measures, and complaints handled, with an exemption for micro and small enterprises.",NOISE,"The organisation's text is a survey/questionnaire asking about current transparency practices — it describes existing behaviours and solicits information rather than expressing a specific directional advocacy position. There is no concrete ask (e.g., ""transparency reports should be mandatory"" or ""reports should be voluntary"") that can be evaluated against the provision's requirements; it is essentially background/administrative data-gathering text with no substantive stance.",2,False
Bundesverband Musikindustrie e. V.,312895414628-97,hys_feedback,0,0,0,article,15,Statement of reasons,0.866967,"Requires hosting service providers to inform recipients of removal/disabling decisions with a clear and specific statement of reasons, including facts relied upon, use of automated means, legal or contractual grounds, and available redress options.",ALIGNED,"The organisation explicitly advocates that digital services should inform affected users about actions taken (e.g. content removal following a takedown notice or copyright infringement), the measures available, and counter-measures the user can choose — directly mirroring Article 15's requirement to notify recipients of removal decisions with reasons and available redress options. The provision also specifically addresses transparency around automated means (Art. 15(2)(c)), which the org also raises in its position on automated systems, reinforcing the alignment.",3,False
Bundesverband Musikindustrie e. V.,312895414628-97,hys_feedback,0,0,0,article,17,Internal complaint-handling system,0.865684,"Requires online platforms to provide an internal complaint-handling system allowing recipients to challenge decisions to remove content, suspend accounts, or terminate services, and to inform complainants of decisions and available redress options.",ALIGNED,"The organisation explicitly advocates that digital services should inform affected users about actions taken (e.g. content removal for copyright infringement) and the countermeasures available to them. Article 17 directly delivers this by requiring platforms to notify complainants of decisions and available redress possibilities, and to provide an accessible internal complaint mechanism — aligning with the org's specific ask for user notification and available counter-measures following enforcement actions.",1,False
Bundesverband Musikindustrie e. V.,312895414628-97,hys_feedback,0,0,0,article,18,Out-of-court dispute settlement,0.878703,"Establishes a certified out-of-court dispute settlement mechanism for recipients of online platform decisions, binding platforms to engage in good faith and abide by the body's rulings.",NOISE,"The organisation's position focuses specifically on requiring platforms to prevent copyright infringement, including implementing repeat infringer policies — it does not address out-of-court dispute settlement mechanisms for service recipients. There is no substantive advocacy position in the org text that relates to the subject matter of Article 18.",2,False
Bundesverband Musikindustrie e. V.,312895414628-97,hys_feedback,0,0,0,article,2,Definitions,0.876894,"Defines key terms for the Digital Services Act, including the categories of intermediary services (mere conduit, caching, hosting), illegal content, online platforms, and other relevant concepts.",ALIGNED,"The organisation explicitly stated that the definitions and categories of activities (mere conduit, caching, hosting) eligible for the safe harbour regime should remain unchanged and that the EU acquis should be consolidated. The provision retains exactly these three categories of intermediary services as defined in the E-Commerce Directive, directly responding to the org's specific ask to keep these definitions intact.",1,False
Bundesverband Musikindustrie e. V.,312895414628-97,hys_feedback,0,0,0,article,20,Measures and protection against misuse,0.869937,"Requires online platforms to suspend services to users who frequently provide manifestly illegal content or submit manifestly unfounded complaints, and to clearly set out their misuse policies in terms and conditions.",ALIGNED,"The organisation explicitly advocates that digital services should clearly explain in their terms and conditions the possible measures that can be taken under a repeat infringement policy, and that users should be informed of actions taken against them — both of which are directly delivered by Article 20, which mandates suspension mechanisms for repeat offenders and requires platforms to set out their misuse/suspension policies clearly in their terms and conditions.",3,False
Bundesverband Musikindustrie e. V.,312895414628-97,hys_feedback,0,0,0,article,22,Traceability of traders,0.886752,"Requires online platforms to collect, verify, and publish trader identity information (name, address, contact details, bank account, trade register, and self-certification) before allowing traders to offer products/services to EU consumers, and to suspend services to traders who fail to provide accurate information.",ALIGNED,"IFPI explicitly advocated for digital services to collect verified identity information (name, physical address, email, telephone, bank account details, and for legal entities, director information), to verify and regularly check that information, and to terminate services where information is incorrect — all of which the provision directly delivers through its trader traceability requirements, verification obligations, and suspension mechanism for non-compliant traders.",2,False
