organisation,transparency_reg_id,source_date,meetings_total,meetings_commission,meetings_ep,amendment_number,target_element,target_type,committee,similarity_score,provision_effect,label,reasoning,n_chunks,conflict
eu travel tech ,70614728635-77,2021-03-01,4,0,4,382,Recital 40,recital,IMCO,0.872201,"The amendment adds an exception for providers that ""play an architectural role,"" exempting them from the obligation to put in place notice and action mechanisms that applies to all other hosting service providers.",NOISE,"The organisation's position focuses on clarifying the notice and action mechanism for short-term rental platforms and seeking a Code of Conduct for the STR sector, but does not express any directional stance on whether providers with an ""architectural role"" should be exempted from notice and action obligations. Their text contains no advocacy position related to this specific carve-out, making it unrelated to the amendment's direction of change.",1,False
eu travel tech ,70614728635-77,2021-03-01,4,0,4,381,Recital 40,recital,IMCO,0.872164,"The amendment adds that a hosting service provider's decision on whether to act on a notice is based on ""its own assessment,"" and introduces the possibility for online platforms to prevent reappearance of content already identified as illegal and removed via a prior notice.",UNDETECTABLE,"The organisation specifically seeks clarifications to the liability framework for hosting services and the notice-and-action mechanism, including guidance on when a STR platform is considered to have knowledge of illegal content — which is directly related to the amendment's clarification that providers act ""based on their own assessment."" However, the org's position is focused on sector-specific guidance via a Code of Conduct and does not clearly advocate for or against the specific directional changes the amendment introduces (the ""own assessment"" clarification and the reappearance-prevention option), making it genuinely unclear whether this amendment satisfies their advocacy.",1,False
eu travel tech ,70614728635-77,2021-03-01,4,0,4,376,Recital 40,recital,IMCO,0.871662,"The amendment strengthens the notice and action mechanism requirements by adding that they must be ""easily accessible"" and ""comprehensive,"" clarifies that removal must follow applicable law, requires mechanisms to be clearly visible and easy to use, and explicitly states that notice and action obligations must not impose general monitoring obligations or stay-down mechanisms.",UNDETECTABLE,"The organisation expresses a specific position on the notice and action mechanism — welcoming more granularity about when a STR platform is considered to have knowledge of illegal content and advocating for reasonable/proportionate steps without affecting the liability exemption — which is genuinely related to the amendment's subject matter. However, the amendment's key directional changes (adding ""easily accessible and comprehensive,"" requiring visibility on the interface, clarifying ""following applicable law,"" and explicitly prohibiting general monitoring obligations) only partially overlap with the org's stated concerns, and it is genuinely unclear whether these specific changes satisfy, contradict, or simply ignore the org's particular advocacy around liability thresholds and proportionality for STR platforms.",1,False
eu travel tech ,70614728635-77,2021-03-01,4,0,4,272,Recital 22,recital,IMCO,0.870652,"The amendment adds specific mandatory deadlines (24 hours or 7 days) for removing illegal content depending on severity, expands the freedom of expression principle to the broader Charter of Fundamental Rights including consumer protection, and introduces detailed definitions of public policy and public security concepts.",UNDETECTABLE,"The organisation specifically advocates for greater clarity and granularity in the liability framework for hosting services, including clearer definitions of when a platform is considered to have knowledge of illegal content — which connects to the amendment's additions. However, the amendment's primary direction is to impose strict, harmonised removal deadlines (24h/7 days), which the org does not explicitly advocate for or oppose; their position focuses on legal certainty and proportionality for STR platforms, making it genuinely unclear whether these specific mandatory deadlines satisfy or contradict their interests.",1,False
eu travel tech ,70614728635-77,2021-03-01,4,0,4,380,Recital 40,recital,IMCO,0.870358,"The amendment removes the universal obligation for all hosting service providers to implement notice and action mechanisms, instead exempting micro or small enterprises, and adds a new sentence requiring very large online social platforms to proactively remove manifestly illegal content related to serious crimes.",UNDETECTABLE,"The organisation's position focuses on the notice and action mechanism in the context of short-term rental/accommodation platforms and advocates for a Code of Conduct with proportionate obligations, but does not take a specific directional stance on whether micro/small enterprises should be exempted from notice and action obligations or whether very large social platforms should face proactive removal duties. While there is a genuine thematic connection to the notice and action mechanism, it is unclear whether the amendment's specific changes (SME exemption and VLOSP proactive removal) align with or contradict the org's advocacy.",1,False
eu travel tech ,70614728635-77,2021-03-01,4,0,4,1485,Article 24 – paragraph 1 – introductory part,article,IMCO,0.862073,"The amendment adds a default prohibition on profiling-based advertising (unless users opt-in under GDPR) and a ban on dark patterns, before the existing transparency requirements for displayed advertisements.",NOISE,"The organisation's position focuses specifically on narrowing the definition of ""online advertising"" to exclude marketplace listings (commission-based product displays), arguing only paid placements should be covered. The amendment, by contrast, adds opt-in requirements for profiling-based ads and a dark patterns prohibition — neither of which addresses the scope of the advertising definition that the org is concerned about. The org's position does not advocate for or against profiling defaults or dark pattern rules, making this unrelated to the amendment's direction of change.",1,False
eu travel tech ,70614728635-77,2021-03-01,4,0,4,1317,Article 19 a (new),article,IMCO,0.849082,The amendment inserts a new provision creating a presumption of conformity with accessibility requirements for online platforms that comply with technical specifications adopted under the European Accessibility Act (Directive 2019/882).,NOISE,"The organisation's position focuses entirely on the definition of online advertising, liability frameworks for hosting services, and territorial scope of orders against illegal content — none of which relate to accessibility requirements or presumption of conformity with Directive 2019/882. There is no substantive advocacy position expressed on accessibility obligations for online platforms.",1,False
AIM - European Brands Association,1074382679-01,2021-03-05,1,0,1,374,Recital 39 a (new),recital,IMCO,0.84815,"The amendment inserts a new recital emphasising the need to balance tackling illegal content with transparency for users, while explicitly protecting recommender systems in online advertising, business secrets, and intellectual property, and noting that consumer protection includes diversity of supply.",NOISE,"AIM's position focuses specifically on combating counterfeit and illegal goods online, due diligence obligations for platforms, notice-and-action procedures, and transparency for consumers about illegal purchases — none of which directly relate to the amendment's subject matter of recommender systems, business secrets, or diversity of supply. The organisation's general support for the DSA and consumer protection does not constitute a specific directional stance on the balance struck by this new recital regarding recommender systems and advertising.",1,False
AIM - European Brands Association,1074382679-01,2021-03-05,1,0,1,1412,Article 22 – paragraph 3 – subparagraph 1,article,IMCO,0.861765,"The amendment adds a new obligation for online marketplaces to directly remove a product or service from their platform when information under paragraph 1(f) is found to be inaccurate, rather than merely requesting the trader to correct it.",ALIGNED,"The organisation explicitly advocates that platforms should bear direct obligations to act against illegal/counterfeit listings rather than merely shifting responsibility to traders or the public sector, and criticises the original provision as having ""little practical effect against the volume of counterfeits."" The amendment responds directly to this by imposing a proactive removal obligation on the platform itself (for inaccurate paragraph 1(f) information), rather than only requesting trader correction — precisely the stronger, platform-side enforcement action the organisation called for.",1,False
AIM - European Brands Association,1074382679-01,2021-03-05,1,0,1,225,Recital 12,recital,IMCO,0.865971,"The amendment explicitly introduces ""illegal goods"" as a separate concept alongside ""illegal content,"" anchoring both in the principle that what is illegal offline is also illegal online, and distinguishes the regulation of illegal products from content-related issues.",ALIGNED,"AIM explicitly argued that ""illegal goods"" and ""illegal content"" are ""two highly important but very separate issues"" and that ""an illegal product is an illegal product, regardless of its nature, and should be removed,"" directly advocating for the distinction the amendment introduces. The amendment responds precisely to this position by adding ""illegal goods"" as an explicit separate concept and grounding both in the offline/online parity principle that AIM cited as its baseline.",1,False
AIM - European Brands Association,1074382679-01,2021-03-05,1,0,1,229,Recital 12,recital,IMCO,0.864999,"The amendment adds an explicit statement that the concept of ""illegal content"" should underpin the principle that ""what is illegal offline should also be illegal online,"" while also removing the phrase ""that is consistent with Union law"" from the national law reference.",ALIGNED,"The organisation explicitly invokes the ""agreed baseline of that which is illegal offline is also illegal online"" as a foundational principle for the regulation, which is precisely the language the amendment inserts into the recital. The amendment directly responds to the organisation's advocacy by enshrining this offline/online equivalence principle in the text of the provision.",1,False
AIM - European Brands Association,1074382679-01,2021-03-05,1,0,1,234,Recital 12,recital,IMCO,0.861189,"The amendment replaces the broad definition of ""illegal content"" with a formulation that distinguishes it from ""potentially harmful content,"" removing the broad framing while retaining the same examples of illegal content.",ALIGNED,"AIM explicitly advocates for keeping ""illegal content"" (including counterfeit/non-compliant goods) clearly separate from freedom-of-expression and user-generated content concerns, warning against conflating the two. The amendment directly responds to this by introducing a formal differentiation between ""illegal content"" and ""potentially harmful content,"" which is precisely the conceptual separation AIM called for.",1,False
AIM - European Brands Association,1074382679-01,2021-03-05,1,0,1,224,Recital 12,recital,IMCO,0.860807,"The amendment expands the definition of ""illegal content"" to explicitly include fake online profile accounts, adding explanatory text that false online representation should be treated as illegal just as it is offline.",NOISE,"While AIM invokes the ""what is illegal offline should also be illegal online"" principle, their advocacy is specifically focused on counterfeit/illegal goods, consumer protection, and IP infringement — not on fake online profile accounts. The amendment's specific addition (fake online profiles) is unrelated to AIM's substantive concerns, and their general endorsement of the offline/online parity principle is too broad to constitute a directional stance on this particular expansion of the illegal content definition.",1,False
AIM - European Brands Association,1074382679-01,2021-03-05,1,0,1,230,Recital 12,recital,IMCO,0.863424,"The amendment adds a reference to ""the EU Charter on Fundamental Rights"" as an example of the national/Union law whose violation determines illegality, inserting it into the clause about the immateriality of the source of illegality.",NOISE,"The organisation's position focuses on ensuring illegal goods (counterfeit, non-compliant products) are treated as illegal regardless of context, and on platform due diligence — it does not express any specific directional stance on whether the EU Charter on Fundamental Rights should or should not be referenced in the definition of illegal content. The amendment's specific change (inserting a reference to the EU Charter on Fundamental Rights) is not addressed in the org's text, making the connection substantively absent.",1,False
AIM - European Brands Association,1074382679-01,2021-03-05,1,0,1,346,Recital 34,recital,IMCO,0.869591,"The amendment adds explicit references to targeting ""illegal content"" and ""consumer protection"" as objectives of the due diligence obligations, while removing the reference to ""vulnerable users"" and ""meaningful"" accountability.",ALIGNED,"The organisation specifically and repeatedly advocates that due diligence obligations should target illegal goods/content and that consumer protection must be a central objective, arguing there is ""no good reason why consumers should enjoy less protection in the online environment."" The amendment directly responds to both of these positions by explicitly inserting ""target illegal content"" and ""consumer protection"" into the recital's statement of objectives.",1,False
AIM - European Brands Association,1074382679-01,2021-03-05,1,0,1,344,Recital 34,recital,IMCO,0.864504,"The amendment adds ""provide a high level of protection for European consumers"" as an explicit objective alongside improving the internal market and ensuring a safe online environment in the recital's statement of purpose.",ALIGNED,"AIM explicitly and repeatedly advocates that consumer protection must not be sacrificed for the promotion of digital services, arguing that ""there is no good reason why consumers should enjoy less protection in the online environment"" and that fair trading/due diligence obligations are basic consumer protection measures. The amendment directly responds to this by inserting ""a high level of protection for European consumers"" as an explicit objective of the Regulation, moving the text in exactly the direction AIM advocated.",1,False
AIM - European Brands Association,1074382679-01,2021-03-05,1,0,1,227,Recital 12,recital,IMCO,0.862304,"The amendment narrows the definition of ""illegal content"" by requiring illegality to arise specifically ""as a result of its display on an intermediary service"" and by replacing ""relates to activities that are illegal"" with ""due to its direct connection to or promotion of an illegal activity,"" while also adding ""illegal trading of animals, plants and substances"" as a new example.",UNDETECTABLE,"AIM advocates strongly that illegal products/goods should be treated as illegal regardless of context and that platforms must take responsibility for removing them, which aligns with the amendment's addition of ""illegal trading of animals, plants and substances"" as an example. However, the amendment's key directional change — tying illegality to display ""on an intermediary service"" and requiring a ""direct connection to or promotion of"" illegal activity — could actually narrow the scope of what counts as illegal content in ways that may conflict with AIM's broad stance that ""an illegal product is an illegal product, regardless of its nature."" It is genuinely unclear whether this narrowing satisfies or undermines AIM's position.",1,False
AIM - European Brands Association,1074382679-01,2021-03-05,1,0,1,228,Recital 12,recital,IMCO,0.861591,"The amendment adds ""the provision of illegal services such as accommodation services on short-term rental platforms non-compliant with Union or national law"" as a new example of illegal content/activities within the definition, expanding the illustrative list beyond the original text.",NOISE,"The organisation's position focuses specifically on illegal/counterfeit goods, consumer protection, and intellectual property — not on illegal services such as short-term rental accommodation platforms. While the org broadly advocates that all businesses must abide by EU and national law, this is too general to constitute a specific directional stance on expanding the definition of ""illegal content"" to include non-compliant accommodation services; an organisation with the opposite view on that specific addition could equally produce the same general text.",1,False
AIM - European Brands Association,1074382679-01,2021-03-05,1,0,1,290,Recital 23 a (new),recital,IMCO,0.852565,"The amendment inserts a new recital requiring online platforms to verify third-country trader compliance with EU/national product safety law before approval, and denying liability exemptions to platforms where no EU-based responsible economic operator is provided by the third-country trader.",ALIGNED,"AIM explicitly advocates that platforms should not benefit from liability exemptions when they fail to exercise due diligence, and that third-country traders deliberately evading EU law should no longer be tolerated — directly matching the amendment's denial of liability exemptions and imposition of pre-approval compliance checks on third-country traders. The organisation's position is specific enough (linking liability exemptions to due diligence failures and third-country rogue traders) that the amendment clearly responds to it.",1,False
AIM - European Brands Association,1074382679-01,2021-03-05,1,0,1,1507,Article 24 – paragraph 1 a (new),article,IMCO,0.845754,"The amendment inserts a new obligation requiring online platforms and advertising service providers to verify advertiser information via due diligence and prohibits displaying advertising where there are indications of dubious offers (e.g., blacklisted web shops, user reports).",ALIGNED,"AIM explicitly advocates that all parties in the chain between counterfeiters and consumers must perform appropriate due diligence, that platforms should not benefit from liability exemptions when they fail to verify user identity per Article 22, and that illegal goods/offers must be removed. The amendment directly responds to this by mandating advertiser verification through Article 22 due diligence and prohibiting display of dubious advertising — precisely the kind of active platform responsibility AIM called for.",1,False
AIM - European Brands Association,1074382679-01,2021-03-05,1,0,1,784,Article 6 – paragraph 1,article,IMCO,0.841207,"The amendment replaces the original ""safe harbour"" protection for voluntary moderation activities with a rule that strips liability exemptions from providers who engage in or facilitate illegal activities or fail to comply with due diligence obligations.",ALIGNED,"AIM explicitly advocates that platforms should not benefit from liability exemptions when they fail to meet due diligence obligations and when they play an active role in illegal activities, calling for legal certainty on what constitutes an ""active role"" and suggesting that non-compliance with due diligence requirements should forfeit the liability shield. The amendment moves precisely in this direction by conditioning the loss of liability exemptions on engaging in/facilitating illegal activities or failing to comply with due diligence obligations, directly responding to AIM's position.",1,False
AIM - European Brands Association,1074382679-01,2021-03-05,1,0,1,770,Article 5 – paragraph 3,article,IMCO,0.84046,"The amendment replaces ""online platforms allowing consumers to conclude distance contracts with traders"" with the defined term ""online marketplaces,"" narrowing the scope of the liability exception to a specifically defined category of platforms.",NOISE,"The organisation's position focuses on the substance of liability exemptions, due diligence obligations, and the need for legal certainty around ""active roles"" and knowledge — not on the terminological distinction between ""online platforms allowing consumers to conclude distance contracts with traders"" and the defined term ""online marketplaces."" The amendment is a purely definitional/terminological substitution, and the org text contains no directional stance on this specific change.",1,False
AIM - European Brands Association,1074382679-01,2021-03-05,1,0,1,772,Article 5 – paragraph 3,article,IMCO,0.840034,"The amendment replaces ""online platforms allowing consumers to conclude distance contracts with traders"" with ""providers of online marketplaces,"" narrowing the scope of the liability exception carve-out to specifically designated online marketplaces rather than the broader category of online platforms.",UNDETECTABLE,"The organisation expresses concern about legal certainty around liability exemptions and the need for clearer definitions of ""active role,"" but does not take a specific directional stance on whether the liability carve-out should apply to ""online platforms allowing consumers to conclude distance contracts"" versus the narrower ""providers of online marketplaces."" While the org is broadly concerned about platforms evading liability, it is genuinely unclear whether this terminological narrowing satisfies, contradicts, or is neutral to their position.",1,False
AIM - European Brands Association,1074382679-01,2021-03-05,1,0,1,393,Recital 42,recital,IMCO,0.840375,"The amendment removes the phrase ""including through the use of automated means"" from the description of how a hosting service provider may act, and also removes the obligation to inform recipients when content is removed for being incompatible with the provider's terms and conditions (limiting the obligation to illegal content only).",NOISE,"The organisation's text focuses on liability exemptions, identity verification, proactive checks for illegal goods, and intellectual property concerns — not on the notification obligations to recipients when content is removed or the scope of terms-and-conditions-based takedowns. The matched chunk touches on freedom of expression only in passing as background context, without taking a specific directional stance on whether providers should be required to notify users of terms-based removals. There is no substantive advocacy position that maps to the direction of this amendment.",1,False
AIM - European Brands Association,1074382679-01,2021-03-05,1,0,1,377,Recital 40,recital,IMCO,0.87445,"The amendment adds a ""stay down"" requirement to the notice and action mechanism, obliging hosting service providers to use best efforts to prevent reappearance of content identical to already-removed illegal content, while clarifying this does not create a general monitoring obligation.",ALIGNED,"The organisation explicitly and specifically advocates for a ""stay down"" mechanism in the DSA, requiring hosting service providers to ensure that illegal content already taken down does not reappear, and even addresses the general monitoring obligation concern — precisely mirroring the language and direction of the amendment. The organisation's position is highly specific and directionally identical to what the amendment introduces.",1,False
AIM - European Brands Association,1074382679-01,2021-03-05,1,0,1,1078,Article 14 – paragraph 6 a (new),article,IMCO,0.855792,"The amendment inserts a new obligation requiring online platforms to maintain an internal database of previously taken-down illegal/harmful goods and services, scan it daily against RAPEX and other public databases, and expeditiously delete any re-detected illegal content — effectively mandating a ""stay down"" mechanism.",ALIGNED,"The organisation explicitly and specifically advocates for a mandatory ""stay down"" mechanism requiring platforms to ensure that illegal products previously taken down do not reappear, which is precisely what this amendment introduces. The amendment directly responds to the org's stated position that once identified as illegal, listings should be permanently removed and remain inaccessible, and that platforms already have the technical tools to achieve this.",1,False
AIM - European Brands Association,1074382679-01,2021-03-05,1,0,1,375,Recital 39 a (new),recital,IMCO,0.855058,"The amendment inserts a new recital requiring all intermediary services to implement measures preventing illegal content from reappearing after takedown (a ""stay down"" obligation).",ALIGNED,"The organisation explicitly and specifically advocates for a mandatory ""stay down"" mechanism requiring that illegal products taken down do not reappear on platforms, applying to all hosting service providers. The amendment directly introduces this concept as a new recital, requiring intermediary services to implement measures preventing illicit content from reappearing after removal — precisely the direction the organisation advocated for.",1,False
AIM - European Brands Association,1074382679-01,2021-03-05,1,0,1,1080,Article 14 – paragraph 6 a (new),article,IMCO,0.845486,"The amendment inserts a new obligation requiring hosting services, live streaming platforms, and private messaging services to use best efforts to prevent reappearance of content identical to previously removed illegal content, while explicitly stating this does not create a general monitoring obligation.",ALIGNED,"The organisation explicitly and specifically advocates for a ""stay down"" mechanism requiring platforms to ensure that illegal content/products taken down do not reappear, and argues this is compatible with the absence of a general monitoring obligation — precisely the structure the amendment adopts. The amendment directly responds to the organisation's stated position by making best-efforts ""stay down"" obligations mandatory while preserving the no-general-monitoring carve-out the org also endorsed.",1,False
AIM - European Brands Association,1074382679-01,2021-03-05,1,0,1,1083,Article 14 – paragraph 6 a (new),article,IMCO,0.842792,The amendment inserts a new obligation requiring hosting service providers to notify consumers who purchased illegal products within seven days of receiving a valid takedown notice.,ALIGNED,"AIM explicitly advocates that consumers should not be left exposed to the risks of buying illegal goods and that platforms must play their part in maintaining a clean and legal value chain. The amendment directly addresses this concern by requiring platforms to proactively inform consumers who purchased illegal products, which aligns with AIM's position that platforms owe a duty of care to consumers and should take active steps to protect them from illegal goods.",1,False
AIM - European Brands Association,1074382679-01,2021-03-05,1,0,1,287,Recital 23,recital,IMCO,0.878984,"The amendment adds a carve-out to the liability exemption loss, allowing online platforms to retain the hosting liability exemption if they comply with certain due diligence obligations under the regulation.",UNDETECTABLE,"AIM strongly advocates for due diligence obligations on platforms (e.g., ""Know Your Business Customer"" verification, stay-down mechanisms), which aligns with the concept of due diligence obligations referenced in the amendment. However, the amendment's specific direction is to restore/preserve the liability exemption for platforms that comply with due diligence obligations — effectively softening the liability exposure of platforms — whereas AIM's position focuses on imposing stricter obligations on platforms to protect consumers and rights holders. It is genuinely unclear whether AIM would support giving platforms back their liability shield as a reward for compliance, or whether they would prefer stricter liability regardless.",1,False
AIM - European Brands Association,1074382679-01,2021-03-05,1,0,1,438,Recital 49,recital,IMCO,0.874845,"The amendment removes the qualifying clause ""that does not exceed what is necessary"" from the data retention period, leaving only ""a reasonable period of time"" as the standard for how long online platforms must store trader information.",NOISE,"The organisation's position focuses on expanding ""Know Your Business Customer"" verification obligations beyond platforms to all digital intermediaries, and on ""stay down"" mechanisms — not on the duration or limits of data retention. The specific change made by the amendment (removing the ""does not exceed what is necessary"" qualifier on retention periods) is not addressed in any directional way by the organisation's text, making this a subject mismatch rather than a genuine positional connection.",1,False
AIM - European Brands Association,1074382679-01,2021-03-05,1,0,1,434,Recital 49,recital,IMCO,0.872651,"The amendment expands the traceability obligation beyond online platforms and traders to cover all providers of intermediary services (including domain name registrars, hosting providers, CDNs, proxy providers, online marketplaces, payment service providers, and advertising service providers) and their business customers, and also adds a verification right for intermediary service providers themselves.",ALIGNED,"The organisation explicitly argued that the ""Know Your Business Customer"" obligation should not be limited to platforms and traders alone, but should extend to ""any digital intermediaries,"" specifically naming domain name registrars, web hosting providers, marketplaces, and online advertisers — precisely the categories the amendment adds. The amendment directly responds to this specific advocacy by broadening the scope of traceability obligations to all providers of intermediary services.",1,False
AIM - European Brands Association,1074382679-01,2021-03-05,1,0,1,283,Recital 23,recital,IMCO,0.868293,"The amendment adds a sentence requiring hosting service providers that are held liable (due to presenting information in a misleading way) to ensure they have a right of redress against the trader actually responsible, if not already provided for in their terms of use.",NOISE,"The organisation's position focuses on ""stay down"" mechanisms, trader identity verification, and ""Know Your Business Customer"" obligations — none of which relate to the amendment's specific addition of a redress/recourse right for liable hosting providers against traders. The org text does not express any directional stance on the question of platforms' right of redress against traders, making this a subject mismatch rather than an aligned or opposing position.",1,False
AIM - European Brands Association,1074382679-01,2021-03-05,1,0,1,282,Recital 23,recital,IMCO,0.86755,"The amendment adds clarifying language specifying that the liability exemption is lost where an online platform fails to clearly display the trader's identity, withholds identity or contract details until after contract conclusion, or markets products in its own name rather than the trader's name.",ALIGNED,"AIM explicitly advocates that consumers should know the identity of the trader they are contracting with online, and that platforms should collect and verify trader identity information and make it available to consumers. The amendment directly responds to this by clarifying that platforms lose liability protection when they fail to clearly display trader identity — precisely the direction AIM advocated for.",1,False
AIM - European Brands Association,1074382679-01,2021-03-05,1,0,1,436,Recital 49,recital,IMCO,0.865606,"The amendment narrows the scope of the traceability obligation from ""online platforms allowing consumers to conclude distance contracts with traders"" to ""online marketplaces,"" and removes ""distance contracts"" framing while keeping the core trader traceability requirement intact.",UNDETECTABLE,"AIM's position specifically advocates that verified trader contact details and identity should be provided to Law Enforcement Agencies and right holders, and that platforms should retain trader information beyond account termination — both of which relate to the substance of the traceability obligation. However, the amendment's key change is a scoping/terminology shift (from ""online platforms allowing consumers to conclude distance contracts"" to ""online marketplaces""), and AIM's text does not take a position on whether the obligation should be broader or narrower in scope, making it genuinely unclear whether this directional change satisfies, contradicts, or is neutral to their advocacy.",1,False
