organisation,transparency_reg_id,source_type,preproposal_meetings_total,preproposal_meetings_commission,preproposal_meetings_ep,article_type,article_number,article_title,similarity_score,provision_effect,label,reasoning,n_chunks,conflict
Confederation of Swedish Enterprise,,hys_feedback,0,0,0,article,29,Review,0.843104,"Requires the Commission to submit a review report evaluating the Directive's effectiveness and assessing whether thresholds, sector lists, annexes, and climate impact provisions need modification.",NOISE,"The organisation's text expresses general concern about the direction of sustainable corporate governance regulation and questions whether company law is the right vehicle, but does not take any specific position on review mechanisms, thresholds, sector lists, or the scope of a future review clause. The org text contains no substantive advocacy position that can be meaningfully connected to this specific review provision.",1,False
DIGITALEUROPE,64270747023-20,hys_feedback,0,0,0,article,8,Bringing actual adverse impacts to an end,0.867343,"Requires companies to take specific actions to bring actual adverse impacts to an end, including neutralising impacts, developing corrective action plans, seeking contractual assurances, making investments, supporting SMEs, and as a last resort suspending or terminating business relationships.",UNDETECTABLE,"DIGITALEUROPE advocates for a remediation approach aligned with UNGPs/UNGP31 with ""best efforts recognised,"" and prefers a business-to-business compliance obligation (like the Australian Modern Slavery Act) over liability, sanctions, and fines. Article 8 does establish a remediation framework with corrective action plans and proportionality considerations, which partially aligns with UNGP-style remediation, but it also imposes mandatory obligations including potential termination of business relationships — going beyond a ""best efforts"" standard. It is genuinely unclear whether the provision satisfies or contradicts the org's preferred approach, as it contains elements of both alignment (UNGP-style corrective plans, stakeholder consultation) and opposition (mandatory hard obligations rather than best-efforts compliance).",1,False
Danish Chamber of Commerce,0330934426-12,hys_feedback,0,0,0,article,13,Guidelines,0.856452,"Authorises the Commission to issue optional guidelines to support companies and Member State authorities in fulfilling due diligence obligations, including for specific sectors or adverse impacts.",ALIGNED,"The Danish Chamber of Commerce explicitly supports an EU-level due diligence initiative and notes that duties could be designed by building on existing authoritative guidelines (UN/OECD). Article 13 directly responds to this by empowering the Commission to issue guidelines — drawing on international bodies with expertise — to help companies fulfil their due diligence obligations, which aligns with the org's advocacy for a framework grounded in established international guidance.",1,False
Danish Chamber of Commerce,0330934426-12,hys_feedback,0,0,0,article,14,Accompanying measures,0.858939,"Requires Member States to set up support platforms for companies and SMEs in value chains, allows financial support for SMEs, and permits companies to rely on industry schemes and multi-stakeholder initiatives to fulfil due diligence obligations.",ALIGNED,"The Danish Chamber of Commerce explicitly advocates for giving due consideration to SMEs, alleviating their burdens, and addressing the risk of large companies passing due diligence obligations down the value chain to SMEs. Article 14 directly responds to these concerns by mandating dedicated support platforms with specific consideration for SMEs, allowing financial support for SMEs, and enabling companies to rely on industry schemes — all of which align with the org's position on limiting and alleviating burdens on SMEs in value chains.",2,False
Danish Chamber of Commerce,0330934426-12,hys_feedback,0,0,0,article,3,Definitions,0.846573,"Establishes a comprehensive set of definitions for key terms used throughout the Directive, including 'company', 'value chain', 'stakeholders', 'business relationship', 'adverse impact', and 'appropriate measure', among others.",NOISE,"The org text expresses general support for an EU-level due diligence initiative and references the roadmap's scope, but does not take any specific directional stance on how key terms should be defined. The provision is purely definitional in nature, and the org's position contains no specific advocacy regarding the definitions established in Article 3.",1,False
Danish Chamber of Commerce,0330934426-12,hys_feedback,0,0,0,article,5,Integrating due diligence into companies’ policies,0.846976,"Requires companies to integrate due diligence into all corporate policies, maintain a due diligence policy with specific elements (approach description, code of conduct, implementation processes), and update it annually.",ALIGNED,"The Danish Chamber of Commerce explicitly supports a new EU directive on due diligence requirements that would integrate due diligence into company strategies and policies, including mechanisms to implement and enforce due diligence — which is precisely what Article 5 establishes. The org's support for an EU-level initiative requiring companies to describe their due diligence processes and integrate them into corporate policies directly aligns with the provision's concrete requirements.",1,False
Danish Institute for Human Rights,257612138504-68,hys_feedback,0,0,0,article,25,Directors’ duty of care,0.855541,"Requires directors of in-scope companies to take into account sustainability matters — including human rights, climate change, and environmental consequences — when fulfilling their duty to act in the best interest of the company, and makes breach of this duty enforceable under Member State law.",OPPOSING,"The organisation explicitly argues that imposing a requirement on directors to have regard to sustainability and long-term interest is insufficient on its own, and that mandatory due diligence obligations should not be confined to directors' duty remedies. Article 25 does exactly what the organisation warns against — it addresses sustainability through a directors' duty of care framework — without going further to impose the legally-binding, UNGP-aligned due diligence action plan obligations the organisation specifically calls for.",1,False
Danish Institute for Human Rights,257612138504-68,hys_feedback,0,0,0,article,26,Setting up and overseeing due diligence,0.851718,"Requires Member States to ensure company directors are responsible for putting in place, overseeing, and reporting on due diligence actions, and for adapting corporate strategy to address identified adverse impacts.",ALIGNED,The organisation explicitly advocates that directors should be subject to legally binding obligations to develop and implement action plans addressing adverse impacts using a human rights due diligence methodology — directly matching the provision's requirement that directors be responsible for overseeing due diligence and adapting corporate strategy to address identified adverse impacts. The provision concretely delivers what the organisation asked for by placing mandatory due diligence responsibilities on directors.,1,False
Directors' Institute Finland,79238116273-93,hys_feedback,0,0,0,article,25,Directors’ duty of care,0.851867,"Requires directors of in-scope companies to take into account sustainability matters (including human rights, climate change, and environmental consequences) when fulfilling their duty to act in the best interest of the company, and makes breach of this duty subject to existing liability provisions.",OPPOSING,"The Directors' Institute Finland (DIF) explicitly argues that introducing a duty of care requiring directors to consider stakeholder/sustainability interests would be ""an impossible task"" and would ""seriously paralyse"" board decision-making. Article 25 does exactly what DIF opposed — it mandates that directors take sustainability matters into account as part of their duty of care, with liability consequences for breach.",1,False
European Association of Co-operative Banks (EACB),,hys_feedback,0,0,0,article,14,Accompanying measures,0.854942,"Requires Member States to set up support platforms for companies and SMEs in value chains, allows financial support for SMEs, and permits companies to rely on industry schemes and multi-stakeholder initiatives to fulfil due diligence obligations.",ALIGNED,"The EACB explicitly advocates for limiting and alleviating the burden on SMEs through exemptions, simplified standards, and proportionality measures. Article 14 directly responds to this concern by requiring Member States to provide dedicated support infrastructure for SMEs, allowing financial support for SMEs, and enabling companies to rely on industry schemes to ease compliance — all concrete measures aimed at reducing the burden on SMEs in value chains.",1,False
European Association of Co-operative Banks (EACB),,hys_feedback,0,0,0,article,26,Setting up and overseeing due diligence,0.857637,"Requires Member States to ensure that company directors are personally responsible for putting in place, overseeing, and adapting corporate strategy based on due diligence actions, including reporting to the board of directors.",ALIGNED,"The EACB explicitly shares the Commission's view that directors should take account of human rights, environmental, and climate interests in corporate decisions alongside shareholder interests — directly aligning with Article 26's imposition of directors' duties for due diligence oversight and corporate strategy adaptation. While the org also advocates for limiting the personal scope to NFRD-covered companies (an SME carve-out concern), its substantive position on directors' duties is clearly supportive of the mechanism Article 26 establishes.",1,False
European Center for Constitutional and Human Rights,,hys_feedback,0,0,0,article,15,Combating climate change,0.85048,"Requires companies to adopt a climate transition plan compatible with the Paris Agreement (1.5°C), identify climate-related risks/impacts, include emission reduction objectives where climate is a principal risk, and link variable remuneration to fulfilment of these obligations.",NOISE,"The org text is a reproduction of the Inception Impact Assessment header and background context, describing the political and regulatory landscape around sustainable corporate governance without expressing any specific directional advocacy position. It contains no concrete ask or stance on climate transition plans, emission reduction objectives, or remuneration linkage that could be evaluated against the provision.",1,False
European Center for Constitutional and Human Rights,,hys_feedback,0,0,0,article,29,Review,0.842412,"Requires the Commission to submit a review report 7 years after entry into force, evaluating the Directive's effectiveness and assessing whether thresholds, sector lists, annexes, and climate impact provisions need modification.",NOISE,"The organisation's text discusses preliminary impact assessments, cost estimates, governance arrangements, and the need for coherent legislative design — it does not express any specific advocacy position on a review mechanism, its timing, or the specific criteria (thresholds, sector lists, climate impacts) that Article 29 addresses. The org text is largely background/analytical in nature with no directional stance on a review clause.",1,False
European Coalition for Corporate Justice (ECCJ),48872621093-60,hys_feedback,1,0,1,article,10,Monitoring,0.860484,"Requires companies to periodically assess their own operations, subsidiaries, and established business relationships to monitor the effectiveness of their due diligence measures, at least every 12 months, and update their due diligence policy accordingly.",ALIGNED,"The org explicitly advocates for mandatory due diligence requiring companies to identify, prevent, cease, mitigate, and account for adverse impacts across global value chains, including assessing the drivers of risk in supply chains and the impact of purchasing practices. Article 10 directly establishes a periodic monitoring and assessment obligation covering exactly these elements — effectiveness of identification, prevention, mitigation, and minimisation of human rights and environmental adverse impacts across operations, subsidiaries, and business relationships — which is a concrete legislative action in the direction the org advocated for.",1,False
European Coalition for Corporate Justice (ECCJ),48872621093-60,hys_feedback,1,0,1,article,18,Powers of supervisory authorities,0.848591,"Establishes powers and resources for supervisory authorities to investigate, inspect, and enforce compliance with due diligence obligations, including ordering cessation of infringements, imposing sanctions, and adopting interim measures.",ALIGNED,"ECCJ explicitly advocates for a mandatory due diligence law under which victims could challenge corporate failures before judicial and administrative authorities, barriers to justice would be removed, and companies could be held liable for harm. Article 18 directly delivers on this by establishing supervisory authority powers to investigate breaches, order remedial action, impose sanctions, and ensure effective judicial remedies — concrete enforcement mechanisms that align with ECCJ's call for administrative accountability and access to justice under a mandatory due diligence framework.",1,False
European Coalition for Corporate Justice (ECCJ),48872621093-60,hys_feedback,1,0,1,article,22,Civil liability,0.86791,"Establishes civil liability for companies that fail to comply with due diligence obligations under Articles 7 and 8, where that failure leads to damage from adverse human rights or environmental impacts, including in indirect business relationships in the value chain.",ALIGNED,"The org explicitly advocates for a mandatory due diligence law under which companies like Boliden could be held liable for harm arising from failures to conduct adequate due diligence in their value chains, and barriers to justice for victims would be removed. Article 22 directly delivers this by establishing civil liability for companies that fail their due diligence obligations, enabling victims to seek redress — precisely the mechanism the org called for.",1,False
European Coalition for Corporate Justice (ECCJ),48872621093-60,hys_feedback,1,0,1,article,4,Due diligence,0.884887,"Requires Member States to ensure companies conduct human rights and environmental due diligence by integrating it into policies, identifying adverse impacts, preventing/mitigating them, establishing complaints procedures, monitoring effectiveness, and publicly communicating on due diligence.",ALIGNED,"The org explicitly advocates for an EU-wide mandatory human rights and environmental due diligence law that would oblige companies to identify, prevent, cease, and mitigate adverse impacts in their global value chains — precisely what Article 4 establishes. The provision directly delivers the mandatory due diligence obligations the org called for, including the specific actions (identifying, preventing, mitigating adverse impacts) that the org argued should be legally required.",1,False
