organisation,transparency_reg_id,source_date,meetings_total,meetings_commission,meetings_ep,amendment_number,target_element,target_type,committee,similarity_score,provision_effect,label,reasoning,n_chunks,conflict
The Danish Chamber of Commerce,0330934426-12,2025-05-05,2,0,2,989,Article 20 – paragraph 1 b (new),article,SANT,0.860331,"The amendment inserts a new provision requiring stockpiling measures to minimise waste and environmental impact, apply a 'first in, first out' principle, promote shelf-life extension studies, and mandates the Commission to develop guidelines on sustainable stockpiling practices.",UNDETECTABLE,"The Danish Chamber of Commerce explicitly opposes national stockpiling obligations as ineffective and unsustainable, and advocates for proportionality and avoiding unnecessary burdens on industry. The amendment does not expand or mandate stockpiling obligations but rather adds sustainability and waste-reduction conditions to any stockpiling that does occur. While the org's concern about stockpiling is related, it is genuinely unclear whether this amendment — which neither mandates stockpiling nor removes it, but only governs how it is conducted — satisfies, contradicts, or is neutral to the org's position against stockpiling obligations.",1,False
The Danish Chamber of Commerce,0330934426-12,2025-05-05,2,0,2,1015,Article 20 – paragraph 2 d (new),article,SANT,0.850102,"The amendment inserts a new requirement that stockpiling measures minimise waste and environmental impact, and tasks the Commission with developing guidelines on sustainable stockpiling practices.",UNDETECTABLE,"The Danish Chamber of Commerce explicitly opposes national stockpiling obligations as ineffective and unsustainable, and advocates for proportionality and avoiding unnecessary burdens on industry. The amendment does not expand or mandate stockpiling obligations but rather adds sustainability/environmental conditions to any stockpiling that does occur. While the org's scepticism of stockpiling is related, it is genuinely unclear whether this sustainability-focused amendment satisfies, contradicts, or is simply orthogonal to their core concern about stockpiling obligations themselves.",1,False
The Danish Chamber of Commerce,0330934426-12,2025-05-05,2,0,2,1280,Article 29 – paragraph 3,article,SANT,0.84864,"The amendment replaces a case-by-case confidentiality assessment process with a blanket strict confidentiality regime for supply chain data, restricts its use to shortage prevention/health emergency preparedness, and adds a requirement that the mechanism be governed in a technologically and competitively neutral manner.",NOISE,"The organisation's matched text focuses on supply chain diversification, stockpiling, and avoiding administrative burdens on industry — it does not express any specific directional stance on how confidentiality of supply chain data should be handled or governed. The general concern about avoiding unnecessary burdens is too broad to constitute a specific advocacy position aligned with or opposing the amendment's particular changes to the confidentiality regime.",1,False
The Danish Chamber of Commerce,0330934426-12,2025-05-05,2,0,2,1273,Article 29 – paragraph 2,article,SANT,0.850477,"The amendment replaces a general aim to avoid duplication of information with a stronger obligation for the EMA and Commission to make full use of already-available data and limit supplementary information requests to what is necessary, thereby more concretely reducing administrative burden on economic operators.",ALIGNED,"The Danish Chamber of Commerce explicitly advocates that ""existing data sources should be fully utilized to reduce reporting burdens"" and expresses concern about additional administrative burdens on industry, urging proportionality in regulatory design. The amendment directly operationalises this position by mandating full use of already-available information and restricting supplementary requests to what is strictly necessary, moving in precisely the direction the organisation advocated for.",1,False
The Danish Chamber of Commerce,0330934426-12,2025-05-05,2,0,2,1275,Article 29 – paragraph 2,article,SANT,0.847056,The amendment strengthens the original obligation to avoid duplication by specifying concrete mechanisms: maximising use of already-submitted data and leveraging existing tools such as EMVS and ESMP.,ALIGNED,"The Danish Chamber of Commerce explicitly advocates for fully utilising existing data sources (specifically naming the EMVO/EMVS database as underutilised) to reduce reporting burdens on industry, which is precisely what the amendment operationalises by mandating use of already-submitted data and existing tools like EMVS and ESMP. The organisation's position is specific enough — naming the same system and the same rationale (reducing administrative burden, avoiding duplication) — that the amendment directly responds to their advocacy.",1,False
The Danish Chamber of Commerce,0330934426-12,2025-05-05,2,0,2,1276,Article 29 – paragraph 2,article,SANT,0.845068,"The amendment expands the obligation to avoid duplication to include the Agency, and specifies that this should be achieved by reusing data already submitted by marketing authorisation holders, citing existing systems like EMVS and ESMP as examples.",ALIGNED,"The Danish Chamber of Commerce explicitly advocates for fully utilizing existing data sources (specifically mentioning the EMVO database) to reduce reporting burdens on industry and improve efficiency in data exchange with authorities. The amendment directly responds to this by mandating the reuse of already-submitted data via existing systems (EMVS, ESMP) to avoid duplication, which is precisely the direction the organisation advocated for.",1,False
The Danish Chamber of Commerce,0330934426-12,2025-05-05,2,0,2,426,Article 1 – paragraph 1,article,SANT,0.84178,"The amendment inserts a new objective into the Regulation explicitly supporting EU competitiveness, simplification, innovation in the research-based pharmaceutical sector, and proportionate measures avoiding unintended consequences on supply and accessibility of critical medicinal products.",ALIGNED,"The Danish Chamber of Commerce explicitly advocates for ""a permanently attractive and innovation-friendly environment for pharmaceutical research, development, and production within the EU"" and calls for proportionate, carefully assessed measures given the complexity of the sector. The amendment directly inserts objectives around competitiveness, innovation, and proportionate evidence-based measures — precisely the direction the organisation advocates for.",1,False
European Society for Medical Oncology (ESMO),947929324977-41,2025-06-11,2,0,2,855,Article 18 – paragraph 1,article,SANT,0.881474,"The amendment strengthens the procurement criteria by making multi-winner approaches mandatory where feasible and elevating non-price criteria to be the ""primary consideration"" and ""main basis"" for award decisions, while also adding social, environmental, and sustainable manufacturing standards — going beyond the original's softer language of applying ""procurement requirements other than price-only award criteria.""",ALIGNED,"ESMO explicitly advocates to ""mandate the use of non-price criteria in public procurement, such as supply reliability, EU-based production, and environmental and social standards,"" calling for these to be mandatory and to move away from the ""lowest-price-only model."" The amendment directly responds to this by making non-price criteria the primary and main basis for award decisions and adding social/environmental/sustainable manufacturing standards, aligning precisely with ESMO's directional advocacy.",1,False
European Society for Medical Oncology (ESMO),947929324977-41,2025-06-11,2,0,2,858,Article 18 – paragraph 1,article,SANT,0.878743,"The amendment adds a requirement for multi-winner procurement approaches (where feasible), explicitly includes expensive cancer and rare disease therapies in the scope of non-price procurement criteria, and introduces a price adjustment mechanism for multiannual or unilaterally prolonged contracts.",ALIGNED,"ESMO explicitly advocates for mandating non-price criteria in public procurement for oncology medicines listed as critical or vulnerable, strengthening joint procurement mechanisms for oncology and rare disease medicines, and moving away from lowest-price-only models — all of which the amendment directly advances by adding multi-winner approaches, explicitly including expensive cancer and rare disease therapies, and introducing price adjustment mechanisms. The amendment's direction closely mirrors ESMO's specific directional asks regarding oncology procurement reform.",1,False
European Society for Medical Oncology (ESMO),947929324977-41,2025-06-11,2,0,2,860,Article 18 – paragraph 1,article,SANT,0.878544,"The amendment adds a ""resilience criterion based on the share of added value achieved in the Union"" (including final formulation, quality control, and packaging) to the list of permissible non-price procurement requirements for critical medicinal products.",ALIGNED,"ESMO explicitly advocates for mandating non-price criteria in public procurement ""such as supply reliability, EU-based production, and environmental and social standards,"" and calls for moving away from lowest-price-only models. The amendment directly responds to this by adding a Union-based added-value resilience criterion (i.e., EU-based production/manufacturing) to the permissible procurement requirements, which is precisely the direction ESMO advocated for.",1,False
European Society for Medical Oncology (ESMO),947929324977-41,2025-06-11,2,0,2,862,Article 18 – paragraph 1,article,SANT,0.875276,"The amendment adds ""environmental sustainability"" as a procurement criterion and expands supply chain transparency to explicitly include prices, while removing the standalone ""contract performance clauses"" reference (consolidating it), relative to the original text.",ALIGNED,"ESMO explicitly mandates the use of non-price criteria in public procurement including ""environmental and social standards,"" which directly corresponds to the amendment's addition of ""environmental sustainability"" as a procurement criterion. The amendment moves the original text in the direction ESMO advocated — expanding non-price criteria beyond supply reliability to include environmental standards — making this a clear alignment.",1,False
European Society for Medical Oncology (ESMO),947929324977-41,2025-06-11,2,0,2,867,Article 18 – paragraph 1,article,SANT,0.874288,"The amendment adds ""including price"" to the list of supply chain transparency obligations that contracting authorities may require, clarifying that price transparency is part of supply chain monitoring requirements.",UNDETECTABLE,"ESMO explicitly advocates for mandating non-price criteria in public procurement and moving away from lowest-price-only models, which aligns with the broader article's direction. However, the specific amendment adds ""including price"" to the transparency/monitoring clause — a narrow clarification about price transparency within supply chain monitoring — which is neither clearly what ESMO advocated for nor something they opposed. ESMO's position on price concerns award criteria, not supply chain price transparency, making the directional relationship genuinely ambiguous.",1,False
European Society for Medical Oncology (ESMO),947929324977-41,2025-06-11,2,0,2,272,Recital 15,recital,SANT,0.875385,"The amendment adds illustrative examples of critical medicine categories to the recital, explicitly naming oncology drugs as medicines critical for immediate survival alongside other categories like vaccines, painkillers, and antibiotics.",ALIGNED,"ESMO specifically and repeatedly advocates for oncology medicines to be explicitly recognised and prioritised within the Critical Medicines Act framework, including calls for oncology-specific criteria in the Union List and vulnerability assessment. The amendment directly responds to this by explicitly naming oncology drugs as a primary example of critical medicines essential for immediate survival, moving the text in exactly the direction ESMO advocated for.",1,False
European Society for Medical Oncology (ESMO),947929324977-41,2025-06-11,2,0,2,270,Recital 15,recital,SANT,0.867528,"The amendment adds requirements for a regular criticality assessment involving healthcare professionals, mandates that all therapeutic categories be considered in the Union list, and requires the EMA to publish a comprehensive list of available therapeutic alternatives.",ALIGNED,"ESMO specifically advocates for expanding the vulnerability/criticality assessment to consider real-world treatment consequences (including absence of therapeutic alternatives), embedding oncology-specific criteria in the assessment process, and involving clinical experts in prioritisation — all of which align with the amendment's additions of a regular criticality assessment involving healthcare professionals, consideration of all therapeutic categories, and publication of a list of therapeutic alternatives by EMA.",1,False
European Society for Medical Oncology (ESMO),947929324977-41,2025-06-11,2,0,2,271,Recital 15,recital,SANT,0.867499,"The amendment adds requirements for a regular criticality assessment complementing the Union list, mandates involvement of patient organisations (including women's health organisations) and healthcare professionals in that process, and specifies that the list must cover all therapeutic categories and be published by the EMA.",ALIGNED,ESMO specifically advocates for oncology-specific criteria to be embedded in the vulnerability/criticality assessment process and calls for collaboration with clinical experts and patient groups in guiding prioritisation — directly matching the amendment's addition of a regular criticality assessment involving healthcare professionals and patient organisations. The amendment's requirement that the Union list cover all therapeutic categories also aligns with ESMO's push to ensure oncology medicines are not excluded from the list.,1,False
European Society for Medical Oncology (ESMO),947929324977-41,2025-06-11,2,0,2,630,Article 5 – paragraph 1 a (new),article,SANT,0.845065,The amendment inserts a new provision explicitly listing oncology treatments among the therapeutic areas with known patterns of shortages to be prioritised under the Critical Medicines Coordination Group.,ALIGNED,"ESMO specifically and repeatedly advocates for oncology treatments to be explicitly recognised and prioritised as a critical therapeutic area within the Critical Medicines Act framework, including embedding oncology-specific criteria in vulnerability assessments and classification processes. The amendment directly responds to this by naming oncology treatments as one of the explicitly listed categories of medicinal products subject to known shortage patterns, moving in precisely the direction ESMO advocated for.",1,False
European Society for Medical Oncology (ESMO),947929324977-41,2025-06-11,2,0,2,503,Article 3 – paragraph 1 – point 5 b (new),article,SANT,0.842735,"The amendment inserts a new definition of 'critical medical countermeasures' as medicinal products whose insufficient supply causes serious harm to patients or medical personnel, as listed on the EU List of Medical Countermeasures for Priority Threats.",UNDETECTABLE,"ESMO supports the establishment of the Union List of Critical Medicines and advocates for oncology-specific criteria in vulnerability assessments, which is related to the subject matter of this definition. However, the amendment introduces a definition tied specifically to the 'EU List of Medical Countermeasures for Priority Threats' (a distinct list from the Union List of Critical Medicines), and it is genuinely unclear whether this new definition satisfies, contradicts, or is neutral to ESMO's specific advocacy for embedding oncology criteria in the classification process — the amendment's directional impact on ESMO's position cannot be determined from the available text.",1,False
European Society for Medical Oncology (ESMO),947929324977-41,2025-06-11,2,0,2,852,Article 18 – paragraph 1,article,SANT,0.881829,"The amendment expands the original procurement requirements by mandating multi-winner procurements designed around clinical and patient needs, requiring consultation with healthcare professionals and patient organisations, introducing qualitative criteria (patient impact, clinical value, environmental sustainability, innovation, supply chain robustness), and adding a price adjustment mechanism for multiannual contracts — strengthening and broadening the shift away from price-only tendering.",ALIGNED,"ESMO explicitly advocates for mandatory inclusion of security of supply and manufacturing resilience as weighted criteria, introduction of procurement scoring systems rewarding diversified supply chains, and a shift away from lowest-price-only tendering — all of which the amendment directly operationalises by adding qualitative criteria, multi-winner procurement, and consultation with clinical experts and patient organisations. The amendment moves the original text precisely in the direction ESMO advocated for, with sufficient specificity to confirm alignment.",1,False
European Society for Medical Oncology (ESMO),947929324977-41,2025-06-11,2,0,2,216,Recital 7,recital,SANT,0.869109,"The amendment replaces the word ""demand"" with ""needs"" when describing what patients require from the continuous supply of medicinal products, making no other substantive change.",NOISE,"The amendment makes only a minor terminological change — substituting ""demand"" with ""needs"" — with no substantive policy direction. ESMO's position focuses on supply chain resilience, procurement reform, and strategic investment for oncology medicines, and contains no advocacy position on this specific word choice or the conceptual distinction between patient ""demand"" and patient ""needs.""",1,False
European Society for Medical Oncology (ESMO),947929324977-41,2025-06-11,2,0,2,327,Recital 24,recital,SANT,0.868583,"The amendment adds ""environmental sustainability, including the use of green manufacturing technologies and minimisation of pharmaceutical waste"" as a procurement consideration under MEAT criteria, replacing the previous connector ""and"" before contract performance clauses.",NOISE,"ESMO's position focuses specifically on security of supply, diversified suppliers, manufacturing resilience, and joint procurement mechanisms for oncology medicines — there is no mention of environmental sustainability, green manufacturing technologies, or pharmaceutical waste minimisation. The amendment's specific directional change (adding environmental sustainability criteria to MEAT procurement requirements) is entirely absent from ESMO's advocacy, making this a subject mismatch rather than an aligned or opposing stance.",1,False
European Society for Medical Oncology (ESMO),947929324977-41,2025-06-11,2,0,2,793,Article 16 – paragraph 1 a (new),article,SANT,0.859938,"The amendment inserts a new provision establishing a Critical Medicines Security Fund (CSMF) under the 2028–2034 Multiannual Financial Framework, to be implemented in coordination with other EU programmes including EU4Health, Horizon Europe, and others.",ALIGNED,"ESMO explicitly and specifically advocates for the creation of a dedicated funding stream within the 2028–2034 MFF for critical medicine security, including a ring-fenced EU funding line for oncology medicines, and calls for coordination with EU4Health and Horizon Europe — precisely what this amendment establishes. The organisation's position is directionally specific and the amendment responds directly to it.",1,False
European Society for Medical Oncology (ESMO),947929324977-41,2025-06-11,2,0,2,319,Recital 22 a (new),recital,SANT,0.8507,"The amendment inserts a new recital calling on the Commission to establish a Critical Medicines Fund as part of the post-2027 Multiannual Financial Framework, where no such provision existed before.",ALIGNED,"ESMO explicitly and specifically advocates for the creation of a dedicated funding stream in the 2028-2034 MFF (post-2027) for critical medicine security, including a ring-fenced EU funding line encompassing essential oncology medicines. The amendment directly responds to this position by calling for the establishment of a Critical Medicines Fund within the post-2027 MFF, moving in precisely the direction ESMO advocated.",1,False
European Society for Medical Oncology (ESMO),947929324977-41,2025-06-11,2,0,2,317,Recital 22 a (new),recital,SANT,0.850548,The amendment inserts a new recital calling for the 2028-2034 Multiannual Financial Framework to include a dedicated 'Health security and preparedness fund' with a budget allocation of at least 5 billion EUR to expand production capacity and enhance supply security for critical medicinal products.,ALIGNED,"ESMO explicitly advocates for the creation of a dedicated, ring-fenced funding stream within the 2028-2034 MFF for critical medicine security, arguing that the existing interim budget is far too small and that robust, dedicated EU funding instruments are needed. The amendment directly responds to this position by inserting a recital establishing exactly such a dedicated fund (at least €5 billion) within the 2028-2034 MFF, moving in the precise direction ESMO advocated.",1,False
European Society for Medical Oncology (ESMO),947929324977-41,2025-06-11,2,0,2,792,Article 16 – paragraph 1 a (new),article,SANT,0.849506,"The amendment inserts a new provision linking financing of strategic projects under the Regulation to the 2028–2034 MFF under a health/biotechnology/bioeconomy heading, and allows for the establishment of a dedicated Critical Medicines Security Fund (CMSF) under that MFF.",ALIGNED,"ESMO explicitly advocates for ""creation of a dedicated funding stream in the 2028–2034 MFF"" with a ""ring-fenced EU funding line for critical medicine security,"" which directly corresponds to the amendment's insertion of MFF 2028–2034 financing provisions and the potential establishment of a dedicated Critical Medicines Security Fund. The amendment moves precisely in the direction ESMO advocated — securing dedicated, structured EU funding for critical medicines within the next MFF cycle.",1,False
European Society for Medical Oncology (ESMO),947929324977-41,2025-06-11,2,0,2,796,Article 16 – paragraph 1 a (new),article,SANT,0.844706,The amendment inserts a new provision establishing a Critical Medicines Security Fund (CSMF) under the 2028–2034 Multiannual Financial Framework within the Competitiveness Pillar to support the regulation's objectives.,ALIGNED,"ESMO explicitly and specifically advocates for ""the establishment of a ring-fenced EU funding line for critical medicine security"" within the ""2028-2034 Multiannual Financial Framework (MFF)"" — directly matching the amendment's creation of the CSMF under the 2028–2034 MFF. The organisation's position is directionally specific and the amendment responds precisely to it.",1,False
European Society for Medical Oncology (ESMO),947929324977-41,2025-06-11,2,0,2,808,Article 16 – paragraph 2 a (new),article,SANT,0.841388,"The amendment inserts a new provision explicitly allowing Union funding (including EU4Health, Horizon Europe, Digital Europe, and Cohesion Funds) to support joint procurement procedures under the Act.",ALIGNED,"ESMO specifically advocates for mobilising EU4Health, Horizon Europe, and the Cohesion Funds in a coordinated fashion to support oncology medicine supply chains, and for co-financing joint procurement frameworks — precisely the direction the amendment takes by inserting a provision enabling Union funding from those exact programmes to support procurement procedures. The organisation's position is specific enough (naming the same funding instruments and calling for co-financing of joint procurement) that the amendment clearly responds to it.",1,False
European Society for Medical Oncology (ESMO),947929324977-41,2025-06-11,2,0,2,809,Article 16 – paragraph 2 a (new),article,SANT,0.840528,"The amendment inserts a new provision explicitly enabling Union funding (including EU4Health, Horizon Europe, Digital Europe, and the Cohesion Fund) to support joint procurement procedures under the legislative proposal.",ALIGNED,"ESMO explicitly advocates for mobilising EU4Health, Horizon Europe, and the Cohesion Funds in a coordinated fashion to support procurement frameworks and co-financing mechanisms — precisely the programmes and purpose named in the amendment. The amendment directly responds to ESMO's specific call for these funding instruments to be made available for procurement support.",1,False
European Society for Medical Oncology (ESMO),947929324977-41,2025-06-11,2,0,2,183,Recital 1 a (new),recital,SANT,0.859566,The amendment inserts a new recital requiring the Critical Medicines Act to contribute to EU gender equality commitments and gender mainstreaming obligations under Article 8 TFEU.,NOISE,"ESMO's position is a general concluding statement reiterating support for the Critical Medicines Act and urging oncology-specific, patient-centred implementation. It expresses no directional stance on gender equality or gender mainstreaming, making it impossible to assess alignment with this amendment's specific insertion.",1,False
Standing Committee of European Doctors (CPME),9276943405-41,2025-06-20,2,0,2,1262,Article 28 – paragraph 1 – point a,article,SANT,0.866521,"The amendment expands the scope of the Critical Medicines Act's title to include ""critical medical countermeasures"" and ""medical countermeasures of common interest"" alongside critical medicinal products.",NOISE,"The CPME's position focuses on medicine shortages, supply chain vulnerabilities, and alignment of national and European shortage monitoring registries. It does not express any specific directional stance on whether medical countermeasures should be included within the scope of the Critical Medicines Act. Their text is general support for the initiative without advocating for or against the expansion to cover medical countermeasures.",1,False
Standing Committee of European Doctors (CPME),9276943405-41,2025-06-20,2,0,2,1128,Article 25 – paragraph 2,article,SANT,0.853313,"The amendment upgrades the Agency from observer status to full member of the Critical Medicines Group, adds two MEPs and patient association representatives as members, and allows occasional participation of other stakeholders, replacing the original observer-only role for the Agency.",NOISE,"The CPME text focuses on medicine shortages, national registries, and alignment with EMA monitoring platforms. It contains no specific advocacy position on the composition or membership structure of the Critical Medicines Group, nor on the inclusion of MEPs, patient representatives, or the Agency's role within it. The matched text amounts to general background and a welcome of the proposal without any directional stance on governance membership.",1,False
Standing Committee of European Doctors (CPME),9276943405-41,2025-06-20,2,0,2,1138,Article 25 – paragraph 2,article,SANT,0.849078,"The amendment specifies that the Commission is represented by DG HERA in the Critical Medicines Group, and adds the European Parliament as an observer alongside the Agency.",NOISE,"The CPME's position text focuses on medicine shortages, supply chain vulnerabilities, and alignment of national and European monitoring registries. It contains no substantive advocacy position on the composition of the Critical Medicines Group, the role of DG HERA, or the European Parliament's observer status — the specific changes made by this amendment.",1,False
Standing Committee of European Doctors (CPME),9276943405-41,2025-06-20,2,0,2,1136,Article 25 – paragraph 2,article,SANT,0.849073,"The amendment adds a sentence requiring the Critical Medicines Group to ensure participation of other parties as observers, particularly the European Parliament, beyond the existing observer status of the Agency.",NOISE,"The CPME's text focuses on medicine shortages, supply chain vulnerabilities, and alignment of national and European monitoring registries. It contains no substantive advocacy position on the composition or observer membership of the Critical Medicines Group, nor on the European Parliament's participation in it. The matched text amounts to general background and welcome of the proposal without any directional stance on governance structure.",1,False
Standing Committee of European Doctors (CPME),9276943405-41,2025-06-20,2,0,2,1130,Article 25 – paragraph 2,article,SANT,0.848035,"The amendment adds healthcare professional organisations (and patient/consumer organisations) as full members of the Critical Medicines Group, and grants the Parliament observer status, whereas the original only had Member States and the Commission as members with the Agency as observer.",ALIGNED,"CPME explicitly represents healthcare professionals and states it is committed to contributing the medical profession's point of view to EU policy-making, including on the Critical Medicines Act. The amendment directly responds to this by granting healthcare professional organisations full membership in the Critical Medicines Group, which is precisely the kind of formal inclusion in EU decision-making that CPME advocates for. The org's position is specific enough — it is a healthcare professional body seeking a seat at the table on this regulation — that the amendment's direction clearly aligns with their advocacy.",1,False
Standing Committee of European Doctors (CPME),9276943405-41,2025-06-20,2,0,2,1009,Article 20 – paragraph 2 b (new),article,SANT,0.877524,"The amendment inserts a new obligation requiring Member States to coordinate national stockpiles of critical medicines with the ESMP and a Union-wide stockpiling coordination mechanism, ensuring complementarity, avoiding duplication, and contributing to a coherent EU-wide supply security approach.",ALIGNED,"CPME explicitly advocates that ""the European system should be closely aligned with the national registries and avoid duplication,"" which directly corresponds to the amendment's requirement that national stockpiling be coordinated with the ESMP and designed to avoid duplications and ensure complementarity across Member States. The amendment moves precisely in the direction CPME advocated for.",1,False
Standing Committee of European Doctors (CPME),9276943405-41,2025-06-20,2,0,2,1276,Article 29 – paragraph 2,article,SANT,0.869396,"The amendment expands the obligation to avoid duplication to include the Agency (EMA) alongside the Commission and national authorities, and specifies that this should be achieved by reusing data already submitted by marketing authorisation holders, citing the EMVS and ESMP as examples.",ALIGNED,"CPME explicitly calls for the European system (including ESMP) to be ""closely aligned with the national registries and avoid duplication,"" which directly corresponds to the amendment's direction of strengthening the anti-duplication obligation by specifying the use of already-submitted data via platforms like the ESMP. The organisation's position is specific enough — naming ESMP and advocating against duplication — that the amendment clearly responds to it.",1,False
Standing Committee of European Doctors (CPME),9276943405-41,2025-06-20,2,0,2,1277,Article 29 – paragraph 2,article,SANT,0.868962,"The amendment expands the obligation to avoid duplication to include the Agency (EMA) alongside the Commission and national authorities, and adds a specific mechanism — maximising use of data already submitted by marketing authorisation holders via the European Shortages Monitoring Platform (ESMP).",ALIGNED,"CPME explicitly highlights the ESMP and calls for the European system to be ""closely aligned with the national registries and avoid duplication,"" which is precisely what the amendment operationalises by requiring maximisation of already-submitted data through the ESMP to avoid duplication. The organisation's position is specific and directionally consistent with what the amendment adds.",1,False
