organisation,transparency_reg_id,source_date,meetings_total,meetings_commission,meetings_ep,amendment_number,target_element,target_type,committee,similarity_score,provision_effect,label,reasoning,n_chunks,conflict
Allgemeiner Deutscher Automobil-Club e.V.,02452103934-97,2023-11-13,2,0,2,1454,Article 37 – paragraph 1,article,CJ45,0.854414,"The amendment narrows the seller's obligation to demonstrate non-ELV status to only when requested by the potential buyer, allows a valid roadworthiness certificate as proof, and exempts transfers between private individuals — removing the parallel obligation toward competent authorities that existed in the original.",OPPOSING,"ADAC explicitly argued that the original ""or"" wording (seller demonstrates to buyer OR authorities) was too weak and suggested replacing it with ""and"" to require proof toward both the buyer AND the competent authorities, in order to ensure comprehensive vehicle control. The amendment moves in the opposite direction: it removes the obligation toward authorities entirely and makes even the buyer-facing obligation conditional on a request, which directly contradicts ADAC's stated position for stronger, not weaker, mandatory disclosure requirements.",1,False
Allgemeiner Deutscher Automobil-Club e.V.,02452103934-97,2023-11-13,2,0,2,1457,Article 37 – paragraph 1,article,CJ45,0.843342,"The amendment adds ""holdership or"" before ""ownership"" in the first sentence, extending the obligation to demonstrate a vehicle is not an end-of-life vehicle to transfers of holdership, not just ownership transfers.",UNDETECTABLE,"The ADAC's position focuses on the distinction between the seller's obligations toward buyers versus authorities (suggesting ""and"" instead of ""or""), the burden of proof, and who qualifies as the responsible party — but does not specifically address whether the provision should cover ""holdership"" in addition to ""ownership."" While the justification references the German registration system's distinction between owner and holder (which is a concept ADAC implicitly engages with by referring to ""Letzthalter""), ADAC's text does not clearly advocate for or against extending the scope to holdership transfers, making the directional alignment genuinely ambiguous.",1,False
Allgemeiner Deutscher Automobil-Club e.V.,02452103934-97,2023-11-13,2,0,2,1452,Article 37,article,CJ45,0.846334,"The amendment keeps the original text unchanged but adds a justification arguing that the Annex I criteria for distinguishing used vehicles from end-of-life vehicles go too far and risk classifying repairable vehicles as end-of-life, thereby hindering intra-EU trade and infringing on consumers' property rights — implicitly advocating for removal or narrowing of the Annex I reference.",UNDETECTABLE,"ADAC raises specific concerns about Article 37's burden of proof, the breadth of the ELV classification criteria, and the risk of misclassifying repairable or newer used vehicles — concerns that overlap thematically with the amendment's justification about Annex I going too far. However, ADAC's matched text focuses on procedural questions (who bears the burden of proof, who performs the technical assessment, costs) rather than clearly advocating for removing or narrowing the Annex I criteria as the amendment's justification does; the direction of ADAC's desired change relative to the original text remains genuinely ambiguous.",1,False
Allgemeiner Deutscher Automobil-Club e.V.,02452103934-97,2023-11-13,2,0,2,563,Article 3 – paragraph 1 – point 35 c (new),article,CJ45,0.850633,"The amendment inserts a new definition of 'vehicle of historical interest' (requiring at least 20 years since manufacture/first registration, type no longer in production, and preservation in original state) into the legislative text.",ALIGNED,"ADAC explicitly raises the question of whether Article 37 should apply to vehicles of historical interest (Oldtimer) and advocates for an exemption clause for such vehicles, noting the German definition requires 30 years and original-state preservation. The amendment responds directly to this concern by inserting a formal definition of 'vehicle of historical interest' — a necessary precondition for any such exemption — though it sets the threshold at 20 years rather than the 30 years under German law. The direction of change (introducing a definition to distinguish and potentially protect historical vehicles) clearly aligns with ADAC's expressed advocacy for recognising and carving out such vehicles from the regulation's obligations.",1,False
Allgemeiner Deutscher Automobil-Club e.V.,02452103934-97,2023-11-13,2,0,2,442,Article 2 – paragraph 2 – point d,article,CJ45,0.841538,"The amendment replaces the reference to the definition of ""vehicles of historical interest"" from Directive 2014/45/EU with a new definition within the Regulation itself, and explicitly extends the exemption to cover all parts, components, and spare parts necessary for their maintenance to preserve their historical status.",ALIGNED,"ADAC explicitly advocated for an exemption for vehicles of historical interest (Oldtimer) and their parts from the obligations in Article 37, suggesting language such as ""Diese Vorschrift gilt nicht für Fahrzeuge von historischem Interesse und deren Teile."" The amendment directly responds to this by broadening the exemption to include not only the vehicles themselves but also ""all their parts, components and spare parts necessary for their maintenance activities,"" which closely mirrors ADAC's proposed wording and intent.",1,False
Allgemeiner Deutscher Automobil-Club e.V.,02452103934-97,2023-11-13,2,0,2,444,Article 2 – paragraph 2 – point d a (new),article,CJ45,0.84121,The amendment inserts a new exemption for vehicles of special cultural or historical interest (recognised by competent Member State authorities) from the scope of the relevant article.,ALIGNED,"ADAC explicitly advocated for an exemption for historically significant vehicles (""Oldtimer"") from Article 37's obligations, even suggesting example wording for such an exemption clause. The amendment directly responds to this by inserting exactly such an exemption for vehicles of special cultural or historical interest recognised by Member State authorities.",1,False
International Lead Association,311414214793-82,2023-11-22,1,0,1,645,Article 5 – paragraph 2,article,CJ45,0.878034,"The amendment shifts the restriction on lead, mercury, cadmium, and hexavalent chromium from applying to vehicle types at type-approval to applying to materials and components of vehicles put on the market, thereby extending the obligation to suppliers/component manufacturers rather than solely vehicle manufacturers.",NOISE,"The International Lead Association's position is specifically focused on removing battery substance restrictions entirely from the ELV Regulation and transferring them to the Batteries Regulation — not on whether the restriction applies at the vehicle type-approval level or at the materials/components level. The amendment's directional change (shifting compliance scope from vehicle manufacturers to materials and component suppliers) is entirely orthogonal to the org's advocacy, which concerns the regulatory instrument used (ELV vs. Batteries Regulation), not the supply chain level at which restrictions apply.",1,False
International Lead Association,311414214793-82,2023-11-22,1,0,1,256,Recital 17,recital,CJ45,0.876266,"The amendment adds a requirement that the Commission consult relevant experts and stakeholders before adopting delegated acts modifying or deleting exemptions, to ensure broader socioeconomic impacts are considered alongside human and environmental health impacts.",NOISE,"The ILA's position is specifically focused on removing battery substance restrictions entirely from the ELV Regulation's scope and transferring them to the Batteries Regulation — not on the consultation process or procedural requirements for adopting delegated acts. The amendment's direction (adding a stakeholder consultation requirement before delegated acts) is unrelated to the ILA's directional advocacy, making this a subject mismatch rather than a genuine positional connection.",1,False
International Lead Association,311414214793-82,2023-11-22,1,0,1,643,Article 5 – paragraph 2,article,CJ45,0.860393,"The amendment removes the reference to existing restriction frameworks (Annex XVII of REACH, Annexes I and II of POPs Regulation, and the Batteries Regulation) and shifts the heavy metal ban obligation from vehicle manufacturers alone to also cover materials and components put on the market, restoring supply chain accountability.",UNDETECTABLE,"The ILA's position focuses on the interaction between the ELV Regulation and the Batteries Regulation — specifically arguing that batteries are already comprehensively regulated under the Batteries Regulation and should not be doubly restricted under the ELV framework. The amendment's key change is about restoring shared supply chain responsibility (materials and components) rather than about the relationship with the Batteries Regulation. While there is a genuine topical connection (heavy metal restrictions in vehicles and the role of the Batteries Regulation), it is genuinely unclear whether the amendment's direction — removing the cross-reference to the Batteries Regulation while extending obligations to material/component suppliers — satisfies, contradicts, or is orthogonal to ILA's specific concern about double regulation of batteries.",1,False
International Lead Association,311414214793-82,2023-11-22,1,0,1,669,Article 5 – paragraph 8,article,CJ45,0.858065,"The amendment removes the word ""human"" from ""human health,"" broadening the health consideration to health generally (potentially including animal health) rather than specifically human health.",NOISE,"The organisation's text does not express any directional stance on whether health considerations in the delegated act criteria should be limited to ""human health"" or broadened to ""health"" generally. Their position focuses on the overlap between the ELV Regulation and the Batteries Regulation regarding substance restrictions, not on the scope of health terminology in the delegated act criteria. An organisation with the opposite view on this specific wording change could produce identical advocacy text.",1,False
International Lead Association,311414214793-82,2023-11-22,1,0,1,648,Article 5 – paragraph 2,article,CJ45,0.85643,"The amendment removes the cross-references to Annex XVII of REACH, Annexes I and II of the POPs Regulation, and the Batteries Regulation from the restriction on lead, mercury, cadmium, and hexavalent chromium in new vehicle types, leaving the prohibition as a standalone rule without those regulatory linkages.",UNDETECTABLE,"The ILA's position specifically argues that the Batteries Regulation (EU) 2023/1542 already comprehensively regulates battery substances and should not be duplicated by the ELV Regulation — which is directly relevant to the removal of the cross-reference to the Batteries Regulation in the amendment. However, the amendment also removes the cross-references to REACH and the POPs Regulation, and it is genuinely unclear whether the ILA would support this broader delinking or only the removal of the Batteries Regulation reference specifically. The direction of the amendment partially aligns with the ILA's concern but the full scope of the change makes the overall alignment ambiguous.",1,False
International Lead Association,311414214793-82,2023-11-22,1,0,1,298,Recital 24,recital,CJ45,0.876637,"The amendment adds ""and their components"" after ""batteries"" in the recital, expanding the design-for-removal requirement to cover not just batteries but also their components.",NOISE,"The organisation's position is focused entirely on removing chemical/hazardous substance restrictions on battery substances from the ELV Regulation's scope (Article 5), arguing that the Batteries Regulation already covers this. The amendment concerns expanding design-for-removal requirements to include battery components — a completely different subject on which the organisation expresses no directional stance.",1,False
International Lead Association,311414214793-82,2023-11-22,1,0,1,295,Recital 24,recital,CJ45,0.875454,"The amendment adds explicit mention of ""battery packs"" alongside batteries and e-drive motors for removal/recycling design requirements, and introduces a new sentence encouraging the Commission to develop standards for design and assembly techniques that facilitate maintenance, repair, and repurposing of batteries and battery packs.",NOISE,"The organisation's position is focused exclusively on advocating for the removal of chemical/hazardous substance restrictions on battery substances from the ELV Regulation's scope (Article 5), arguing these should be governed solely by the Batteries Regulation. The amendment, by contrast, concerns design requirements for the removability of battery packs and encourages standards for battery maintenance, repair, and repurposing — a completely different subject. The org text contains no directional stance on design requirements or removability standards for batteries or battery packs.",1,False
International Lead Association,311414214793-82,2023-11-22,1,0,1,297,Recital 24,recital,CJ45,0.871339,The amendment adds requirements concerning access to technical and digital information (alongside existing design requirements) for new vehicle types to ensure batteries and e-drive motors can be removed and recycled.,NOISE,"The organisation's position is entirely focused on the removal of chemical/hazardous substance restrictions (specifically lead, cadmium, mercury, and hexavalent chromium) from the ELV Regulation's scope, arguing these should be governed solely by the Batteries Regulation. The amendment concerns adding information access requirements for batteries and e-drive motors — a completely unrelated subject to the org's advocacy.",1,False
International Lead Association,311414214793-82,2023-11-22,1,0,1,365,Recital 54,recital,CJ45,0.869859,"The amendment replaces the placeholder ""[OP: Batteries Regulation]"" with the actual citation ""2023/1542"", formally identifying the Batteries Regulation by its official number.",NOISE,"The amendment is a purely technical/editorial change that fills in the official regulation number (2023/1542) in place of a placeholder, making no substantive policy change. The organisation's position concerns whether battery substance restrictions should be removed from the ELV Regulation's scope entirely — a substantive policy direction that is unrelated to this clerical citation fix.",1,False
International Lead Association,311414214793-82,2023-11-22,1,0,1,372,Recital 57,recital,CJ45,0.866718,"The amendment adds a condition to the exclusion of electric vehicle batteries from essential parts, requiring the last owner to provide documentation proving the battery was handled by a professional operator in accordance with the Batteries Regulation.",NOISE,"The organisation's position is focused entirely on the chemical restrictions (lead, cadmium, mercury, hexavalent chromium) in Article 5 and the scope of the ELV Regulation relative to the Batteries Regulation — not on the conditions under which EV batteries may be excluded from essential parts for end-of-life vehicle handover. The amendment's subject matter (documentation requirements for battery second-life exclusions) is unrelated to the org's specific advocacy, making this a case of unrelated subjects.",1,False
International Lead Association,311414214793-82,2023-11-22,1,0,1,257,Recital 17 a (new),recital,CJ45,0.845684,The amendment inserts a new recital affirming that the Commission should have delegated powers to amend restrictions on substances in vehicles (including in end-of-life vehicles) to address unacceptable risks to human health or the environment.,OPPOSING,"The ILA explicitly requests that restrictions on battery substances be removed entirely from the scope of the ELV Regulation, arguing that the Batteries Regulation already adequately covers such risks. This new recital moves in the opposite direction by affirming and reinforcing the Commission's delegated authority to impose substance restrictions under the ELV framework, directly contradicting the ILA's position that such regulation should be consolidated solely under the Batteries Regulation.",1,False
Verband der Automobilindustrie e.V.,95574664768-90,2023-11-23,5,0,5,1477,Article 38 – paragraph 3 – point b d (new),article,CJ45,0.843732,"The amendment inserts a new provision deeming roadworthiness as proven for used vehicle export purposes if the technical inspection certificate was valid on the day of deregistration in the EU, even if it has since expired, provided the vehicle was not re-registered before export.",UNDETECTABLE,"The organisation advocates for clear criteria distinguishing used vehicles from end-of-life vehicles for export purposes and supports robust export controls, but does not take a specific directional stance on whether roadworthiness certificates should be deemed valid at the point of deregistration rather than at the point of export. While there is a genuine thematic connection to used vehicle export rules (Chapter V), it is unclear whether this specific relaxation of the roadworthiness inspection requirement aligns with or contradicts the org's position on ensuring environmentally sound exports.",1,False
Verband der Automobilindustrie e.V.,95574664768-90,2023-11-23,5,0,5,1476,Article 38 – paragraph 3 – point b c (new),article,CJ45,0.842698,"The amendment inserts a new provision establishing that roadworthiness is considered proven for export purposes if the vehicle held a valid roadworthiness test certificate (per Directive 2014/45/EU) on the day of deregistration in the Union, provided it was not re-registered before export.",ALIGNED,"The organisation explicitly advocates for clear criteria to distinguish used vehicles from end-of-life vehicles for export purposes, and calls for customs authorities to have a decision-support catalogue of criteria. The amendment directly responds to this by introducing a concrete, objective criterion (valid roadworthiness certificate at time of deregistration) to establish whether a vehicle qualifies as a roadworthy used vehicle for export, which is precisely the kind of clear, operationalizable criterion the organisation demanded.",1,False
Verband der Automobilindustrie e.V.,95574664768-90,2023-11-23,5,0,5,1474,Article 38 – paragraph 3 – point b a (new),article,CJ45,0.842483,"The amendment inserts a new provision establishing that roadworthiness is considered proven for used vehicle export purposes if the technical inspection certificate was valid at the time of deregistration in the EU, removing the need for reinspection before export.",UNDETECTABLE,"The organisation advocates for clear criteria distinguishing used vehicles from end-of-life vehicles for export purposes and supports customs authorities having tools to stop potentially harmful used vehicle exports — but does not take a specific directional stance on whether roadworthiness should be deemed proven by the deregistration-day certificate or whether reinspection before export should be required or waived. While there is a genuine thematic connection to used vehicle export rules, it is genuinely unclear whether this specific amendment (waiving reinspection requirements) aligns with or contradicts the org's position on ensuring environmentally sound exports.",1,False
Verband der Automobilindustrie e.V.,95574664768-90,2023-11-23,5,0,5,1506,Article 40 – paragraph 2 a (new),article,CJ45,0.845695,"The amendment inserts a new obligation requiring the Commission to designate used vehicle exports as a common priority control area under EU customs law, with common risk criteria and standards to be developed to support customs authorities.",ALIGNED,The organisation explicitly calls for customs authorities to have the ability to stop the export of potentially environmentally harmful used vehicles and for a catalogue of criteria to be provided to authorities as a decision-making tool. The amendment directly responds to this by making used vehicle exports a customs priority control area and mandating the development of common risk criteria and standards for customs authorities — precisely the mechanism the organisation advocated for.,1,False
Verband der Automobilindustrie e.V.,95574664768-90,2023-11-23,5,0,5,264,Recital 19,recital,CJ45,0.875488,"The amendment changes the mandatory plastic recycled content target from a single 25% target to a two-step approach: 20% at 48 months after entry into force, rising to 30% at 72 months, while also adding verification methodology requirements including third-party certification.",ALIGNED,"The organisation explicitly calls for ""realistic targets"" (""realistische Zielvorgaben"") and review clauses (""Überprüfungsklauseln"") for plastic recycled content, emphasising that targets must be technically feasible and economically achievable. The amendment's two-step phased approach (20% then 30%) with a gradual pathway directly responds to the industry's demand for realistic, staged targets with investment certainty, aligning with the org's advocacy for a more gradual and reviewable implementation framework rather than a single fixed 25% target.",1,False
Verband der Automobilindustrie e.V.,95574664768-90,2023-11-23,5,0,5,269,Recital 19,recital,CJ45,0.871317,The amendment raises the mandatory recycled plastic content target for new vehicles from 25% to 40% (and correspondingly raises the ELV-sourced share of that target from 25% to 40%).,OPPOSING,"The organisation explicitly calls for recycled plastic content quotas to be ""technically feasible and economically achievable"" (""technisch machbar und volkswirtschaftlich erreichbar""), advocates for a review clause due to supply constraints, and warns that quotas must reflect realistic market availability. Raising the target from 25% to 40% moves in the opposite direction — making the obligation more stringent — which directly contradicts the organisation's position that targets must remain realistic and achievable given limited recyclate supply.",1,False
Verband der Automobilindustrie e.V.,95574664768-90,2023-11-23,5,0,5,1357,Article 30 – paragraph 2 – subparagraph 1,article,CJ45,0.865034,"The amendment narrows the mandatory pre-shredding removal obligation by explicitly limiting it to components with reuse/remanufacturing/refurbishing potential, specifies which Annex VII entries are covered, and adds a condition that Part G criteria and limit values must also be met for the post-shredder technology exemption to apply.",ALIGNED,"The organisation explicitly argues that dismantling obligations must be technically feasible, proportionate, and economically sensible, and that the list of components to be removed should be revised along ecological and economic criteria — including that a concrete use must actually exist (implying components without reuse potential should not be subject to mandatory removal). The amendment directly responds to this by making pre-shredding removal mandatory only for components with reuse, remanufacturing, or refurbishing potential, which aligns with the org's advocacy for limiting dismantling obligations to cases where a concrete downstream use exists.",1,False
Verband der Automobilindustrie e.V.,95574664768-90,2023-11-23,5,0,5,1358,Article 30 – paragraph 2 – subparagraph 1,article,CJ45,0.863754,"The amendment narrows the mandatory pre-shredder removal obligation by limiting the post-shredder technology exemption to entries 14 and 17 (instead of 13–19) of Annex VII, adds a condition that parts/components have no reuse/remanufacturing/refurbishing potential, and requires that criteria and limit values of Part G of Annex VII are met.",UNDETECTABLE,"The organisation advocates that removal obligations must be technically feasible, proportionate, and that the list of components to be removed should be revised based on ecological and economic criteria — and that post-shredder/separation technologies should be recognised as alternatives. The amendment does partially reflect this direction (recognising post-shredder alternatives and conditioning removal on reuse potential), but it also narrows the scope of the exemption (from entries 13–19 to only 14 and 17) and adds new conditions (Part G criteria), making it genuinely unclear whether the net effect of the amendment satisfies or contradicts the organisation's position on proportionality and the breadth of the exemption.",1,False
Verband der Automobilindustrie e.V.,95574664768-90,2023-11-23,5,0,5,1360,Article 30 – paragraph 2 – subparagraph 1,article,CJ45,0.861402,"The amendment expands the conditions under which parts/components do not need to be removed before shredding by adding new entries (4, 6) to the list of components that can remain, clarifying that parts without reuse/refurbishment potential need not be removed, and adding an alternative threshold-based criterion (Part G of Annex VII).",ALIGNED,"The organisation explicitly advocates that the list of components required to be removed before shredding should be revised based on ecological and economic criteria, and that advancing separation/shredding technologies should shift the boundaries of what needs to be manually dismantled. The amendment moves in exactly this direction by expanding the list of components that can remain in the vehicle for shredding and adding a technology-based threshold criterion, directly responding to the org's position that removal obligations must be technically feasible, proportionate, and responsive to evolving separation technologies.",1,False
Verband der Automobilindustrie e.V.,95574664768-90,2023-11-23,5,0,5,1356,Article 30 – paragraph 2 – subparagraph 1,article,CJ45,0.860857,"The amendment narrows the mandatory pre-shredder removal obligation by explicitly exempting parts/components without reuse, remanufacturing, or refurbishing potential, adjusts the list of covered entries in Annex VII, and adds criteria/limit value conditions (Part G) that must be met for the post-shredder technology exemption to apply.",ALIGNED,"The organisation explicitly argues that mandatory removal obligations must be technically feasible, proportionate, and economically sensible, and that re-use/remanufacturing approaches must not be hindered by legislation — directly mirroring the amendment's insertion of an explicit exemption for parts without reuse/remanufacturing/refurbishing potential. The org also advocates for revising the list of components to be removed based on ecological and economic criteria, which aligns with the amendment's adjustment of the Annex VII entries covered by the exemption.",1,False
Verband der Automobilindustrie e.V.,95574664768-90,2023-11-23,5,0,5,1348,Article 30 – paragraph 1,article,CJ45,0.856079,"The amendment adds a requirement that an assessment of parts and components (for reuse, refurbishment, overhaul, or recycling suitability) be carried out before disassembly, in accordance with Article 31, after depollution measures are completed.",UNDETECTABLE,"The organisation advocates that disassembly obligations must be technically feasible, proportionate, and economically sensible, and supports circular economy approaches like Re-Use, Repair, and Remanufacturing — which aligns broadly with the amendment's introduction of a pre-disassembly assessment for reuse/recycling suitability. However, the org's position does not specifically address whether such an assessment should occur before or after disassembly, nor does it clearly advocate for or against the specific procedural change the amendment introduces, making the directional alignment genuinely ambiguous.",1,False
Verband der Automobilindustrie e.V.,95574664768-90,2023-11-23,5,0,5,376,Recital 58,recital,CJ45,0.863465,"The amendment replaces ""parts and components removed from an end-of-life vehicle"" with ""cores"" and broadens the documentation requester from ""authorised treatment facility"" to ""economic operator,"" thereby aligning the non-waste classification more specifically with cores (non-functional parts intended for remanufacturing/reuse) and expanding who can provide the required documentation.",ALIGNED,"The VDA explicitly states that non-functional components (""Cores"") intended for reuse, repair, or remanufacturing must be able to be transported across borders free from bureaucratic and legal hurdles, and that waste legislation must not obstruct circular economy approaches. The amendment directly responds to this by introducing the term ""cores"" into the non-waste classification and broadening the scope of who can certify their suitability, reducing barriers to cross-border transfer of such components.",1,False
Verband der Automobilindustrie e.V.,95574664768-90,2023-11-23,5,0,5,371,Recital 57,recital,CJ45,0.851002,"The amendment replaces the original recital about EV battery second-life exclusions with new guidance clarifying that cores with minor defects, missing small components, surface wear, or software issues remain eligible for reuse, remanufacturing, or refurbishment, thereby broadening the practical availability of cores for circular economy purposes.",ALIGNED,"The VDA explicitly advocates that approaches like Re-Use, Repair, and Remanufacturing must not be hindered by waste legislation, and that non-functioning cores (Nicht-funktionsfähige Bauteile/Core) intended for such purposes should be free from bureaucratic and legal obstacles. The amendment directly responds to this by clarifying that non-functioning or partially functioning cores remain eligible for remanufacturing, reducing overly restrictive criteria — precisely the direction the VDA advocated for.",1,False
Verband der Automobilindustrie e.V.,95574664768-90,2023-11-23,5,0,5,370,Recital 56,recital,CJ45,0.849521,"The amendment replaces the general criteria-based assessment for reuse/remanufacturing/refurbishment with a specific definition of ""cores"" as non-functioning or partially-functioning parts, clarifying that minor missing components (e.g. screws) shall be disregarded as long as performance is restored to same-as-new or better.",ALIGNED,"The organisation explicitly advocates that non-functioning parts (Cores) intended for remanufacturing must be free from bureaucratic and legal hurdles, and that removal obligations must be technically feasible and proportionate. The amendment directly responds to this by introducing a clear, practical definition of ""cores"" that disregards minor missing components, reducing bureaucratic barriers and aligning with the org's call to not impede reuse/remanufacturing approaches through overly rigid legislative requirements.",1,False
Transport & Environment,58744833263-19,2023-11-28,10,0,10,282,Recital 20,recital,CJ45,0.86379,"The amendment replaces the delegated power to establish a future minimum recycled steel target (preceded by a study) with a directly set mandatory 30% recycled steel target, while retaining delegated powers only for methodology and potential future adjustment of that target.",ALIGNED,"T&E explicitly supports setting mandatory targets for recycled/green steel content in new cars, building on the Commission's proposed recycled content targets and advocating for binding requirements from 2030 onwards. The amendment moves in this direction by replacing a deferred, study-dependent delegated target with a directly legislated mandatory 30% recycled steel target, which aligns with T&E's specific advocacy for hard targets on recycled/low-carbon steel in new vehicles.",1,False
