organisation,transparency_reg_id,source_type,preproposal_meetings_total,preproposal_meetings_commission,preproposal_meetings_ep,article_type,article_number,article_title,similarity_score,provision_effect,label,reasoning,n_chunks,conflict
Stichting Ons Geld,56645910,hys_feedback,0,0,0,article,12,Interaction between the digital euro and euro banknotes and coins,0.840934,"Establishes that the digital euro is convertible at par with euro banknotes and coins, and mandates that payees accept digital euro payments while giving payers the right to choose their means of payment.",ALIGNED,"Stichting Ons Geld explicitly advocates for a digital currency (a ""virtual euro"") that enables payments without reliance on bank balance sheets, effectively calling for the creation of a public digital currency. Article 12 is a concrete provision within the digital euro regulation that establishes its legal tender status and interoperability with physical euro, directly implementing the kind of digital public money the organisation advocated for. The provision takes concrete action in the direction the org championed — institutionalising a digital euro as a legitimate, universally accepted means of payment.",2,False
Stichting Ons Geld,56645910,hys_feedback,0,0,0,article,13,Payment service providers,0.85163,"Establishes the framework for payment service providers to distribute digital euro payment services, including funding/defunding mechanisms, account linking, and par convertibility with scriptural money and electronic money.",OPPOSING,"Stichting Ons Geld explicitly advocates for a ""virtual euro (Digital Cash) that does not represent a claim on the issuing entity,"" arguing that bank money (claims on banks) is a source of monetary instability. However, Article 13(5) establishes that the digital euro shall be convertible at par with scriptural money (bank deposits), and Article 13(6) places digital euro users in a contractual relationship with PSPs (commercial banks) rather than the ECB — meaning the digital euro as designed remains embedded in the bank money system the org opposes, rather than replacing it with a sovereign, claim-free digital currency as the org advocates.",3,False
Stichting Ons Geld,56645910,hys_feedback,0,0,0,article,14,Access to the digital euro in Member States whose currency is the euro,0.842629,"Establishes access rights and obligations for distributing the digital euro to natural persons, including through credit institutions, designated authorities, and digital inclusion support for vulnerable groups.",NOISE,"The organisation's text is a general invitation to consider a ""virtual euro"" as a long-term strategy to address systemic monetary imbalances, without expressing any specific advocacy position on access rules, distribution mechanisms, or inclusion obligations for a digital euro. The text contains no directional stance on the specific subject matter of Article 14 (access rights, designated providers, digital inclusion support), making it boilerplate/general endorsement rather than substantive advocacy on this provision's topic.",1,False
Stichting Ons Geld,56645910,hys_feedback,0,0,0,article,15,Principles,0.860742,"Article 15 establishes that the digital euro's use as a store of value may be subject to limits, and that charges/fees for digital euro payments shall be subject to limits, in order to ensure accessibility, support monetary policy, and protect merchants and consumers.",NOISE,"The organisation's position advocates for a digital euro that does not represent a claim on the issuing entity (i.e., a sovereign/public money instrument) as a means to deleverage the banking system and stabilise the currency — a structural monetary reform argument. Article 15 deals with operational limits on store-of-value holdings and fee/charge caps for digital euro payments, which is entirely distinct from the org's advocacy around the nature of money claims and systemic monetary reform. There is no specific directional stance in the org text that relates to holding limits or fee regulation.",1,False
Stichting Ons Geld,56645910,hys_feedback,0,0,0,article,2,Definitions,0.848377,"Establishes definitions for key terms used in the Digital Euro Regulation, including the digital euro itself, payment accounts, transactions, and related concepts.",NOISE,"The provision is purely definitional, listing terms and their meanings without taking any concrete policy action. While the org advocates for a digital euro that does not represent a claim on the issuing entity (i.e., a form of sovereign/public money), this definitional article neither advances nor opposes that position — it merely defines terms for regulatory purposes.",1,False
Stichting Ons Geld,56645910,hys_feedback,0,0,0,article,34,Processing by payment service providers,0.844574,"Establishes that payment service providers perform a task in the public interest when processing personal data for digital euro purposes, defines their roles as data controllers, and requires them to implement technical and organisational measures to protect user privacy.",NOISE,"The organisation's text from 2017 advocates broadly for unlinking currency from bank balance sheets and reducing systemic risks in the EMU through digital technology, but contains no specific advocacy position on data processing rules, privacy obligations, or the role of payment service providers as data controllers. The org's position is a general macroeconomic/monetary reform argument with no directional stance on the personal data processing framework that Article 34 establishes.",1,False
Stichting Ons Geld,56645910,hys_feedback,0,0,0,article,37,Anti-money laundering rules applying to offline digital euro payment transactions,0.851126,"Establishes AML rules for offline digital euro transactions, including data retention restrictions, funding/defunding data requirements, and transaction/holding limits to prevent money laundering and terrorist financing.",NOISE,"The org's text is a 2017 letter advocating broadly for unlinking currency from bank balance sheets to reduce systemic risk in the EMU, with no specific position on AML rules, data retention, or transaction limits for offline digital euro payments. The org's position is a general macroeconomic/monetary reform argument with no directional stance on the specific AML mechanisms established by this provision.",3,False
Stichting Ons Geld,56645910,hys_feedback,0,0,0,article,41,Review,0.844531,"Requires the Commission to periodically report to the European Parliament and Council on the application of the digital euro regulation, its acceptance, and its impact on the internal market.",NOISE,"The organisation's text advocates for the creation of a digital euro (or virtual euro) that is unlinked from bank balance sheets to reduce systemic risks — a substantive position on the design and existence of a CBDC. The provision, however, deals exclusively with review and reporting obligations after the digital euro is issued, which is a procedural/administrative mechanism. The org's text contains no specific stance on review or reporting requirements, making this a subject mismatch rather than a genuine directional connection.",1,False
Weizenbaum-Institut e.V.,194885445254-71,hys_feedback,0,0,0,article,14,Access to the digital euro in Member States whose currency is the euro,0.849814,"Requires AMLA and EBA to jointly issue guidelines on the interaction between AML/CFT requirements and basic digital euro payment services, with a focus on financial inclusion of vulnerable groups.",UNDETECTABLE,"The org advocates that AML/CFT rules should be adapted to accommodate a sound technical design for the digital euro (e.g., cash-like privacy with tiered limits), arguing existing regulation should be re-evaluated rather than constraining the digital euro's design. The provision addresses the AML/CFT–digital euro interaction but only by mandating guidelines focused on financial inclusion of vulnerable groups — it does not adapt or relax AML/CFT rules as the org advocates, nor does it explicitly reject such adaptation. There is a genuine thematic connection around AML/CFT and the digital euro, but it is genuinely unclear whether this provision satisfies, contradicts, or simply ignores the org's specific ask to re-evaluate and adapt AML/CFT rules.",1,False
Weizenbaum-Institut e.V.,194885445254-71,hys_feedback,0,0,0,article,15,Principles,0.854893,"Establishes that the digital euro's use as a store of value may be subject to limits, and that charges/fees for digital euro payments shall be subject to limits, in order to support monetary policy, financial stability, and effective use as legal tender.",ALIGNED,"The organisation explicitly advocates for quantity limits on CBDC holdings as a ""robust and thus preferable"" tool to mitigate financial stability risks, and the provision directly establishes that the digital euro's use as a store of value may be subject to limits for precisely those purposes (monetary policy and financial system stability). This is a clear and specific match between the org's advocated mechanism and the provision's concrete action.",8,False
Weizenbaum-Institut e.V.,194885445254-71,hys_feedback,0,0,0,article,16,Limits to the use of the digital euro as a store of value,0.847633,"Establishes a framework for the ECB to develop and apply instruments (including holding limits) to limit the use of the digital euro as a store of value, in order to safeguard financial stability and ensure usability as legal tender.",ALIGNED,"The organisation explicitly advocates for quantity/holding limits on CBDC holdings as a ""robust and thus preferable"" tool to mitigate financial stability risks, favouring them over interest-rate-based mechanisms. Article 16 directly establishes exactly this mechanism — holding limits on digital euro payment accounts applied by the ECB to safeguard financial stability — which is precisely what the organisation called for.",2,False
Weizenbaum-Institut e.V.,194885445254-71,hys_feedback,0,0,0,article,19,Distribution of the digital euro to natural and legal persons residing or established in third,0.854419,"Establishes conditions and procedures for distributing the digital euro to persons in third countries, requiring prior Union-third country agreements and compliance with EU regulatory standards.",NOISE,"The organisation's text is entirely introductory and descriptive — it outlines the institute's research background, interdisciplinary focus, and general appreciation for the Commission's initiative, without expressing any specific advocacy position on third-country distribution of the digital euro or related international agreements. There is no directional stance that could be evaluated against this provision.",3,False
Weizenbaum-Institut e.V.,194885445254-71,hys_feedback,0,0,0,article,2,Definitions,0.847702,"Establishes a comprehensive set of definitions for key terms used throughout the Digital Euro Regulation, including definitions for the digital euro itself, payment transactions, accounts, users, and technical infrastructure components.",NOISE,"The legislative provision is purely definitional, establishing terminology for the regulation without taking any concrete policy stance or action. The org's position advocates for open-source technology, low barriers of entry, and reusable interfaces to foster financial innovation, but this is a general value statement about design principles that does not connect specifically to any of the definitions provided in Article 2.",1,False
Weizenbaum-Institut e.V.,194885445254-71,hys_feedback,0,0,0,article,21,Cross-currency payments,0.8483,"Establishes that cross-currency payments between the digital euro and other currencies require prior agreements between the ECB and relevant national central banks or third countries, and mandates ECB cooperation to enable interoperable payments.",NOISE,"The organisation's text focuses on the innovation potential of a digital euro, open-source technology, low barriers to entry, and reusable interfaces for EU citizens — it does not express any specific advocacy position on cross-currency payment arrangements or interoperability agreements between the ECB and non-euro central banks. The subjects are effectively unrelated, making this noise.",1,False
Weizenbaum-Institut e.V.,194885445254-71,hys_feedback,0,0,0,article,22,Accessibility and use,0.857932,"Establishes accessibility and usability requirements for the digital euro, including for persons with disabilities and older persons, and sets rules on account linking and multi-user access.",UNDETECTABLE,"The org raises usability as one of several challenges the digital euro must address, but its primary focus in this passage is on resilience, gatekeepers, and transparency rather than accessibility for vulnerable groups. While the provision's usability requirements partially touch on the org's concern about usability, the org's position is not specific enough about what usability measures it advocates for to determine whether this provision satisfies, contradicts, or ignores its stance.",1,False
Weizenbaum-Institut e.V.,194885445254-71,hys_feedback,0,0,0,article,24,Conditional digital euro payment transactions,0.849556,Article 24 enables the ECB to adopt measures and standards for interoperable conditional digital euro payment transactions and explicitly prohibits the digital euro from being programmable money.,ALIGNED,"The Weizenbaum Institute advocates for designing the digital euro to support financial innovation through open standards, well-documented protocols, and reusable interfaces with low barriers to entry. Article 24 directly responds to this by empowering the ECB to adopt interoperability standards and rules for conditional payment transactions — concrete steps toward the open, standards-based infrastructure the org advocates for. The explicit prohibition on programmable money is a design constraint, but the overall thrust of the provision (enabling interoperable, standardised conditional transactions) aligns with the org's call for innovation-enabling, standards-driven digital euro infrastructure.",8,True
Weizenbaum-Institut e.V.,194885445254-71,hys_feedback,0,0,0,article,25,European Digital Identity Wallets,0.850223,"Requires front-end services to be interoperable with or integrated in European Digital Identity Wallets, and mandates that payment service providers enable digital euro users to rely on their European Digital Identity Wallet functionalities upon request.",ALIGNED,"The Weizenbaum Institute explicitly advocates for a digital euro designed around low barriers of entry, reusable interfaces, open standards, and interoperability to foster financial innovation and broad access. Article 25's mandate for interoperability between digital euro front-end services and European Digital Identity Wallets is a concrete step in exactly that direction — standardising interfaces and enabling reusable digital identity infrastructure across payment services.",4,False
Weizenbaum-Institut e.V.,194885445254-71,hys_feedback,0,0,0,article,26,Interoperability,0.851267,"Requires the ECB to seek interoperability between digital euro payment standards and private digital payment standards, including through open standards.",ALIGNED,"The Weizenbaum Institute explicitly advocates for the digital euro to be designed with open standards, well-documented protocols and interfaces, and low barriers of entry to foster financial innovation — directly mirroring the provision's requirement that the ECB pursue interoperability through open standards and enable private payment means to use digital euro rules and processes. The provision concretely acts in the direction the organisation advocated for.",2,False
Weizenbaum-Institut e.V.,194885445254-71,hys_feedback,0,0,0,article,28,Front-end services to access and use the digital euro,0.852742,"Establishes that ECB-developed front-end services shall not give the ECB access to personal data of digital euro users, and that customer relationships remain solely with payment service providers.",ALIGNED,The organisation explicitly warns against the digital euro becoming surveillance infrastructure and highlights the risk of the ECB centralising citizens' financial data. The provision directly addresses this concern by explicitly prohibiting the ECB from accessing any personal data through its front-end services and keeping customer relationships with payment service providers — a concrete safeguard in the exact direction the organisation advocated for.,1,False
Weizenbaum-Institut e.V.,194885445254-71,hys_feedback,0,0,0,article,31,Switching of digital euro payment accounts,0.848846,"Establishes a right for digital euro users to switch their digital euro payment accounts between payment service providers while retaining the same account identifiers, and provides a mechanism for ECB/national central banks to authorise account switching in exceptional circumstances where a provider is unable to serve users.",ALIGNED,"The organisation explicitly raises concerns about resilience risks in the digital euro system, including scenarios where individual users face connection problems or where centralisation leads to prolonged outages. Article 31 directly addresses these resilience concerns by establishing a switching mechanism that allows users to move their accounts to other providers — including in exceptional circumstances where a provider is operationally unavailable — thereby reducing dependency on a single provider and mitigating the availability risks the organisation warned about.",2,False
Weizenbaum-Institut e.V.,194885445254-71,hys_feedback,0,0,0,article,32,General fraud detection and prevention mechanism,0.853737,"Establishes a general fraud detection and prevention mechanism for online digital euro transactions, operated by the ECB or designated providers, using real-time transaction data from payment service providers, with requirements for privacy-preserving technical measures to prevent direct identification of users.",UNDETECTABLE,"The organisation explicitly advocates for strong privacy protections and warns against the digital euro becoming surveillance infrastructure, which is directly relevant to this provision. The provision does include privacy-preserving measures and limits on identifying users, which partially responds to the org's concerns — but it also creates a centralised real-time transaction monitoring mechanism that could itself be seen as the kind of surveillance infrastructure the org warns against. It is genuinely unclear whether the provision's privacy safeguards are sufficient to satisfy the org's position or whether the org would view the mechanism itself as an unacceptable privacy risk.",3,False
Weizenbaum-Institut e.V.,194885445254-71,hys_feedback,0,0,0,article,34,Processing by payment service providers,0.863089,"Requires payment service providers to implement appropriate technical and organisational measures, including state-of-the-art security and privacy-preserving measures, when processing personal data for digital euro purposes, and limits offline digital euro data processing to funding and defunding operations.",ALIGNED,"The Weizenbaum Institute specifically advocates for robust security and privacy-preserving measures in offline digital euro hardware, warning about vulnerabilities in consumer devices and supply chain attacks that could enable privacy breaches. Article 34(4) directly responds to this by mandating state-of-the-art security and privacy-preserving technical and organisational measures for PSPs, and Article 34's limitation of offline data processing to funding/defunding aligns with the Institute's concern about minimising exposure in the offline context.",1,False
Weizenbaum-Institut e.V.,194885445254-71,hys_feedback,0,0,0,article,35,Processing of personal data by the European Central Bank and the national central banks,0.857642,"Establishes the legal basis and conditions under which the ECB and national central banks may process personal data for digital euro purposes, including requirements for technical and organisational measures, data segregation to prevent direct identification of users, and a single access point for user identifiers.",ALIGNED,"The organisation explicitly warns against the digital euro becoming surveillance infrastructure and highlights the risks of centralising citizens' financial data at the ECB. Article 35 directly responds to these concerns by mandating state-of-the-art privacy-preserving measures, clear segregation of personal data to prevent the ECB from directly identifying individual users, and limiting the purposes for which personal data may be processed — concrete actions in the direction the organisation advocated for.",6,False
Weizenbaum-Institut e.V.,194885445254-71,hys_feedback,0,0,0,article,37,Anti-money laundering rules applying to offline digital euro payment transactions,0.870104,"Establishes AML rules for offline digital euro transactions, including data retention requirements for funding/defunding, transaction and holding limits set by the Commission, and criteria balancing AML/CFT needs against usability.",ALIGNED,"The organisation explicitly advocates for cash-like privacy with usage limits (e.g., full anonymity up to a fixed balance/transfer limit, after which authorities can observe financial details), and argues that AML/CFT rules should be adapted to fit a sound technical design for the digital euro. Article 37 directly implements this approach for offline transactions: transaction data is not retained by PSPs or central banks (privacy by default), while funding/defunding data is retained and transaction/holding limits are set by the Commission to balance AML/CFT needs against usability — closely mirroring the org's advocated model of privacy up to a threshold with regulatory oversight beyond it.",4,False
Weizenbaum-Institut e.V.,194885445254-71,hys_feedback,0,0,0,article,40,Reports,0.854774,"Establishes reporting obligations for the ECB, Commission, and Member States on the digital euro's development, use, financial stability instruments, and market trends.",NOISE,"The org text is an introductory/preliminary section that describes the Weizenbaum Institute's background, research focus, and general appreciation for the Commission's initiative — it contains no specific advocacy position on reporting obligations or any other concrete mechanism. There is no directional stance that can be evaluated against the provision.",1,False
Weizenbaum-Institut e.V.,194885445254-71,hys_feedback,0,0,0,article,41,Review,0.856861,"Requires the Commission to periodically report to the European Parliament and Council on the application of the Digital Euro Regulation, developments in non-euro Member States, and sufficiency of access and acceptance of the digital euro.",NOISE,"The organisation's text is an introductory/preliminary section describing its research background and general appreciation for the opportunity to comment on the digital euro initiative. It contains no specific advocacy position on review mechanisms, reporting obligations, or any other concrete legislative measure that could be compared to what Article 41 establishes.",3,False
Weizenbaum-Institut e.V.,194885445254-71,hys_feedback,0,0,0,article,5,Applicable law,0.867281,"Establishes the legal framework governing the digital euro, including ECB rule-making powers and a requirement to consult the European Data Protection Supervisor when ECB measures impact personal data protection.",UNDETECTABLE,"The Weizenbaum Institute specifically advocates for privacy-by-design through technical/cryptographic means, arguing that organisational and legal safeguards alone are insufficient. Article 5(2) does include a data protection consultation requirement (EDPS consultation), which is a procedural/organisational safeguard — precisely the type the org argues is not enough on its own. However, the provision does not address technical privacy-by-design measures, nor does it explicitly exclude them; it is unclear whether this legal framework satisfies, contradicts, or simply ignores the org's specific demand for cryptographic privacy guarantees built into the infrastructure.",8,False
Weizenbaum-Institut e.V.,194885445254-71,hys_feedback,0,0,0,article,7,Legal tender status,0.854713,"Establishes mandatory acceptance of the digital euro as legal tender at full face value, prohibiting surcharges and enabling payers to discharge payment obligations with it.",NOISE,"The organisation's text focuses on citizen trust, privacy concerns, transparency mechanisms, and technical architecture for the digital euro — it does not express any specific advocacy position on legal tender status, mandatory acceptance, surcharge prohibition, or the discharge of payment obligations. The org's position is unrelated to the concrete action established by this provision.",1,False
