organisation,transparency_reg_id,source_date,meetings_total,meetings_commission,meetings_ep,amendment_number,target_element,target_type,committee,similarity_score,provision_effect,label,reasoning,n_chunks,conflict
EUROPEN,0001976677-12,2023-03-08,44,6,38,461,Recital 67,recital,ENVI,0.883038,"The amendment removes the specific reference to ""single use"" packaging and the HORECA ban on single-use packaging for food and beverages consumed on premises, replacing it with a general exemption for single-use packaging that delivers a better overall environmental outcome justified by life-cycle thinking, as well as better economic and health impact.",ALIGNED,"EUROPEN explicitly urged co-legislators to hold off on restrictions on single-use packaging until health, environmental, and food safety implications are properly assessed, and argued that reuse/refill targets should only apply when they make environmental and ecological sense without jeopardising health and safety. The amendment directly responds to this by removing the blanket HORECA ban on single-use packaging and introducing a life-cycle-based exemption that accounts for overall environmental, economic, and health outcomes — precisely the kind of evidence-based, conditional approach EUROPEN advocated for.",1,False
Rethink Plastic alliance (NGO coalition),47806848200-34,2023-03-08,16,4,12,510,Recital 92,recital,ENVI,0.88047,"The amendment changes ""encouraging"" economic operators to offer refill possibilities to ""mandating"" them, and adds ""reuse"" alongside refill, while also removing ""refill targets"" from the list of parallel measures.",ALIGNED,"The organisation explicitly criticises reliance on ""voluntary actions"" and ""corporate waste management plans"" as unlikely to deliver results, and calls for stronger harmonised waste prevention measures and enabling Member States to pursue reuse uptake. The amendment directly responds to this by replacing the weak ""encouraging"" language with a mandatory obligation (""mandating"") on economic operators to offer refill and reuse options, which aligns with the org's push for stronger, binding measures rather than voluntary ones.",1,False
Rethink Plastic alliance (NGO coalition),47806848200-34,2023-03-08,16,4,12,508,Recital 92,recital,ENVI,0.879887,The amendment adds language encouraging and incentivising the use of sales packaging as e-commerce packaging to the list of measures Member States may use to achieve waste targets.,NOISE,"The organisation's position focuses on ensuring Member States retain sufficient flexibility to adopt ambitious waste prevention measures and that targets are more stringent — it does not address the specific topic of using sales packaging as e-commerce packaging. The amendment's addition is unrelated to the directional concerns the organisation expresses, and no counterfactual test can link the org's stance to this specific change.",1,False
Rethink Plastic alliance (NGO coalition),47806848200-34,2023-03-08,16,4,12,247,Recital 12,recital,ENVI,0.878213,"The amendment changes the reference from Article 4(2) to Article 4(1) of Directive 2008/98/EC and adds explicit acknowledgment that specific waste streams may depart from the waste hierarchy where justified by life-cycle thinking, while also adding ""and recycling"" alongside re-use as a packaging measure.",UNDETECTABLE,"The organisation's position focuses on ensuring Member States retain flexibility to pursue ambitious waste prevention measures and that the legal basis of the regulation supports environmental objectives — concerns related to Article 4 on Free Movement and the tension with waste prevention targets. The amendment tweaks the waste hierarchy reference and clarifies that departures from the hierarchy are permissible for specific waste streams, which touches on the same regulatory framework but does not clearly move in the direction the org advocates (stronger harmonised prevention measures or opening clauses for Member States). It is genuinely unclear whether this clarification helps or hinders the org's goal of enabling more ambitious Member State action.",1,False
Rethink Plastic alliance (NGO coalition),47806848200-34,2023-03-08,16,4,12,246,Recital 12,recital,ENVI,0.878213,"The amendment changes the reference from Article 4(2) to Article 4(1) of the Waste Framework Directive and adds explicit language clarifying that specific waste streams may depart from the hierarchy where justified by life-cycle thinking, while also adding ""and recycling"" alongside re-use as a goal.",UNDETECTABLE,"The organisation's position focuses on ensuring Member States retain flexibility to pursue ambitious waste prevention measures and that the legal basis of the regulation supports environmental objectives — concerns related to Article 4 of the PPWR on Free Movement, not the recital's reference to the Waste Framework Directive hierarchy. While the amendment touches on the waste hierarchy framing (Article 4(1) vs 4(2) of Directive 2008/98/EC) and introduces flexibility for waste streams to depart from the hierarchy, it is genuinely unclear whether this directional change satisfies, contradicts, or is simply orthogonal to the org's specific advocacy for stronger Member State flexibility and more ambitious prevention targets.",1,False
Rethink Plastic alliance (NGO coalition),47806848200-34,2023-03-08,16,4,12,502,Recital 91,recital,ENVI,0.871544,"The amendment replaces the original's escalating reduction targets (5% by 2030, 10% by 2035, 15% by 2040) with a single 5% reduction target applicable only to packaging materials where waste has consistently increased and is not highly recyclable, and delays further target-setting pending a Commission review report.",OPPOSING,"The organisation explicitly advocates for a more ambitious 15% reduction target by 2030 (instead of the Commission's proposed 5%), and calls for material-specific sub-targets to avoid substitution between materials. The amendment moves in the opposite direction — it weakens the original targets by limiting the 5% reduction to only certain non-recyclable materials where waste has increased, and defers future targets pending a review, which is far less ambitious than what the organisation demanded.",1,False
Rethink Plastic alliance (NGO coalition),47806848200-34,2023-03-08,16,4,12,1412,Article 9 – paragraph 2,article,ENVI,0.883791,"The amendment expands the exemption from packaging minimisation rules by adding intellectual property rights (patents, licences, trademarks, designs or models) as additional grounds for exemption, alongside the existing geographical indications of origin exemption, and also extends the exemption to cover the products packaged (not just the packaging design), while adding a 2030 start date.",OPPOSING,"The organisation explicitly opposes exemptions for products subject to geographical indications of origin, arguing they create loopholes that undermine packaging minimisation rules. The amendment moves in the opposite direction by broadening the exemption further — adding intellectual property rights as additional grounds and extending it to the products themselves — which directly contradicts the organisation's stated position against such exemptions.",1,False
Rethink Plastic alliance (NGO coalition),47806848200-34,2023-03-08,16,4,12,1421,Article 9 – paragraph 2,article,ENVI,0.877559,"The amendment adds a specific application date of 1 January 2030 to the prohibition on unnecessary/deceptive packaging, while leaving the rest of the provision — including the geographical indications exemption — unchanged.",OPPOSING,"The organisation explicitly opposes the geographical indications of origin exemption that remains intact in the amended text, and more broadly advocates for stronger, more enforceable packaging minimisation rules without loopholes. The amendment only adds a delayed implementation date (2030), which weakens the provision's immediate effect rather than strengthening it — the opposite of what the organisation advocates for. Furthermore, the organisation's opposition to the GI exemption is not addressed by this amendment at all.",1,False
Rethink Plastic alliance (NGO coalition),47806848200-34,2023-03-08,16,4,12,1424,Article 9 – paragraph 2,article,ENVI,0.876892,"The amendment rephrases the prohibition on unnecessary/deceptive packaging from ""shall not be placed on the market"" to ""the placing on the market … shall be prohibited,"" while retaining the same geographical indications exemption that the original contained.",OPPOSING,"The amendment preserves the geographical indications of origin exemption unchanged, while the organisation explicitly opposes this very exemption, arguing that giving such products a ""free pass"" on packaging optimisation is contradictory and undermines the regulation's effectiveness. The amendment does nothing to remove or narrow the exemption the org objects to, and the org's position is specific and directional on this point.",1,False
Rethink Plastic alliance (NGO coalition),47806848200-34,2023-03-08,16,4,12,1418,Article 9 – paragraph 2,article,ENVI,0.876162,The amendment broadens the exemption from packaging minimisation rules by adding intellectual property rights alongside geographical indications of origin as grounds for exemption from the prohibition on deceptive packaging.,OPPOSING,"The organisation explicitly opposes exemptions for products subject to geographical indications of origin, arguing such exemptions undermine packaging minimisation rules. The amendment moves in the opposite direction by expanding the exemption further to also cover intellectual property rights, which directly contradicts the organisation's stated position against such carve-outs.",1,False
Rethink Plastic alliance (NGO coalition),47806848200-34,2023-03-08,16,4,12,401,Recital 43,recital,ENVI,0.897573,"The amendment adds a clarification distinguishing reusable from refillable packaging, replaces a reference to ""detailed technical specifications"" with ""design for reusable packaging guidelines,"" and extends requirements for systems for re-use to also cover refill systems.",UNDETECTABLE,"The organisation's matched position focuses specifically on ensuring that systems for re-use include incentives to return packaging (e.g. deposits) and that return rates are embedded as a requirement — a directional stance that is not addressed by this amendment. The amendment instead clarifies the reusable/refillable distinction and extends system requirements to refill, which is a related but different direction. There is a genuine connection to the reuse systems topic, but it is unclear whether these specific textual changes satisfy, contradict, or simply bypass the org's advocacy.",1,False
Rethink Plastic alliance (NGO coalition),47806848200-34,2023-03-08,16,4,12,402,Recital 43,recital,ENVI,0.894236,"The amendment adds the phrase ""without prejudice to Article 4(2) Directive 2008/98/EC"" to the recital promoting reusable packaging and re-use systems, subordinating the incentivisation of reuse to the waste hierarchy priority established in that Directive.",NOISE,"The organisation's matched text focuses on the definition of 'systems for re-use' and the need for return incentives and deposit systems within reuse schemes — not on the relationship between reuse incentivisation and the waste hierarchy under Directive 2008/98/EC. The amendment's sole change is a cross-reference to Article 4(2) of the Waste Framework Directive, a legal qualification that the org's position does not address in any directional way.",1,False
Rethink Plastic alliance (NGO coalition),47806848200-34,2023-03-08,16,4,12,403,Recital 43,recital,ENVI,0.892106,"The amendment adds the qualifier ""while preserving food safety and food quality"" to the incentivisation of reusable packaging and re-use systems in the recital.",NOISE,"The organisation's matched text focuses on strengthening reuse systems through return incentives, higher targets, and better definitions — not on the food safety/food quality qualifier added by this amendment. The org's position does not address whether food safety caveats should or should not be inserted into the reuse incentive recital, so there is no substantive directional stance relevant to this specific change.",1,False
Rethink Plastic alliance (NGO coalition),47806848200-34,2023-03-08,16,4,12,400,Recital 43,recital,ENVI,0.891518,"The amendment adds a sentence to recital 43 calling for a comprehensive Commission impact assessment (covering water use, costs for operators and consumers, and health impacts) before re-use targets are proposed for sectors, effectively conditioning or delaying the introduction of re-use targets.",OPPOSING,"Rethink Plastic explicitly advocates for more ambitious and expanded re-use targets, higher return-rate requirements, and broader sectoral coverage — pushing for stronger and faster action on reuse. The amendment moves in the opposite direction by inserting a precautionary call for a comprehensive impact assessment before re-use targets are even proposed, which would delay or weaken the ambition of reuse targets that the organisation specifically wants strengthened.",1,False
Rethink Plastic alliance (NGO coalition),47806848200-34,2023-03-08,16,4,12,449,Recital 65,recital,ENVI,0.887012,"The amendment adds clarifying sentences specifying that only refill occurring via a 'system for refill' counts toward reuse and refill targets, and provides examples of such systems (refill stations, product dispensers).",ALIGNED,"The organisation explicitly argues that ""refill"" (i.e., consumer-owned ""bring your own"" containers) should be counted as a waste prevention measure rather than toward reuse/refill targets, and that reuse targets should be achieved only through 'systems for reuse.' The amendment directly responds to this by clarifying that only refill happening via a 'system for refill' counts toward the targets, effectively distinguishing structured refill systems from informal consumer-owned container use — aligning with the organisation's position that the two concepts should not be mixed.",1,False
Rethink Plastic alliance (NGO coalition),47806848200-34,2023-03-08,16,4,12,452,Recital 65,recital,ENVI,0.886947,"The amendment expands the exclusion from ""packaging"" to cover consumer-owned containers that perform a kitchenware or tableware function (in addition to a packaging function) during refill, and clarifies that this exclusion applies even when the containers were originally placed on the market as food packaging.",ALIGNED,"The organisation explicitly argues that in a refill (""bring your own"") scenario, the consumer-owned container is not packaging but a consumer-owned product, and therefore should be treated as a waste prevention measure rather than packaging. The amendment strengthens and clarifies exactly this position by broadening the exclusion to cover containers with a kitchenware/tableware function and explicitly stating the exclusion applies even when originally sold as food packaging — directly responding to the org's advocacy that consumer-owned containers used for refill should not be classified as packaging.",1,False
Rethink Plastic alliance (NGO coalition),47806848200-34,2023-03-08,16,4,12,450,Recital 65,recital,ENVI,0.885819,"The amendment adds that only refill happening via a 'system for refill' (e.g., a dispenser in an operator's premises or a product dispenser for home consumption) counts toward reuse and refill targets, clarifying that simply pouring a bottled drink into a glass does not qualify as refill under this regulation.",ALIGNED,"The organisation explicitly advocates that 'refill' (which it prefers to call 'bring your own') should be counted as a waste prevention measure distinct from reuse, and that the concept needs clearer definitional boundaries to avoid confusion with reusable packaging systems. The amendment directly responds to this by introducing the concept of a 'system for refill' to demarcate what qualifies as refill for target purposes, aligning with the organisation's call for clearer differentiation and structured definitions around refill activities.",1,False
Rethink Plastic alliance (NGO coalition),47806848200-34,2023-03-08,16,4,12,663,Article 3 – paragraph 1 – point 28,article,ENVI,0.87423,"The amendment revises the definition of 'refill' by introducing the phrase ""entailing a system for refill"" and replacing ""offered by the final distributor in the context of a commercial transaction"" with ""purchased through a final distributor,"" subtly reframing refill as part of a system rather than a standalone operation.",UNDETECTABLE,"The organisation explicitly argues that 'refill' (bring-your-own) should be clearly distinguished from reuse systems and advocates for renaming it ""bring your own"" rather than ""refill,"" emphasising that the consumer-owned container is not packaging. The amendment modifies the definition by inserting ""entailing a system for refill,"" which partially moves toward the org's concern about distinguishing refill from reuse systems, but it does not rename the concept or fully adopt the org's ""bring your own"" framing — making it genuinely unclear whether this directional change satisfies, contradicts, or merely partially addresses the org's specific advocacy.",1,False
Rethink Plastic alliance (NGO coalition),47806848200-34,2023-03-08,16,4,12,457,Recital 67,recital,ENVI,0.88442,"The amendment adds a new obligation requiring economic operators selling food and beverages for take-away to offer consumers the option to purchase in refillable or reusable packaging, and ensures consumers can always bring their own containers at no less favourable conditions than single-use packaging.",ALIGNED,"The organisation explicitly advocates that economic operators preparing beverages and food for immediate consumption ""should by default enable consumption by 'bring your own' containers,"" with exceptions needing justification. The amendment directly codifies this position by mandating that operators offer refillable/reusable packaging options and that consumers can always use their own containers at no less favourable conditions — precisely the ""bring your own"" default the organisation called for.",1,False
Rethink Plastic alliance (NGO coalition),47806848200-34,2023-03-08,16,4,12,463,Recital 67,recital,ENVI,0.894646,"The amendment inserts ""without prejudice to Article 4(2) of Directive 2008/98/EC"" into the recital establishing re-use and refill targets, adding a reference to the waste hierarchy principle without otherwise changing the substance of the targets.",UNDETECTABLE,"The organisation explicitly argues that reuse and refill target different levels of the waste hierarchy and should not be conflated, which is directly related to the waste hierarchy reference (Article 4(2) of Directive 2008/98/EC) inserted by the amendment. However, it is genuinely unclear whether this cross-reference satisfies the org's concern — the org wants reuse and refill to be treated as distinct hierarchy levels in the targets themselves, while the amendment merely adds a ""without prejudice"" clause that preserves the hierarchy principle without separating the targets.",1,False
Rethink Plastic alliance (NGO coalition),47806848200-34,2023-03-08,16,4,12,461,Recital 67,recital,ENVI,0.889449,"The amendment removes the specific reference to ""single use"" packaging and the food/beverages take-away sector from the reuse/refill targets, drops the HORECA ban on single-use packaging for on-premises consumption, and replaces it with an exemption clause allowing single-use packaging where it delivers a better overall environmental outcome justified by life-cycle thinking.",OPPOSING,"The Rethink Plastic alliance advocates strongly for robust reuse and refill targets for take-away food and beverages, including in the HORECA sector, and warns against loopholes that could allow single-use packaging to undermine those targets. The amendment moves in the opposite direction by removing the HORECA single-use ban and introducing a broad life-cycle-based exemption for single-use packaging, which directly contradicts the organisation's position against weakening reuse obligations.",1,False
Rethink Plastic alliance (NGO coalition),47806848200-34,2023-03-08,16,4,12,458,Recital 67,recital,ENVI,0.888839,"The amendment removes ""food and beverages for take-away"" from the list of sectors subject to quantitative re-use and refill targets, limits transport packaging targets to only ""some"" transport packaging, and adds a derogation allowing single-use packaging when it delivers a better overall environmental, economic, and health outcome justified by life cycle thinking.",OPPOSING,"The organisation's position strongly advocates for robust reuse and refill targets for take-away food and beverages (including ""bring your own"" container requirements and clear reuse system obligations), and warns against weakening or confusing these targets. The amendment moves in the opposite direction by removing take-away food and beverages from the sectors subject to reuse/refill targets and introducing a broad life-cycle-based derogation for single-use packaging, which directly undermines the ambition the organisation was pushing for.",1,False
Rethink Plastic alliance (NGO coalition),47806848200-34,2023-03-08,16,4,12,459,Recital 67,recital,ENVI,0.888772,"The amendment conditions the introduction of re-use and refill targets on them representing the best environmental option based on whole life-cycle impact assessments, rather than simply basing targets on the listed factors as in the original.",OPPOSING,"The organisation advocates strongly for ambitious, clearly defined re-use and refill targets and raises concerns about measurement reliability and data robustness — implying targets should be strengthened and clarified, not made conditional. The amendment weakens the original by adding a prerequisite that targets only apply when they represent the ""best environmental option"" based on life-cycle impact assessments, which could be used to delay or avoid targets — the opposite direction from what the organisation advocates.",1,False
Rethink Plastic alliance (NGO coalition),47806848200-34,2023-03-08,16,4,12,274,Recital 15,recital,ENVI,0.894488,"The amendment strengthens the original by explicitly linking substances of concern to the REACH regulation, replacing ""minimised"" with ""avoided during all life cycle stages of packaging, including the production and waste phases,"" and adding ""used in the manufacture of packaging"" to the scope.",ALIGNED,"The organisation explicitly called for a clear link to the REACH restrictions process and for substances of concern to be addressed across all life cycle stages including the waste phase — precisely what the amendment introduces. The amendment also strengthens ""minimised"" to ""avoided,"" which aligns with the org's criticism that the original proposal was ""too vague on substances of concern and does not incentivise the elimination of harmful chemicals in packaging.""",1,False
Rethink Plastic alliance (NGO coalition),47806848200-34,2023-03-08,16,4,12,836,Article 5 – paragraph 4,article,ENVI,0.893319,"The amendment changes the recyclability requirements so that they shall ""in addition"" restrict substances for chemical safety reasons where there is an unacceptable risk to human health or the environment, reversing the original prohibition on such restrictions and adding language about substances harmful to human health and the environment.",ALIGNED,"The organisation explicitly criticised the original proposal for prohibiting chemical safety-based restrictions on substances in recyclability requirements, and called for a clear link to the REACH restrictions process ""when there is an unacceptable risk to human health or the environment"" — language that appears almost verbatim in the amendment. The amendment directly responds to the org's specific advocacy by reversing the prohibition and enabling chemical safety restrictions under exactly the conditions the org demanded.",1,False
Rethink Plastic alliance (NGO coalition),47806848200-34,2023-03-08,16,4,12,275,Recital 15,recital,ENVI,0.892762,"The amendment strengthens the original text by replacing ""minimised"" with ""avoided wherever possible, unless their use is essential and no safer materials are available,"" and adds ""protection of human health and the environment"" as a primary consideration, moving from a minimisation approach to a near-prohibition approach for substances of concern in packaging.",ALIGNED,"The organisation explicitly criticises the original proposal as ""too vague on substances of concern"" and calls for the ""elimination of harmful chemicals in packaging,"" stating that ""all substances recognised in the EU as substances of concern and very high concern should be restricted from use in packaging."" The amendment moves precisely in this direction by replacing ""minimised"" with ""avoided wherever possible"" and introducing an essentiality exception — a stronger, near-prohibitory stance that directly responds to the organisation's call to go beyond mere minimisation toward elimination.",1,False
Rethink Plastic alliance (NGO coalition),47806848200-34,2023-03-08,16,4,12,838,Article 5 – paragraph 4,article,ENVI,0.891857,The amendment adds an exception to the prohibition on restricting substances for chemical safety reasons — allowing such restrictions when there is an unacceptable risk to human health or the environment — and expands the scope of substances of concern to include those negatively affecting sorting in addition to reuse and recycling.,ALIGNED,"The organisation explicitly called for ""a clear link to REACH restrictions process when there is an unacceptable risk to human health or the environment identified, arising from the use of a substance in the manufacture of packaging,"" and criticised the original proposal for prohibiting regulation of substances for chemical safety reasons within recyclability requirements. The amendment directly introduces this exact carve-out language, moving the text precisely in the direction the organisation advocated for.",1,False
Rethink Plastic alliance (NGO coalition),47806848200-34,2023-03-08,16,4,12,287,Recital 19,recital,ENVI,0.877767,"The amendment replaces the original text's exclusion of chemical safety as a basis for substance restrictions with a positive obligation to end the use of substances of concern in packaging unless their use is essential and no safer alternatives exist, while also adding delegated powers to the Commission for derogations.",ALIGNED,"The organisation explicitly calls for ""more ambitious measures in the PPWR regarding the restriction on the use of substances of concern in packaging,"" criticises the original proposal's failure to align with the EU Chemicals Strategy for Sustainability, and advocates for phasing out the most harmful substances — precisely the direction the amendment takes by replacing the exclusion of chemical safety grounds with a proactive obligation to end the use of substances of concern. The amendment directly responds to the organisation's specific demand for a holistic, preventive approach to chemicals in packaging beyond circularity concerns alone.",1,False
Rethink Plastic alliance (NGO coalition),47806848200-34,2023-03-08,16,4,12,1299,Article 7 – paragraph 9 – subparagraph 2 – introductory part,article,ENVI,0.885051,"The amendment adds a specific power for the Commission to adopt delegated acts granting derogations from the scope, timing, or level of minimum recycled content percentages for specific plastic packaging types where suitable recycling technologies are unavailable, not authorised, not sufficiently efficient, or not cost-effective.",OPPOSING,"The organisation explicitly calls for limiting derogations from recycled content requirements (including via delegated acts) as much as possible, warning that such broad derogations create loopholes and undermine enforceability. The amendment moves in the opposite direction by introducing or expanding a delegated act power to grant derogations from minimum recycled content requirements, which is precisely what the organisation argued against.",1,False
Rethink Plastic alliance (NGO coalition),47806848200-34,2023-03-08,16,4,12,1320,Article 7 – paragraph 10,article,ENVI,0.880431,"The amendment expands the grounds for derogating from minimum recycled content requirements by adding ""legally approved recycling methodologies and the lack of availability of sufficient collection and sorting infrastructure"" as additional justifications for adjusting the minimum percentages via delegated act.",OPPOSING,"Rethink Plastic explicitly criticises the existing derogation in Article 10 (point V in their list) as a broad and unnecessary loophole that undermines enforceability, and calls for such derogations to be ""limited as much as possible."" The amendment moves in the opposite direction by widening the grounds for derogation, adding new justifications beyond those already in the original text.",1,False
Rethink Plastic alliance (NGO coalition),47806848200-34,2023-03-08,16,4,12,1325,Article 7 – paragraph 10,article,ENVI,0.879072,"The amendment narrows the trigger for derogating from recycled content minimums by replacing ""may have adverse effects"" with ""may directly lead to adverse effects,"" making the derogation condition stricter and harder to invoke.",ALIGNED,"Rethink Plastic explicitly criticises the derogation in Article 10 as a ""broad derogation"" that could undermine recycled content requirements and calls for such derogations to be ""limited as much as possible."" The amendment tightens the derogation by requiring a direct causal link to adverse effects rather than a mere possibility, which moves in exactly the direction the organisation advocated — restricting the scope of the exemption.",1,False
Rethink Plastic alliance (NGO coalition),47806848200-34,2023-03-08,16,4,12,1322,Article 7.º – paragraph 10,article,ENVI,0.876769,"The amendment adds the phrase ""in close cooperation with the Member States"" to the Commission's power to adopt delegated acts adjusting minimum recycled content percentages, but otherwise leaves the derogation mechanism intact.",OPPOSING,"Rethink Plastic explicitly opposes the derogation mechanism in Article 10 that allows delegated acts to lower minimum recycled content requirements, calling it a broad and unnecessary loophole that should be ""limited as much as possible."" The amendment does not restrict or remove this derogation — it merely adds a procedural requirement for Member State cooperation — leaving the derogation power the organisation opposes fully in place, and thus moves in the opposite direction from what the organisation advocated.",1,False
Rethink Plastic alliance (NGO coalition),47806848200-34,2023-03-08,16,4,12,399,Recital 43,recital,ENVI,0.878637,The amendment adds qualifications to the incentivisation of reusable packaging — conditioning it on the waste hierarchy (Article 4(2) of Directive 2008/98/EC) and food safety concerns — and appends new text calling for Member State flexibility on re-use due to water usage concerns and requiring a Commission risk assessment on reusable packaging versus water management targets.,OPPOSING,"The organisation's position strongly advocates for ambitious reuse targets and robust reuse systems (including DRS accommodating reusable packaging), reflecting a clear directional stance in favour of strengthening reuse incentives. The amendment moves in the opposite direction by adding caveats that limit or condition the incentivisation of reusable packaging (food safety carve-outs, water usage concerns, Member State flexibility, and a risk assessment requirement), which weakens the reuse ambition the organisation supports.",1,False
