organisation,transparency_reg_id,source_type,preproposal_meetings_total,preproposal_meetings_commission,preproposal_meetings_ep,article_type,article_number,article_title,similarity_score,provision_effect,label,reasoning,n_chunks,conflict
"ANEC, the European consumer voice in standardisation",507800799-30,hys_feedback,0,0,0,article,14,Information obligations of suppliers of packaging or packaging materials,0.841948,"Requires suppliers of packaging or packaging materials to provide manufacturers with all necessary information and documentation to demonstrate conformity with the Regulation, including technical documentation.",NOISE,"The organisation's text is a descriptive summary of the EN 13428:2004 standard on source reduction and minimum packaging weight/volume, with no specific advocacy position on information obligations between suppliers and manufacturers. It contains no directional stance on what Article 14 establishes — it is essentially background/technical description of an existing standard rather than a lobbying position.",1,False
"ANEC, the European consumer voice in standardisation",507800799-30,hys_feedback,0,0,0,article,21,Obligation related to excessive packaging,0.856552,"Establishes a mandatory maximum 40% empty space ratio for grouped, transport, and e-commerce packaging supplied by economic operators.",ALIGNED,"ANEC explicitly advocates for ""clear-cut and enforceable rules for the prevention of excessive packaging"" based on ""measurable quantitative criteria,"" specifically proposing a maximum ratio between packaging volume and product volume. The provision directly delivers this by mandating a concrete, enforceable maximum empty space ratio (40%) for grouped, transport, and e-commerce packaging — acting precisely in the direction ANEC advocated, even if the specific metric chosen (volume-based empty space ratio) is slightly different from ANEC's preferred surface/volume ratio.",3,False
"ANEC, the European consumer voice in standardisation",507800799-30,hys_feedback,0,0,0,article,9,Packaging minimisation,0.880761,"Requires packaging to be designed so its weight and volume are reduced to the minimum necessary for functionality, and prohibits unnecessary empty space and deceptive packaging features, with compliance demonstrated through technical documentation.",ALIGNED,"Both the provision and the organisation's position specifically address packaging minimisation — the org advocates for a concrete quantitative ratio-based limit to reduce unnecessary packaging volume/surface area, and the provision takes concrete action in the same direction by mandating minimum necessary weight/volume and prohibiting empty space and deceptive packaging features. While the provision does not adopt the specific formula proposed by ANEC, it clearly acts in the direction the org advocated for (mandatory packaging reduction requirements), satisfying path (b) for ALIGNED.",2,False
Alliance for Beverage Cartons and the Environment (ACE),57004293853-27,hys_feedback,0,0,0,article,23,Obligations in relation to reusable packaging,0.856166,"Establishes obligations for economic operators placing reusable packaging on the market to ensure a re-use system is in place meeting specific requirements, and requires manufacturers to document compliance through technical documentation.",NOISE,"The organisation's position focuses exclusively on recyclable packaging — specifically advocating for a clear, enforceable definition of recyclability and material-neutral essential requirements. The legislative provision concerns reusable packaging and re-use systems, a distinct subject. There is no substantive advocacy position in the org text that relates to the obligations around reusable packaging established by this provision.",1,False
Alliance for Beverage Cartons and the Environment (ACE),57004293853-27,hys_feedback,0,0,0,article,24,Obligation related to systems for re-use,0.849226,Requires economic operators using reusable packaging to participate in re-use systems and recondition packaging in compliance with specified standards before re-offering it to end users.,NOISE,"The organisation's position focuses exclusively on defining recyclable packaging and the essential requirements for recyclability (collection, sorting, recycling at scale, material neutrality). It contains no substantive advocacy position on re-use systems, obligations for economic operators using reusable packaging, or reconditioning requirements — the subjects of Article 24.",1,False
Alliance for Beverage Cartons and the Environment (ACE),57004293853-27,hys_feedback,0,0,0,article,7,Minimum recycled content in plastic packaging,0.881359,"Establishes mandatory minimum recycled content percentages for plastic packaging from 2030 and 2040, with specific targets by packaging type, exemptions for medical/pharmaceutical packaging and compostable plastics, and mechanisms for derogations where recycling technologies are unavailable or recycled materials pose risks to health or food supply.",ALIGNED,"ACE explicitly advocates for incentivising recycled content in packaging while keeping targets ""ambitious but feasible"" and remaining open to technological developments, safeguarding food safety, and allowing derogations where recycling technologies (e.g. for LDPE/HDPE) are not yet approved or available. The provision directly delivers on these asks by setting mandatory recycled content targets with built-in derogation mechanisms for cases where suitable recycling technologies are unavailable or where recycled materials pose risks to human health or food supply, closely mirroring ACE's stated positions.",1,False
Amazon Europe Core SARL,366117914426-10,hys_feedback,0,0,0,article,11,Labelling of packaging,0.878846,"Establishes mandatory labelling requirements for packaging including material composition labels, reusability labels, QR codes or digital data carriers for further information, and harmonised label specifications to be developed by the Commission.",ALIGNED,"Amazon explicitly advocates for e-labelling via QR codes or similar digital tools to provide detailed packaging information, and Article 11(2) directly mandates a QR code or other digital data carrier on reusable packaging. Additionally, Amazon calls for EU-wide harmonised labels based on clear definitions, which is directly addressed by Article 11(5)'s requirement for the Commission to adopt implementing acts establishing harmonised label specifications.",1,False
Amazon Europe Core SARL,366117914426-10,hys_feedback,0,0,0,article,13,Obligations of manufacturers,0.859934,"Establishes mandatory obligations for manufacturers regarding conformity assessment, technical documentation, labelling, identification markings, and contact information on packaging, including the option to use QR codes or other data carriers for certain information.",ALIGNED,"Amazon explicitly advocates for e-labelling and the use of QR codes to communicate recyclability information to consumers, noting it already uses QR codes on its distribution packaging for this purpose. Article 13(6) specifically permits manufacturers to provide required contact information via QR code or another data carrier, and Article 13(5)-(7) broadly accommodate digital/e-labelling approaches — directly responding to Amazon's advocacy for e-labelling as a mechanism for conveying packaging information.",1,False
Amazon Europe Core SARL,366117914426-10,hys_feedback,0,0,0,article,21,Obligation related to excessive packaging,0.851336,"Establishes a maximum 40% empty space ratio for grouped, transport, and e-commerce packaging, with an exemption for economic operators using sales packaging as e-commerce packaging.",ALIGNED,"Amazon advocates for reducing packaging while maintaining adequate product protection, and specifically argues that e-commerce packaging should be defined as the secondary outbound packaging added by marketplaces (not the original vendor/seller packaging), and that primary packaging serving as outbound packaging should be treated differently. The provision's exemption in paragraph 3 — which exempts operators using sales packaging as e-commerce packaging from the 40% empty space ratio — directly reflects Amazon's position that primary/sales packaging used as outbound packaging should be treated separately. Additionally, the provision's framing of the 40% rule targets the secondary outbound layer Amazon describes, aligning with their advocacy for reducing packaging proportions while acknowledging product protection needs.",1,False
Amazon Europe Core SARL,366117914426-10,hys_feedback,0,0,0,article,3,Definitions,0.86521,Defines 'e-commerce packaging' as transport packaging used to deliver products sold online or through distance sales to the end user.,UNDETECTABLE,"Amazon explicitly advocates that e-commerce packaging should be defined as the secondary outbound packaging added by e-commerce marketplaces, distinct from primary product packaging supplied by vendors/sellers. The provision does define 'e-commerce packaging' (definition 5), but only as transport packaging used for online/distance sales delivery — it does not clearly adopt or reject Amazon's specific framing distinguishing marketplace-added secondary outbound packaging from vendor/seller primary packaging. It is genuinely unclear whether this definition satisfies, contradicts, or ignores Amazon's specific ask.",1,False
Amazon Europe Core SARL,366117914426-10,hys_feedback,0,0,0,article,39,Register of producers,0.860367,"Establishes a mandatory national producer register system requiring producers to register in each Member State where they place packaging on the market, with reporting obligations and compliance monitoring.",OPPOSING,"Amazon explicitly advocates for a ""one-stop-shop"" for EPR compliance to reduce the administrative burden of registering and reporting separately in each of the 27 EU Member States, citing the current fragmented system as placing excessive costs and burdens on SMEs and online sellers. The provision, however, maintains the per-Member-State registration requirement (paragraph 2: ""submit an application for registration in each Member State where they make packaging available on the market for the first time""), directly contradicting Amazon's call for a consolidated, single-registration compliance mechanism.",1,False
Amazon Europe Core SARL,366117914426-10,hys_feedback,0,0,0,article,4,Free movement,0.86835,"Establishes free movement of packaging that complies with the Regulation's sustainability and labelling requirements, limiting Member States from imposing additional conflicting national requirements that would restrict market access.",ALIGNED,"Amazon explicitly advocates for harmonised measures and a simplified compliance model so that companies can ""sell freely across the EU Single Market without incurring barriers to selling across European borders."" Article 4 directly delivers this by preventing Member States from prohibiting or restricting the placing on the market of compliant packaging and ensuring national requirements cannot conflict with the Regulation — precisely the kind of barrier-free single market access Amazon called for.",1,False
Amazon Europe Core SARL,366117914426-10,hys_feedback,0,0,0,article,40,Extended Producer Responsibility,0.871998,"Establishes extended producer responsibility obligations for packaging producers, requires appointment of representatives in each Member State, and mandates online platforms to collect EPR registration and self-certification information from producers.",OPPOSING,"Amazon explicitly advocates for a ""one-stop-shop"" for EPR to reduce the fragmented, per-Member-State administrative burden on SMEs and online sellers, arguing that current multi-country compliance requirements are excessively burdensome. The provision, however, reinforces the existing per-Member-State EPR structure by requiring producers to register and appoint representatives in each Member State individually, and further places obligations on online platforms (like Amazon) to collect country-specific registration and self-certification data from producers — directly contrary to Amazon's call for a simplified, centralised compliance mechanism.",1,False
Amazon Europe Core SARL,366117914426-10,hys_feedback,0,0,0,article,41,Producer Responsibility Organisation,0.844142,"Establishes the framework for Producer Responsibility Organisations (PROs), allowing producers to delegate EPR obligations to authorised PROs, requiring territorial coverage, oversight coordination, data confidentiality, and annual public reporting by PROs.",UNDETECTABLE,"Amazon explicitly advocates for a ""one-stop-shop"" for EPR compliance to reduce administrative burdens, particularly for SMEs and online sellers operating across multiple Member States. Article 41 establishes PROs as entities that can carry out EPR obligations on behalf of producers, which is directionally related to simplifying compliance, but the provision does not create a single cross-border one-stop-shop mechanism — it merely sets up national-level PRO frameworks with coordination requirements. There is a genuine connection between Amazon's ask and the provision's subject, but it is genuinely unclear whether the PRO framework as described satisfies, partially addresses, or falls short of the one-stop-shop solution Amazon sought.",1,False
American Chamber of Commerce to the European Union (AmCham EU),5265780509-97,hys_feedback,0,0,0,article,13,Obligations of manufacturers,0.866759,"Establishes detailed obligations for manufacturers when placing packaging on the market, including conformity assessment, technical documentation, labelling, identification, and cooperation with national authorities.",ALIGNED,"AmCham explicitly advocates for harmonised implementation and enforcement of Essential Requirements across Member States, with core provisions enshrined in the main EU legislative text to avoid differences in national interpretation. Article 13 directly responds to this by establishing uniform, binding manufacturer obligations — including conformity assessment procedures, EU declarations of conformity, and technical documentation requirements — in the main legislative text itself, thereby creating the harmonised, predictable compliance framework AmCham called for.",1,False
American Chamber of Commerce to the European Union (AmCham EU),5265780509-97,hys_feedback,0,0,0,article,16,Obligations of importers,0.863097,"Establishes specific compliance, documentation, labelling, and corrective action obligations for importers placing packaging on the EU market, including cooperation with national market surveillance authorities.",UNDETECTABLE,"AmCham EU advocates for harmonised implementation and enforcement of packaging requirements across Member States to ensure a transparent, predictable internal market — a position clearly related to the subject of this provision. However, Article 16 sets out importer-specific obligations (conformity assessment, labelling, documentation, corrective measures, cooperation with national authorities) without directly addressing the harmonisation vs. national divergence concern that AmCham raises. It is genuinely unclear whether these importer obligations, which involve national market surveillance authorities acting individually, satisfy or contradict AmCham's call for harmonised enforcement, making the direction of alignment ambiguous.",1,False
American Chamber of Commerce to the European Union (AmCham EU),5265780509-97,hys_feedback,0,0,0,article,34,EU declaration of conformity,0.851793,"Establishes the requirements for the EU declaration of conformity for packaging, including its structure, content, translation obligations, and the manufacturer's responsibility for compliance.",NOISE,The organisation's text is purely statistical/background data on EU packaging waste management figures (2005–2017) with no substantive advocacy position on EU declarations of conformity or manufacturer compliance responsibilities. There is no directional stance that could be evaluated against this provision.,1,False
American Chamber of Commerce to the European Union (AmCham EU),5265780509-97,hys_feedback,0,0,0,article,37,Waste management plans,0.847379,Requires Member States to include a dedicated chapter on packaging and packaging waste management in their waste management plans.,NOISE,The org text is purely statistical background data (Eurostat figures on EU-28 packaging waste generation and recovery from 2005–2017) with no directional advocacy position on waste management plans or any specific ask related to this provision. It contains no substantive stance that can be evaluated against what the provision establishes.,1,False
American Chamber of Commerce to the European Union (AmCham EU),5265780509-97,hys_feedback,0,0,0,article,4,Free movement,0.864757,"Establishes that packaging complying with the Regulation's sustainability and labelling requirements must be allowed free movement across the EU internal market, and that Member States cannot prohibit, restrict, or impede such packaging, while permitting limited additional national requirements that do not conflict with the Regulation.",ALIGNED,"AmCham explicitly advocates for harmonised implementation of packaging requirements across Member States, arguing that the Essential Requirements should serve as the legal baseline permitting free circulation throughout the EU internal market and that Member States should not be able to impede compliant packaging — precisely what Article 4 establishes. The provision directly delivers the harmonised, single-market free movement framework that AmCham called for, including the principle that national requirements cannot block packaging that meets the EU-level rules.",1,False
American Chamber of Commerce to the European Union (AmCham EU),5265780509-97,hys_feedback,0,0,0,article,40,Extended Producer Responsibility,0.863779,"Establishes extended producer responsibility obligations for packaging producers, including requirements to appoint representatives in each Member State and for online platforms to obtain compliance certifications from producers.",OPPOSING,"AmCham explicitly advocates for harmonisation across Member States and warns against measures that create differences in national interpretation or implementation, arguing that existing legislation should be consistently implemented before new provisions are added. Article 40 creates a per-Member-State EPR registration and representative appointment regime — precisely the kind of fragmented, country-by-country compliance burden that AmCham argues against, and it adds new obligations on top of existing legislation that AmCham says should first be properly implemented.",1,False
American Chamber of Commerce to the European Union (AmCham EU),5265780509-97,hys_feedback,0,0,0,article,47,Rules on the calculation of the attainment of the recycling targets,0.866474,"Establishes detailed rules for calculating whether recycling targets for packaging waste have been attained, including how to measure recycled weight, handle composite packaging, treat exported waste, and ensure quality control and traceability.",NOISE,"The organisation's text is purely a statistical data table showing EU-28 packaging waste generation and recycling figures from 2005–2017, with no substantive advocacy position expressed on how recycling targets should be calculated or measured. It contains no directional stance on any of the specific methodological rules established in Article 47.",1,False
American Chamber of Commerce to the European Union (AmCham EU),5265780509-97,hys_feedback,0,0,0,article,50,Reporting to the Commission,0.869587,"Requires Member States to report detailed packaging data (amounts placed on market, separately collected waste, recycling rates, carrier bag consumption, deposit return system collection rates) to the Commission annually, with specific formats and timelines established by implementing acts.",NOISE,"The organisation's text is purely a statistical annex presenting historical EU-28 packaging waste management data (2005–2017) sourced from Eurostat, with no advocacy position expressed on reporting obligations, data collection requirements, or any other aspect of the provision. It contains no directional stance or specific ask that could be evaluated against the provision's requirements.",1,False
American Chamber of Commerce to the European Union (AmCham EU),5265780509-97,hys_feedback,0,0,0,article,51,Packaging databases,0.8576,"Requires Member States to establish harmonised databases on packaging and packaging waste, including information on packaging flows, toxicity of materials, and specific data listed in Annex XII.",NOISE,"The org text is purely statistical/background data (Eurostat figures on EU packaging waste management from 2005–2017) with no substantive advocacy position on packaging databases or data harmonisation. It contains no directional stance on whether such databases should or should not be established, or how they should be structured.",1,False
American Chamber of Commerce to the European Union (AmCham EU),5265780509-97,hys_feedback,0,0,0,article,52,Procedure for dealing with packaging presenting a risk at national level,0.867668,"Establishes a procedure whereby national market surveillance authorities can evaluate packaging presenting a risk, require corrective measures, and potentially prohibit/withdraw packaging from their national market, with notification obligations to the Commission and other Member States.",UNDETECTABLE,"AmCham explicitly advocates for harmonised implementation and enforcement of packaging requirements across Member States, opposing fragmented national measures that could impede the internal market. Article 52 creates a national-level risk procedure that grants individual Member States authority to restrict or withdraw packaging from their own markets — which could be seen as the kind of national divergence AmCham opposes. However, the article also includes notification and coordination mechanisms with the Commission and other Member States, which partially aligns with AmCham's harmonisation goals. It is genuinely unclear whether this provision satisfies, contradicts, or ignores AmCham's specific concern about harmonised enforcement, making the direction ambiguous.",1,False
American Chamber of Commerce to the European Union (AmCham EU),5265780509-97,hys_feedback,0,0,0,article,53,Union safeguard procedure,0.84531,"Establishes a Union-level safeguard procedure whereby the Commission evaluates national measures restricting non-compliant packaging, decides whether they are justified, and ensures either withdrawal of non-compliant packaging across all Member States or withdrawal of the unjustified national measure.",ALIGNED,"AmCham EU explicitly advocates for stronger enforcement of the internal market against divergent national packaging measures that restrict free movement of goods, citing examples like French Triman provisions as problematic unilateral restrictions. Article 53 directly responds to this by creating a Commission-led procedure to evaluate and, where unjustified, require withdrawal of such national measures — precisely the kind of centralised enforcement mechanism the organisation called for to protect Single Market integrity.",1,False
American Chamber of Commerce to the European Union (AmCham EU),5265780509-97,hys_feedback,0,0,0,article,63,Evaluation,0.858379,Requires the Commission to carry out an evaluation of the Regulation eight years after its application and report findings on its contribution to the internal market and environmental sustainability of packaging.,ALIGNED,"AmCham EU explicitly advocates that ""an end-to-end evaluation should guide any potential approach"" and that ""regulatory measures should always be informed by objective evidence, comprehensive consultation and a full impact assessment,"" directly calling for evaluation mechanisms to underpin packaging policy. The provision establishes a formal Commission evaluation of the Regulation's effects, which responds to the org's specific ask for evidence-based, end-to-end evaluation to avoid unintended negative consequences.",1,False
"CEPE - European Council of the Paint, Printing Ink and Artists' Colours Industry",47031804648-91,hys_feedback,0,0,0,article,54,Compliant packaging which presents a risk,0.861704,"Establishes a procedure whereby Member States can require economic operators to withdraw or recall packaging that, despite being compliant with applicable requirements, presents a risk to the environment or human health, with Commission oversight and coordination.",UNDETECTABLE,"The org advocates for relying on existing frameworks (REACH, Food Contact Material regulation) rather than introducing new SVHC phase-out requirements in packaging legislation, and flags the need to reflect on industrial processes protecting human health or the environment. Article 54 establishes a market surveillance mechanism for compliant-but-risky packaging, which is related to the broader topic of hazardous substances and health/environmental risks in packaging, but it is genuinely unclear whether this provision satisfies, contradicts, or ignores the org's specific preference for relying on established REACH/FCM procedures rather than new packaging-specific requirements.",2,False
"CEPE - European Council of the Paint, Printing Ink and Artists' Colours Industry",47031804648-91,hys_feedback,0,0,0,article,9,Packaging minimisation,0.878345,"Requires packaging to be designed with minimum weight and volume necessary for functionality, prohibits unnecessary packaging features that inflate perceived volume, and mandates reduction of empty space, with compliance demonstrated through technical documentation.",NOISE,"The org text expresses only a general endorsement of packaging waste prevention initiatives and a broad concern that packaging functionalities must be ""cautiously considered and properly safeguarded,"" without taking a specific directional stance on packaging minimisation requirements, empty space limits, or the prohibition of features like false bottoms. This is a general value statement that any organisation — whether supportive or critical of strict minimisation rules — could produce, and it does not constitute a specific advocacy position that can be evaluated against the provision's concrete requirements.",1,False
CERMER is an earthenware food containers manufacturing company based in the Valencian region (Spain) operating mainly in the EU for the last 30 years. It provides 200 job positions direct and indirectly. For more information please visit http://cermer.com,609323240702-09,hys_feedback,0,0,0,article,2,Scope,0.854695,"Establishes that the Regulation applies to all packaging regardless of material used, and to all packaging waste from any sector, while preserving existing Union regulatory requirements for safety, health, hygiene, and hazardous waste management.",OPPOSING,"CERMER explicitly argues that ceramic food packaging could fall outside the scope of Directive 94/62 and urges urgent measures to address this, implying it should be excluded or treated differently from other packaging materials. The provision, however, establishes a broad, material-neutral scope covering all packaging regardless of material — directly contradicting CERMER's position that ceramic packaging might and should be carved out of the regulatory framework.",1,False
CERMER is an earthenware food containers manufacturing company based in the Valencian region (Spain) operating mainly in the EU for the last 30 years. It provides 200 job positions direct and indirectly. For more information please visit http://cermer.com,609323240702-09,hys_feedback,0,0,0,article,37,Waste management plans,0.841199,Requires Member States to include a dedicated chapter on packaging and packaging waste management in their national waste management plans.,NOISE,"The org text provided is essentially a title/header of a document (a reference number, date, confidentiality marking, and document title) with no substantive advocacy position expressed. There is no directional stance or specific ask that can be evaluated against the provision's requirement for dedicated packaging chapters in national waste management plans.",1,False
