meeting_id,source,date,matched_keyword,text_excerpt,match_status,already_linked,would_add
c627c64140efd1990517cf6250491f2f811f88ac537db3a8967f7a9baee4675c,lobbying,2020-01-27,Intelligence artificielle,Intelligence artificielle et discriminations,no_match,False,True
42738eb6939bf9eb1cafc9acface890606e75db50aec1dff8e4d61f3c3096c5b,lobbying,2020-02-04,Artificial intelligence,Artificial intelligence,no_match,False,True
e7fcab84370b573189fb46f4faae919261caf3fab05c8da54bf42f23630571d6,lobbying,2020-02-04,artificial intelligence,Meeting on artificial intelligence,no_match,False,True
f10e33b1461b4d5ca962fc572eb3a1c77ac2c6024887323ea199eee41c05b918,lobbying,2020-02-06,Intelligence artificielle,Intelligence artificielle,no_match,False,True
a7cbc3e97246bd07339d05b0e76d48628c705c1d2ef1656e2972a256f2844131,lobbying,2020-02-06,AI,Use of AI by an entertainment company,no_match,False,True
91daad9cf8b034ab94d798c5486d30c8e01a36b685a966b1eb681b9876866d3a,lobbying,2020-02-06,AI,"Liability in the digital economy, ethics and AI, and data economy",no_match,False,True
f6441a68f2340ad5b4d27b524b7de37626e403707a48be5b4972cd5f00db0050,lobbying,2020-02-07,Artificial Intelligence,Intellectual Property Rights and Artificial Intelligence,no_match,False,True
0ed2aa4744078c674b695122d79778b7bb6047049ff2f2ea7eea806c7c1b3bdd,lobbying,2020-02-07,intelligence artificielle,Droit de propriété et intelligence artificielle,no_match,False,True
a24cc3d9cf2b9700c1215a634a49112c7fb564a12c4f1d801f364cb31a927cd6,lobbying,2020-02-12,Artificial intelligence,Artificial intelligence (staff level),no_match,False,True
250be02400f5c5a3484e7f112dff86859a12f3d34c65594fd583e98ae7487fa3,lobbying,2020-02-12,künstliche Intelligenz,Austausch zur Europäischen Datenstrategie und dem Weißbuch künstliche Intelligenz,no_match,False,True
a77cd7f433d5d423bf81e3d557573bf208475a4ba85541b46019dbf4be3845b5,lobbying,2020-02-12,Intelligence artificielle,Intelligence artificielle,no_match,False,True
f668883a36d0973b09610e403c33c4a2f35aee92a7fec8bcf6619b4e2b83315b,lobbying,2020-02-14,AI,Expert interview: AI,no_match,False,True
ac8e13271a5f71f3fd7349c485623937fa74e3d9645f1498ea6744f59f9fa9c6,lobbying,2020-02-17,Artificial intelligence,Artificial intelligence (staff level),no_match,False,True
09193b4d61a5bc102f00d048a975842aecbb749338bb3ed0d80e5eba0011b941,lobbying,2020-02-17,Intelligence artificielle,Intelligence artificielle,no_match,False,True
ca2546f429a8166728502f0bcaa96a3a86abdfc0e57f2417e541c2a647b00196,lobbying,2020-02-18,Intelligence artificielle,Intelligence artificielle,no_match,False,True
217af23151bf01950e087f777603a4a3acb6c5e60434b6033306f1511e687e39,lobbying,2020-02-20,Artificial INtelligence,"Digital policies, data strategy, Artificial INtelligence",no_match,False,True
0a7b43d9e1f7ff91bad4f569934a0cbc92319abc09de732f14d1e1340e67abbf,lobbying,2020-02-21,Intelligence artificielle,Intelligence artificielle et mise en oeuvre du Règlement général sur la protection des données,no_match,False,True
b1bbc34332667cd9b5df19e570096de9c83b9ea306b86b038473a1fe87ad3806,lobbying,2020-02-27,AI,AI & Data Strategy,no_match,False,True
7b3a50a6d7f8c5ba09538a75444f12c0d6a07613bfb6c7fa622094cde53335fc,lobbying,2020-02-27,Intelligence artificielle,Intelligence artificielle,no_match,False,True
326dca152074d27d24e5693d8b2adbb5c4420544a446eb91f042de7b5453a257,lobbying,2020-02-27,AI,AI & Data Strategy,no_match,False,True
95ab36203f30e7f0853dd93b1ec4331f77377830ab2544814a6bc906842fbaa6,lobbying,2020-03-02,artificial intelligence,"Ethical aspects of artificial intelligence, robotics and related technologies",no_match,False,True
e3b6dd86311e7a90e306d3927cf6de50dabe7f07c56fffbf21189a1dd1688bdc,lobbying,2020-03-03,Artificial Intelligence,Liability in Artificial Intelligence.,no_match,False,True
45f3cb6864ed20afa11a2e68597e0407e9bdd427060ee90a1daa6287722908e3,lobbying,2020-03-03,Artificial Intelligence,Artificial Intelligence in VoD Platforms,no_match,False,True
33bf877cd9600dc2af029465fdb01aaf696c575c8017a2135cba146f96b9d1d8,lobbying,2020-03-04,Artificial Intelligence,Artificial Intelligence and platform regulation.,no_match,False,True
4afd5b42def101a4d596c4cde742f510e50630a7fc868796e3ebac6fb23c7044,lobbying,2020-03-04,Artificial Intelligence,"Ethics and Artificial Intelligence in Manufacturing, Healthcare and Public sector.",no_match,False,True
4d62be8f2d5a0d4d30f8abe39e9a34b6593040f7bfd1d0f16679ec7544cb3d2c,lobbying,2020-03-05,Artificial Intelligence,Ethics in Artificial Intelligence.,no_match,False,True
7fd1eebbecde4081f881621054ab22b68fe04d7ff40d84e13358c68569ffbbc6,lobbying,2020-03-06,AI,Civil liability regime for AI,no_match,False,True
8b11b74b41532b0f43a7fef5bcf7e135742fc5a66d934bb717a36c2bc5190b54,lobbying,2020-03-06,AI,Civil liability regime for AI,no_match,False,True
9d482b50d05fc57d5fdf17a573478dc2d183f5a85660a1cb3157c1b1609e001c,lobbying,2020-03-11,Artificial Intelligence,"Digital economy, Artificial Intelligence: liability and ethics, data economy",no_match,False,True
210b5172ea3cadd50da288289c385ff4913433ba47e5e685734e697ed09b2dc1,lobbying,2020-03-17,AI,Expert Interview: AI & Data Strategy,no_match,False,True
59c659404c259d70f1c58b2f26b459b5dca3e7d57733d5afe76ea874ca33bc08,lobbying,2020-03-17,AI,Expert Interview: AI & Data Strategy,no_match,False,True
b3c66163f844e9cb8dc4e4b7fe60796aade09ffeea1f195cda19dec34c97e32b,lobbying,2020-03-18,AI,Expert Interview: AI & Data Strategy,no_match,False,True
eafbaabb8bde1cabc8579f78717dc888f446531f9c5de25aa9d946a83ff9aa3e,lobbying,2020-03-19,AI,Expert Interview: AI & Data Strategy,no_match,False,True
a2cb812e6a0fda36ccdd19290804b53e548be840a410ad7510609a989dc42946,lobbying,2020-03-20,Artificial Intelligence,Artificial Intelligence: Oversight and enforcement,no_match,False,True
0886121ca1e6a53abf24a388a49cdd6785f432b25258cd6139bf9847a31966c0,lobbying,2020-03-23,Artificial Intelligence,Artificial Intelligence,no_match,False,True
13def0f7854022310eb95a250b5cb165a4d7109194cf9e797cc937becb42d2a2,lobbying,2020-03-24,Artificial Intelligence,Artificial Intelligence,no_match,False,True
510523ed9b2e1e9cc0aae866a72f1b5f5306480bc809178e3b54b381d236f03b,lobbying,2020-03-26,Artificial Intelligence,Artificial Intelligence,no_match,False,True
8cc260635fc3ae7f34c04477b90617e4a0c30a8911d371076f795b4c10ed0f01,lobbying,2020-04-01,AI,Expert Interview: AI & Data Strategy,no_match,False,True
270b0333df68558d5e4bbbde7d6202e05d331fc2089fcb993a800055d2c2313e,lobbying,2020-04-02,AI,Expert Interview: AI & Data Strategy,no_match,False,True
5685f9b859506028e0a18224796a0cf3294f7873c7d8b0c2a2788610328ddca8,lobbying,2020-04-08,Artificial Intelligence,Artificial Intelligence issues in Europe,no_match,False,True
2a8a3ee897764239c0f9f33b0333383d0848b81eddddfead96d8f93fb5c6ab65,lobbying,2020-04-08,Artificial Intelligence,Ethics in Artificial Intelligence,no_match,False,True
ae018cb47582b407d13822eec7d2fbe7e1bd647bd97ae379969fbe254b7ed4c6,lobbying,2020-04-14,Artificial Intelligence,Artificial Intelligence,no_match,False,True
cba540fb4c46485cf9715ac13a832da42b2d27e29d29ad11e66835bb922abfef,lobbying,2020-04-15,artificial intelligence,Meeting on artificial intelligence,no_match,False,True
72ea4cd332f984e5ecc6af64e170f720fecfa199aa65934924fb5bde041489f2,lobbying,2020-04-17,AI,"DSA, AI, COVID-19, Feminism",no_match,False,True
83e730439ff26a30d74d4d2ab772520af3caf44f6981c1cf89aa45dbd40e16cb,lobbying,2020-04-21,intelligence artificielle,enjeux de l’intelligence artificielle pour la diversité culturelle,no_match,False,True
80ada9fb531ab20a32c320a1daac69d768baa97a6009a62fb97e5944613dd50f,lobbying,2020-04-21,AI,Expert Interview: AI & Data Strategy,no_match,False,True
ea003b6ffce4cba52e03c65d3cb0faac554c8bcfeb81adbcdc21688db971abb0,lobbying,2020-04-24,AI,Civil liability regime for AI,no_match,False,True
7f03894b33f384a817a6028dec126fbd79fafe79ca8c424966cfa1c42b6bf074,lobbying,2020-04-28,Artificial intelligence,Artificial intelligence in the cultural sector,no_match,False,True
1a058b2d3f96da860c47003fe6a512a0eeafc0222a2ab24888e92724cf014ebc,lobbying,2020-04-29,Artificial Intelligence,"DSA, Artificial Intelligence",no_match,False,True
c3b0ef45db3b2029ed4a0f250d7d46776ffb3206ccf81a6a446ab80c3d0cc534,lobbying,2020-05-04,AI,AI Regulation,no_match,False,True
092f59e877de2a0723ec18efdf7506543d4a066164b8a59a2fe2117b1551c655,lobbying,2020-05-05,Intelligence artificielle,vaccinations ; Intelligence artificielle en santé ; plan européen contre le cancer ; pénuries de médicaments,no_match,False,True
cd007070d67027dc4432f3f20551061ee2773fe7d7b0e9fefb556315a02c7a0f,lobbying,2020-05-06,artificial intelligence,Roundtable discussion on artificial intelligence,no_match,False,True
56e93111064015569999c927bc1133483370e6b7f14a4e2b8039a05761dedaac,lobbying,2020-05-06,AI,Civil liability regime for AI,no_match,False,True
6aece07ca67034b899d4f41a01fb37d287305d2818e1ff4b3640222bb9f7b188,lobbying,2020-05-07,Artificial intelligence,Artificial intelligence,no_match,False,True
953aa4dd13b2b8ca26c3f42955420837bcbaee0876925288c9d6c994ad71966d,lobbying,2020-05-12,AI,Civil liability regime for AI,no_match,False,True
3786268b545ad9998b2c37cedff12d35247c13386ec8a05116f3d63b353241f9,lobbying,2020-05-18,AI,"Work and technology, AI and labour, platform-work, digital skills etc.",no_match,False,True
2ae225d6c44c459e4b930e3fd991ed31c0b9581ded6863a6c1b17563e764e77a,lobbying,2020-05-20,Artificial Intelligence,Artificial Intelligence,no_match,False,True
f109ec7d8a3bdb4c4113cc9dbab18656e2887138a4ece028b80d0c6e4d0f7503,lobbying,2020-05-20,künstliche Intelligenz,Haftungsfragen im Bereich künstliche Intelligenz,no_match,False,True
469fce6c900e60c497e964d91eec479b8a5310e7cf9a31f96500f62daa3be992,lobbying,2020-05-20,Artificial Intelligence,Artificial Intelligence,no_match,False,True
c551854b9885c1db45b6efe5136f6a45900f17d1a828f8b6a8679042cb908f0f,lobbying,2020-05-20,AI,"Ethics, standarisation and certification of AI",no_match,False,True
c1f7f664ec293b29c5d066ab98dd03482867e89e05230325bf65f0b55d52d229,lobbying,2020-05-25,Artificial Intelligence,Artificial Intelligence,no_match,False,True
afc699503142a9d857533c267f1eac274974edd8c32e50e2cd2073271d2ff911,lobbying,2020-05-27,artificial intelligence,ethical aspects on artificial intelligence for HHRR,no_match,False,True
b39e1744e0d01c40391b8d4ce5d0bda4cbd9a3b2182e3c8d8b68dc1173d49b0b,lobbying,2020-05-28,AI,Civil liability AI,no_match,False,True
81e62c8c6ba1458033d60178f008ce7af5cf924deb594d0ad6956bfbd0c77abd,lobbying,2020-05-28,artificial Intelligence,Roundtable discussion on artificial Intelligence,no_match,False,True
51eeaf9864be8e57ea1618d0c8401d69eb977552d880377af41fac10c581499f,lobbying,2020-05-28,AI,Civil Liability AI,no_match,False,True
84cadb216b9970079945554f3cb133ba3460af4d7d71bd649cbea767fef82b6f,lobbying,2020-05-29,Artificial intelligence,"Artificial intelligence, European digital sovereignty, 5G and future Huawei investments in France",no_match,False,True
d6d0e19f809c491953578401cbe0f1e59b2952c333d78dfd819ea29397f22cd2,lobbying,2020-06-02,artificial intelligence,Roundtable discussion on artificial intelligence,no_match,False,True
8ee23e94119fd0840bf3d4084a73dceb3747f1489ce63473e51d5e6109b10b5c,lobbying,2020-06-02,artificial intelligence,Roundtable discussion on artificial intelligence,no_match,False,True
cf4aad20e9d604796d1ada45d825d617ff6a534e78d5ceabaea8ff6226df677d,lobbying,2020-06-08,artificial intelligence,Roundtable discussion on artificial intelligence,no_match,False,True
5f7501511de7658e754b243d152d7346dd40b32de074fefd8cf86cfc566beeb4,lobbying,2020-06-10,Artificial Intelligence,Artificial Intelligence and data economy,no_match,False,True
a06a38150eb7f05f2e17803e6cf2dbfeb1626526879e2ecd2d04c9383cc16dda,lobbying,2020-06-10,artificial intelligence,ethics on artificial intelligence,no_match,False,True
edd2406f259f07ffc79154a10c4249dac45a413edb5f2571dfdc08c37d9f2dca,lobbying,2020-06-10,artificial intelligence,Civil liability regime for artificial intelligence,no_match,False,True
a2ca32cbb2038ccae490eb787e572a5cbed3e0a5b01a8a3234206556cf3fc7eb,lobbying,2020-06-10,artificial intelligence,Civil liability regime for artificial intelligence,no_match,False,True
b1c47124ce047ed76d81df7ddeb1b933ff3c7f986ffb1282773f5d0a268014fa,lobbying,2020-06-11,AI,"Excellence centres, creating and keeping AI-talent and a legal framework for AI",no_match,False,True
656094b8aac7d1b04bb16a10baeb2db20921baa83a3aef9ce39dfa033cb61b2d,lobbying,2020-06-15,Artificial Intelligence,"Data Strategy, Artificial Intelligence",no_match,False,True
f96972aa3804b61a1b5fcfbfe75d3298df7bc64517de3f0e11d346452134922e,lobbying,2020-06-17,AI,AI and ethics,no_match,False,True
e8e2720d149f043ac3ed40a8a22d97ded2a9c1f2fdbd90b7ef61f982c5e2474a,lobbying,2020-06-23,Artificial Intelligence,Artificial Intelligence,no_match,False,True
47018dcfff2a1e457ca8b1250a35f8a6a7319d63a021ed8ef5f106a62cb963ea,lobbying,2020-06-23,Artificial Intelligence,Artificial Intelligence,no_match,False,True
360eced6a39d79a32a1ca1de1687088eeb91ff8b8755fd0b4e654ec4cc0d974d,lobbying,2020-06-23,AI,Facebook EU Conversations/Roundtable 'Future of AI Regulation: Risk Assessment',no_match,False,True
f440b5f19975e8bcd5e7d592d960c2c295f97f6cfceb98e10d4b4c4a6b0ac173,lobbying,2020-06-24,AI,Ethics and AI,no_match,False,True
843d39417b9499b8f45154937305dea360cfc5cb0344e32979fb47dad2f97611,lobbying,2020-06-24,Artificial Intelligence,Ethics on Artificial Intelligence,no_match,False,True
1106ff1ce67144edda2caefa6b9fbf88bf74f47c618ee3ba5278ac7d6a406955,lobbying,2020-06-30,Artificial Intelligence,Artificial Intelligence,no_match,False,True
c0188057c9a678f997d6ed1aa0acb380147f5b14149463f6b042cda1addd45a1,lobbying,2020-06-30,AI,Ethics on AI,no_match,False,True
e79b6bd84271957f7487e54d884891440f50c0c167096cae71f6cd248dc1e6de,lobbying,2020-06-30,AI,AI & DATA,no_match,False,True
9fd5f1abcf6d2317ca39650b7f483e0a0e2126078d57524793f0c64e09b5dfb8,lobbying,2020-07-01,AI,"Data strategy, AI, cyber security",no_match,False,True
cc99a108364ec72ed10d8ce58f63f2e4e4db6f99bbe1ca6218ba17b4e9a1fd41,lobbying,2020-07-02,Artificial intelligence,Artificial intelligence,no_match,False,True
18b655abb97ddf0f038ff123cb8c6c338b6d39d1b2935222ee6f59b86d4187f9,lobbying,2020-07-02,Artificial Intelligence,Ethics on Artificial Intelligence,no_match,False,True
fcb88d41dc243d6868c577c3a4b7b36904096762eede62cadb4579768316150b,lobbying,2020-07-07,Artificial Intelligence,Artificial Intelligence,no_match,False,True
0d7c45b6d13b42c3aa3b53ac4f523a0278289253231fff04b05954f7d7f90a1d,lobbying,2020-07-07,Artificial Intelligence,Ethics on Artificial Intelligence,no_match,False,True
b9125658b97e150daf5955b04fe8c8ac256865f96eb131137ccab9bee9c44cff,lobbying,2020-07-09,Artificial Intelligence,Ethics on Artificial Intelligence,no_match,False,True
ffb2fd4d749d67d3bde7a5b40f4b7f9d4212ab0c2a00222521d2c4e803b84d18,lobbying,2020-07-14,Artificial Intelligence,Ethics on Artificial Intelligence,no_match,False,True
339b8e900081fe046e710a76e40c75f41b349396eb012bffec9adfb9f7098d88,lobbying,2020-07-14,AI,AI and Commission's white paper on the ethical aspects of AI,no_match,False,True
014d661f3c9cfec6bb2252fe0506538909ce7f95eb27c9cc64d39b41e64a4c52,lobbying,2020-07-17,Künstliche Intelligenz,"Künstliche Intelligenz, Digitalisierung",no_match,False,True
578948379da2946ba483c5f82ffda4e70bc548076a1f91f3f82b61007a9da991,lobbying,2020-08-19,AI,Ethics on AI,no_match,False,True
